Dataset {
    Sequence {
        String time;
        Float64 GFF_CHL;
        Float64 urea_uM;
        Float64 ammonium_uM;
        Float64 nitrate_uM;
        Float64 phosphate_uM;
        Float64 silicate_uM;
        Int16 Pn_abundance;
        Float64 Paustralis;
        Float64 Pmultiseries;
        Float64 Alexandrium;
    } CPMT_SCWHARF;
} CPMT2;
---------------------------------------------
CPMT_SCWHARF.time, CPMT_SCWHARF.GFF_CHL, CPMT_SCWHARF.urea_uM, CPMT_SCWHARF.ammonium_uM, CPMT_SCWHARF.nitrate_uM, CPMT_SCWHARF.phosphate_uM, CPMT_SCWHARF.silicate_uM, CPMT_SCWHARF.Pn_abundance, CPMT_SCWHARF.Paustralis, CPMT_SCWHARF.Pmultiseries, CPMT_SCWHARF.Alexandrium
"2008-09-02 08:00:00.0", 5.3108, 0.205660377, 0.7, 0.1, 0.5, 15.85, 1, 0.0, 0.0, 40.0
"2008-09-09 08:00:00.0", 6.9051, 0.694968553, 0.9, 0.15, 0.8, 15.55, 2, 350.0, 0.0, 0.0
"2008-09-16 07:40:00.0", 8.048, 0.229559748, 0.4, 0.05, 0.5, 10.85, 3, 400.0, 0.0, 0.0
"2008-09-23 07:35:00.0", 7.7605, 2.24, 1.0, 1.2, 0.7, 7.4, 1, 0.0, 0.0, 0.0
"2008-10-01 07:30:00.0", 8.1864, 0.14, 0.1, NaN, NaN, NaN, 2, 0.0, 0.0, 0.0
"2008-10-08 07:40:00.0", 5.9769, 0.2, 0.4, 0.05, 0.3, 6.3, 2, 0.0, 0.0, 0.0
"2008-10-15 07:40:00.0", 3.498, 1.99, 27.0, 11.4, 1.6, 20.5, 2, 0.0, 0.0, 0.0
"2008-10-22 07:40:00.0", 4.4626, 0.54, 1.2, 1.8, 0.8, 14.6, 0, 0.0, 0.0, 0.0
"2008-10-29 07:40:00.0", 2.9302, 1.84, 52.1, 3.1, 1.0, 16.85, 3, 0.0, 0.0, 106.6666667
"2008-11-05 07:00:00.0", 3.1741, 1.98, 45.1, 5.3, 1.0, 10.8, 0, 0.0, 0.0, 0.0
"2008-11-12 07:30:00.0", 3.0867, 1.94, 31.1, 5.3, 1.1, 10.9, 0, 1000.0, 0.0, 0.0
"2008-11-19 07:45:00.0", 3.8038, 2.0, 2.0, 7.1, 1.1, 15.3, 1, 1950.0, 0.0, 53.33333333
"2008-11-25 07:30:00.0", 4.914, 2.53, 1.7, 7.6, 1.2, 14.2, 0, 0.0, 0.0, 0.0
"2008-12-03 07:00:00.0", 3.9603, 2.78, 30.5, 4.9, 1.4, 16.55, 0, 0.0, 0.0, 40.0
"2008-12-10 08:45:00.0", 7.6658, 0.89, 2.0, 6.4, 1.2, 18.5, 0, 0.0, 0.0, 373.3333333
"2008-12-17 07:30:00.0", 3.6145, 0.74, 1.2, 8.0, 1.1, 16.5, 0, 0.0, 0.0, 40.0
"2009-01-07 08:00:00.0", 1.547, 1.78, 26.4, 12.3, 1.3, 20.1, 0, 0.0, 0.0, 0.0
"2009-01-14 08:10:00.0", 1.9292, 2.15, 1.9, 12.2, 1.2, 19.6, 2, 0.0, 0.0, 0.0
"2009-01-21 08:10:00.0", 2.7591, 3.48, 2.8, 7.3, 1.2, 9.8, 1, 0.0, 0.0, 210.0
"2009-01-28 08:25:00.0", 1.2522, 2.02, 2.6, 10.1, 1.1, 14.1, 2, 0.0, 0.0, 110.0
"2009-02-04 08:10:00.0", 10.0719, 3.04, 1.8, 6.6, 1.0, 9.3, 2, 700.0, 500.0, 0.0
"2009-02-11 08:25:00.0", 1.8382, 1.16, 2.3, 6.9, 0.9, 9.6, 0, 0.0, 0.0, 0.0
"2009-02-18 08:15:00.0", 1.1575, 0.97, 1.6, 13.8, 1.4, 63.6, 0, 0.0, 0.0, 0.0
"2009-02-25 08:10:00.0", 1.143, 0.86, 1.8, 10.2, 0.8, 37.1, 0, 0.0, 0.0, 0.0
"2009-03-04 08:50:00.0", 1.2995, 0.37, 1.4, 10.8, 0.7, 22.8, 0, 0.0, 0.0, 0.0
"2009-03-11 08:30:00.0", 1.8491, 0.33, 2.1, 8.1, 1.3, 14.7, 0, 0.0, 0.0, 0.0
"2009-03-18 08:10:00.0", 11.9792, 0.43, 1.1, 1.7, 0.6, 8.1, 0, 0.0, 0.0, 0.0
"2009-03-25 08:50:00.0", 3.5389, 0.37, 1.4, 9.9, 1.3, 13.6, 0, 0.0, 0.0, 0.0
"2009-04-01 08:20:00.0", 11.9504, 0.38, 0.4, 3.1, 0.5, 12.0, 0, 0.0, 0.0, 0.0
"2009-04-07 09:20:00.0", 10.1948, 0.74, 1.5, 1.4, 0.7, 2.7, 1, 0.0, 0.0, 0.0
"2009-04-14 08:05:00.0", 5.8674, 1.0677, 2.9, 9.5, 1.3, 18.6, 1, 0.0, 0.0, 0.0
"2009-04-21 08:10:00.0", 2.9014, 1.7517, 1.2, -0.3, 0.3, 1.8, 2, 500.0, 0.0, 26.66666667
"2009-04-28 08:55:00.0", 5.5656, 1.1443, 3.6, 24.0, 2.3, 25.8, 2, 3750.0, 0.0, 0.0
"2009-05-05 08:20:00.0", 2.541, 0.5253, 1.4, 1.8, 0.7, 23.0, 4, 11550.0, 0.0, 0.0
"2009-05-11 08:33:00.0", 7.1456, 0.9008, 1.4, 12.0, 1.2, 22.3, 4, 44050.0, 1700.0, 13.33333333
"2009-05-18 08:10:00.0", 22.4532, 0.4056, 0.7, -0.2, 0.1, 0.2, 4, 53700.0, 450.0, 0.0
"2009-05-26 08:45:00.0", 23.3772, 1.3427, 0.7, 2.5, 0.6, 7.7, 4, 93500.0, 0.0, 0.0
"2009-05-31 09:15:00.0", 32.5248, 0.7921, 0.4, 0.3, 0.0, 1.1, 4, 200.0, 2200.0, 0.0
"2009-06-09 08:00:00.0", 5.3376, 0.5869, 2.0, 3.6, 0.3, 8.1, 3, 0.0, 0.0, 0.0
"2009-06-16 08:30:00.0", 9.0244, 0.1607, 0.2, -0.5, -0.4, -0.8, 0, 0.0, 0.0, 0.0
"2009-06-23 08:08:00.0", 8.2544, 0.1984, 0.1, -0.4, 0.1, 7.3, 0, 0.0, 0.0, 0.0
"2009-06-30 08:30:00.0", 4.8387, 0.8468, 3.4, 2.6, 1.1, 17.9, 0, 0.0, 0.0, 0.0
"2009-07-07 08:45:00.0", 3.5081, 0.7517, 1.5, 0.6, 0.5, 4.6, 0, 0.0, 0.0, 0.0
"2009-07-14 08:15:00.0", 9.3016, 0.8666, 1.4, 1.1, 0.6, 4.4, 1, 0.0, 0.0, 0.0
"2009-07-20 07:50:00.0", 8.5624, 0.5116, 0.4, 0.2, 0.3, 0.9, 0, 0.0, 0.0, 0.0
"2009-07-28 08:00:00.0", 4.6477, 0.5075, 1.1, 0.7, 0.5, 4.1, 0, 0.0, 0.0, 0.0
"2009-08-04 08:20:00.0", 1.5708, 0.4904, 1.98, 0.4, 1.1, 4.5, 0, 0.0, 0.0, 0.0
"2009-08-11 08:08:00.0", 3.3942, 0.8926, 1.95, 0.5, 1.0, 5.3, 1, 0.0, 0.0, 80.0
"2009-08-19 08:06:00.0", 4.2196, 0.552, 1.48, 1.0, 0.7, 4.1, 1, 0.0, 0.0, 160.0
"2009-08-25 07:45:00.0", 4.3736, 0.3666, 1.37, 0.2, 0.3, 3.7, 2, 800.0, 0.0, 80.0
"2009-09-01 08:24:00.0", 5.3931, 0.4966, 0.59, -0.5, 0.2, 4.0, 1, 0.0, 0.0, 53.33333333
"2009-09-08 08:54:00.0", 7.854, 0.6389, 1.09, 1.8, 0.4, 7.8, 3, 700.0, 0.0, 0.0
"2009-09-15 07:04:00.0", 2.7104, 0.4521, 1.37, 0.7, 0.6, 7.6, 2, 2650.0, 0.0, 0.0
"2009-09-23 07:50:00.0", 6.2832, 2.0807, 4.25, 2.1, 0.8, 13.3, 2, 12800.0, 0.0, 0.0
"2009-09-29 08:12:00.0", 7.3612, 0.5267, 0.63, -0.4, 0.2, 8.2, 0, 0.0, 0.0, 0.0
"2009-10-05 07:55:00.0", 6.5604, 1.2839, 1.63, 9.8, 1.2, 20.7, 3, 30500.0, 0.0, 0.0
"2009-10-12 08:15:00.0", 6.93, 0.6724, 0.66, 0.1, 0.2, 19.5, 0, 0.0, 0.0, 0.0
"2009-10-17 00:00:00.0", NaN, 0.6026, 2.55, 1.2, 0.5, 12.2, 0, NaN, NaN, NaN
"2009-10-19 08:30:00.0", 13.8292, 0.7168, 2.6, 0.8, 0.8, 5.7, 4, 356450.0, 0.0, 0.0
"2009-10-22 00:00:00.0", 6.4649, 0.5856, 2.42, 0.9, 0.7, 11.4, 4, 587900.0, 0.0, 0.0
"2009-10-26 08:33:00.0", 7.2996, 0.3358, 1.76, 0.7, 0.6, 5.3, 4, 381300.0, 0.0, 0.0
"2009-11-02 08:50:00.0", 2.8336, 1.4979, 2.64, 13.0, 1.4, 18.5, 4, 113750.0, 0.0, 40.0
"2009-11-09 08:40:00.0", 10.1024, 2.0768, 3.79, 5.9, 0.8, 9.8, 4, 206450.0, 0.0, 150.0
"2009-11-16 08:40:00.0", 3.6837, 0.691, 3.61, 10.6, 1.2, 14.5, 4, 97300.0, 2350.0, 180.0
"2009-11-18 08:40:00.0", 7.2072, 0.8702, 2.22, 8.9, 1.0, 10.4, 0, NaN, NaN, NaN
"2009-11-20 08:40:00.0", 3.7976, 1.429, 3.64, 11.0, 1.2, 12.8, 2, 21500.0, 0.0, 10.0
"2009-12-02 07:50:00.0", 2.5964, 1.1999, 3.98, 16.8, 1.6, 20.3, 0, 0.0, 0.0, 0.0
"2009-12-09 08:45:00.0", 5.4239, 1.0165, 2.99, 11.8, 1.2, 10.7, 3, 8650.0, 0.0, 0.0
"2009-12-16 08:40:00.0", 4.0194, 0.5588, 3.41, 7.2, 1.0, 8.2, 3, 46000.0, 0.0, 0.0
"2009-12-22 09:30:00.0", 3.1385, 1.8891, 3.71, 2.5, 1.0, 7.5, 4, 113750.0, 150.0, 0.0
"2009-12-29 09:55:00.0", 2.1745, 0.7502, 3.67, 8.6, 1.1, 11.0, 0, 0.0, 0.0, 0.0
"2010-01-06 08:37:00.0", 3.927, 1.6691, 2.36, 6.5, 1.0, 12.1, 0, 0.0, 0.0, 0.0
"2010-01-13 08:45:00.0", 6.5912, 1.972, 2.43, 5.7, 1.0, 10.8, 0, 0.0, 0.0, 0.0
"2010-01-20 13:06:00.0", 3.6098, 0.9604, 4.64, 16.3, 2.0, 67.4, 0, 0.0, 0.0, 0.0
"2010-01-27 08:16:00.0", 1.349, 0.23, 1.95, 12.1, 1.0, 15.3, 0, 0.0, 0.0, 0.0
"2010-02-03 09:02:00.0", 1.54, 0.92, 3.83, 8.6, 1.0, 12.7, 0, 0.0, 0.0, 0.0
"2010-02-10 08:45:00.0", 0.9456, 0.36, 2.02, 9.2, 1.1, 23.1, 0, 0.0, 0.0, 0.0
"2010-02-17 08:40:00.0", 2.3408, 0.63, 1.92, 5.6, 0.9, 13.2, 0, 0.0, 0.0, 0.0
"2010-02-24 09:10:00.0", 3.2617, 0.58, 1.03, 4.5, 0.8, 14.7, 0, 0.0, 0.0, 0.0
"2010-03-03 08:56:00.0", 3.2402, 0.3, 1.68, 7.6, 1.0, 28.0, 0, 0.0, 0.0, 0.0
"2010-03-10 08:32:00.0", 1.7556, 0.24, 1.55, 9.1, 1.2, 27.5, 0, 0.0, 0.0, 0.0
"2010-03-17 08:38:00.0", 2.4363, 0.17, 1.02, 2.2, 0.6, 13.0, 0, 0.0, 0.0, 0.0
"2010-03-24 08:40:00.0", 1.7433, 0.53, 2.03, 8.1, 0.9, 19.7, 0, 0.0, 0.0, 0.0
"2010-03-31 08:49:00.0", 9.1784, 0.27, 1.56, 9.4, 1.0, 6.3, 1, 0.0, 0.0, 0.0
"2010-04-07 08:35:00.0", 4.0995, 0.94, 1.72, 3.4, 0.9, 17.3, 1, 0.0, 0.0, 0.0
"2010-04-14 08:35:00.0", 4.6015, 0.32, 3.08, 2.8, 0.9, 19.1, 1, 750.0, 200.0, 0.0
"2010-04-21 08:18:00.0", 8.5624, 0.47, 2.83, 6.8, 1.1, 10.1, 2, 6300.0, 1050.0, 40.0
"2010-04-28 08:25:00.0", 3.5312, 0.29, 0.46, 0.3, 0.4, 9.9, 3, 4350.0, 1850.0, 0.0
"2010-05-05 08:15:00.0", 13.4265, 0.31, 0.84, 1.8, 0.5, 13.1, 4, 47450.0, 15100.0, 30.0
"2010-05-12 08:05:00.0", 7.8198, 0.16, 0.53, 0.0, 0.2, 3.5, 4, 99750.0, 1000.0, 0.0
"2010-05-19 07:20:00.0", 13.8861, 0.4, 4.33, 5.9, 0.9, 14.5, 4, 513900.0, 2150.0, 0.0
"2010-05-26 08:40:00.0", 13.4207, 0.39, 2.67, 1.3, 0.4, 6.9, 4, 780450.0, 1950.0, 0.0
"2010-06-02 07:00:00.0", 4.7949, 0.26, 1.72, 0.0, 0.2, 2.1, 4, 201250.0, 250.0, 0.0
"2010-06-09 08:10:00.0", 5.8328, 0.46, 1.58, 0.6, 0.4, 9.8, 4, 950.0, 9000.0, 0.0
"2010-06-16 08:21:00.0", 28.6132, 0.35, 1.83, 4.2, 0.5, 10.1, 4, 13800.0, 40250.0, 0.0
"2010-06-23 07:00:00.0", 10.626, 0.11, 0.33, 0.0, 0.3, 8.8, 4, 11250.0, 24050.0, 0.0
"2010-06-30 07:40:00.0", 5.4701, 0.24, 0.48, 0.0, 0.2, 3.2, 4, 4550.0, 600.0, 0.0
"2010-07-07 07:55:00.0", 5.7295, 0.71, 6.1, 2.4, 0.9, 19.1, 4, 17100.0, 1300.0, 0.0
"2010-07-14 08:00:00.0", 11.0264, 0.62, 7.16, 1.7, 0.8, 9.8, 4, 38800.0, 800.0, 0.0
"2010-07-21 08:00:00.0", 23.3464, 0.36, 5.62, 3.44, 0.29, 20.78, 4, 134700.0, 300.0, 0.0
"2010-07-28 07:00:00.0", 3.2432, 1.22, 5.01, 1.56, 0.14, 8.08, 2, 1700.0, 0.0, 0.0
"2010-08-04 06:53:00.0", 2.6057, 0.0, 0.97, 0.53, 0.06, 4.41, 2, 38550.0, 0.0, 0.0
"2010-08-11 06:50:00.0", 8.2852, 5.07, 4.55, 2.05, 0.2, 11.77, 4, 78700.0, 0.0, 0.0
"2010-08-18 06:56:00.0", 9.4248, 0.14, 1.5, 0.57, 0.11, 6.48, 2, 61850.0, 0.0, 0.0
"2010-08-25 07:50:00.0", 8.0388, 0.84, 4.96, 2.07, 0.17, 12.16, 4, 108400.0, 0.0, 0.0
"2010-09-01 08:25:00.0", 5.8335, 1.45, 4.18, 1.13, 0.43, 3.37, 4, 127500.0, 250.0, 0.0
"2010-09-08 08:30:00.0", 4.6292, 0.58, 2.3, 0.63, 0.4, 6.56, 4, 127550.0, 0.0, 0.0
"2010-09-15 08:40:00.0", 5.726, 1.15, 5.87, 5.86, 0.27, 15.82, 1, 0.0, 0.0, 0.0
"2010-09-22 08:25:00.0", 8.295, 0.72, 3.84, 3.97, 0.2, 14.21, 1, 0.0, 0.0, 0.0
"2010-09-29 08:45:00.0", 11.83, 0.58, 0.42, 4.86, 0.23, 21.39, 0, 0.0, 0.0, 0.0
"2010-10-06 08:25:00.0", 17.885, 0.29, 1.05, 9.63, 0.26, 12.61, 3, 22600.0, 0.0, 66.66666667
"2010-10-07 13:00:00.0", 77.0, NaN, NaN, NaN, NaN, NaN, 0, NaN, NaN, NaN
"2010-10-08 10:15:00.0", 8.645, 0.15, NaN, 0.23, 0.09, 8.19, 0, NaN, NaN, NaN
"2010-10-08 16:10:00.0", 56.9625, 2.94, NaN, 0.23, 0.53, 9.58, 0, NaN, NaN, NaN
"2010-10-09 09:10:00.0", 15.82, 6.22, 0.2, 2.05, 0.3, 11.1, 0, NaN, NaN, NaN
"2010-10-10 08:10:00.0", 17.255, 1.22, 1.12, 1.0, 0.17, 12.19, 0, NaN, NaN, NaN
"2010-10-11 09:00:00.0", 6.9055, 0.55, 0.32, 0.25, 0.42, 8.79, 0, NaN, NaN, NaN
"2010-10-12 08:10:00.0", 12.075, 0.52, 1.16, 0.63, 0.64, 9.68, 0, NaN, NaN, NaN
"2010-10-13 08:20:00.0", 13.02, 0.66, 1.37, 0.41, 0.66, 14.13, 1, 0.0, 0.0, 0.0
"2010-10-14 08:30:00.0", 44.485, 0.1, 0.18, -0.03, 0.58, 13.0, 0, NaN, NaN, NaN
"2010-10-15 10:20:00.0", 201.88, 0.1, 2.95, -0.03, 0.5, 11.74, 0, NaN, NaN, NaN
"2010-10-16 08:15:00.0", 28.49, 0.18, 0.91, -0.04, 0.27, 4.23, 0, NaN, NaN, NaN
"2010-10-17 07:45:00.0", 15.435, 0.24, 1.23, 1.9, 0.51, 4.83, 0, NaN, NaN, NaN
"2010-10-18 08:30:00.0", 87.64, 0.47, 1.16, -0.03, 0.58, 7.6, 0, NaN, NaN, NaN
"2010-10-19 08:20:00.0", 23.17, 0.53, 0.33, 0.86, 0.98, 10.66, 0, NaN, NaN, NaN
"2010-10-20 08:10:00.0", 22.505, 0.34, 0.69, 0.34, 0.58, 9.84, 1, 200.0, 0.0, 226.6666667
"2010-10-21 08:13:00.0", 13.405, 0.14, 0.95, 0.14, 0.56, 9.89, 0, NaN, NaN, NaN
"2010-10-27 08:55:00.0", 13.51, 0.9, 3.06, 4.02, 0.84, 10.73, 2, 4900.0, 0.0, 40.0
"2010-11-03 08:20:00.0", 5.0855, 1.13, 3.81, 7.66, 1.07, 13.72, 1, 1250.0, 0.0, 26.66666667
"2010-11-10 07:25:00.0", 4.0915, 0.94, 5.045, NaN, NaN, NaN, 2, 1400.0, 0.0, 0.0
"2010-11-17 08:35:00.0", 8.26, 0.55, 2.95, 3.3, 0.8, 12.8, 3, 0.0, 0.0, 160.0
"2010-11-24 08:20:00.0", 6.1285, 0.94, 3.098, 7.9, 1.0, 12.0, 4, 1500.0, 0.0, 53.33333333
"2010-12-01 07:20:00.0", 4.6865, 0.4, 3.984, 10.3, 1.1, 12.9, 4, 1150.0, 0.0, 0.0
"2010-12-08 07:20:00.0", 10.255, 0.49, 2.557, 7.9, 0.9, 8.5, 4, 1400.0, 0.0, 66.66666667
"2010-12-15 07:35:00.0", 11.725, 0.72, 4.455, 2.4, 0.7, 3.5, 4, 5700.0, 0.0, 40.0
"2010-12-22 08:45:00.0", 10.99, 0.4, 2.823, 7.7, 0.9, 22.7, 3, 650.0, 0.0, 40.0
"2011-01-05 07:55:00.0", 1.75, 1.16, 3.744, 10.9, 1.2, 16.5, 0, 0.0, 0.0, 0.0
"2011-01-12 08:10:00.0", 2.0545, 1.44, 2.887, 10.8, 1.2, 18.2, 0, 0.0, 0.0, 0.0
"2011-01-19 08:40:00.0", 3.388, 0.58, 2.689, 9.2, 1.1, 24.5, 0, 0.0, 0.0, 0.0
"2011-01-26 08:15:00.0", 7.0, 1.58, 10.51, 12.0, 1.8, 19.2, 0, 0.0, 0.0, 0.0
"2011-02-02 08:15:00.0", 4.6725, 0.95, 2.362, 3.1, 0.6, 4.8, 1, 0.0, 0.0, 0.0
"2011-02-09 08:10:00.0", 2.317, 0.84, 3.68, 6.8, 1.0, 8.4, 2, 1450.0, 0.0, 0.0
"2011-02-16 08:20:00.0", 9.3416, 0.47, 2.834, 2.5, 0.7, 3.9, 2, 20600.0, 0.0, 0.0
"2011-02-23 07:35:00.0", 1.12, 0.59, 3.614, 5.2, 0.8, 13.0, 0, 400.0, 0.0, 0.0
"2011-03-02 08:15:00.0", 2.9575, 0.28, 2.099, 9.4, 0.8, 28.1, 0, 0.0, 0.0, 0.0
"2011-03-09 08:15:00.0", 3.178, 0.56, 1.448, 6.4, 0.7, 15.9, 0, 0.0, 0.0, 0.0
"2011-03-16 08:00:00.0", 3.6435, 0.4, 2.638, 7.8, 0.8, 16.4, 2, 47600.0, 0.0, 0.0
"2011-03-23 08:40:00.0", 6.4225, 0.58, 1.602, 7.2, 0.8, 27.0, 1, 10500.0, 0.0, 0.0
"2011-03-30 06:00:00.0", 1.6555, 0.56, 2.356, 5.6, 0.8, 22.1, 1, 200.0, 0.0, 0.0
"2011-04-06 09:40:00.0", 11.06, 0.59, 1.947, 5.0, 0.6, 19.6, 0, 0.0, 0.0, 0.0
"2011-04-13 09:30:00.0", 31.5326, 0.43, 0.307, 0.3, 0.2, 5.0, 1, 1100.0, 0.0, 340.0
"2011-04-20 09:40:00.0", 22.33, 0.71, 0.851, 4.4, 4.7, 11.4, 2, 0.0, 200.0, 120.0
"2011-04-27 09:35:00.0", 3.521, 0.95, 0.635, 0.4, 0.3, 10.8, 1, 0.0, 0.0, 0.0
"2011-05-04 06:05:00.0", 2.2225, 0.13, 1.028, 0.1, 0.4, 7.5, 1, 0.0, 0.0, 0.0
"2011-05-11 09:45:00.0", 3.43, 2.48, 5.552, 13.5, 1.9, 60.6, 0, 0.0, 0.0, 0.0
"2011-05-18 06:35:00.0", 11.27, 0.89, 4.925, 4.1, 0.9, 16.1, 1, 600.0, 700.0, 0.0
"2011-05-25 06:30:00.0", 10.535, 0.79, 1.247, 10.0, 0.9, 18.6, 2, 0.0, 350.0, 0.0
"2011-06-01 06:30:00.0", 42.56, 0.88, 4.202, 2.0, 0.8, 8.7, 2, 400.0, 3250.0, 0.0
"2011-06-08 08:50:00.0", 5.698, 1.36, 6.361, 3.5, 1.1, 16.4, 1, 0.0, 550.0, 0.0
"2011-06-15 08:08:00.0", 3.57, 0.76, 3.111, 2.2, 0.9, 24.6, 1, 0.0, 0.0, 0.0
"2011-06-22 07:00:00.0", 3.738, 0.72, 3.132, 4.8, 0.8, 27.3, 1, 0.0, 0.0, 0.0
"2011-06-29 07:20:00.0", 4.27, 1.09, 5.755, 1.3, 0.7, 9.0, 2, 100.0, 0.0, 0.0
"2011-07-06 07:10:00.0", 9.66, 0.62, 0.885, 1.3, 0.7, 30.9, 4, 18450.0, 3450.0, 0.0
"2011-07-13 07:30:00.0", 3.8955, 0.26, 0.737, 0.7, 0.3, 3.0, 3, 2450.0, 0.0, 0.0
"2011-07-20 07:30:00.0", 3.318, 0.49, 0.745, 0.5, 0.4, 16.9, 1, 0.0, 0.0, 0.0
"2011-07-27 07:48:00.0", 5.607, 0.51, 0.76, 0.2, 0.2, 4.2, 1, 700.0, 0.0, 0.0
"2011-08-03 07:30:00.0", 3.717, 1.89, 2.367, 1.5, 0.8, 12.3, 0, 0.0, 0.0, 180.0
"2011-08-10 07:32:00.0", 4.7824, 2.03, 1.959, 1.5, 0.6, 10.4, 4, 111900.0, 0.0, 100.0
"2011-08-17 07:30:00.0", 6.5503, 0.09, 1.498, 1.1, 0.4, 5.7, 4, 266250.0, 0.0, 70.0
"2011-08-24 07:42:00.0", 3.775, 0.81, 2.843, 1.8, 0.7, 12.6, 4, 209550.0, 0.0, 1173.33
"2011-08-31 08:40:00.0", 5.9035, 0.56, 2.949, 1.0, 0.8, 9.5, 2, 11650.0, 0.0, 150.0
"2011-09-07 08:37:00.0", 2.791, 0.65, 1.752, 1.1, 0.5, 7.4, 1, 0.0, 0.0, 1133.33
"2011-09-14 08:00:00.0", 4.2022, 0.61, 2.074, 1.7, 0.7, 12.0, 1, 950.0, 0.0, 290.0
"2011-09-21 07:27:00.0", 2.6342, 1.33, 4.61, 2.2, 1.1, 16.7, 0, 200.0, 0.0, 220.0
"2011-09-28 06:50:00.0", 4.4374, 0.69, 2.264, 1.5, 0.8, 11.0, 0, 0.0, 0.0, 720.0
"2011-10-05 07:00:00.0", 5.2133, 0.53, 1.736, 2.0, 0.7, 9.8, 3, 47200.0, 0.0, 880.0
"2011-10-12 06:55:00.0", 3.4512, 0.62, 3.851, 2.51, 1.07, 18.54, 0, 0.0, 0.0, 0.0
"2011-10-19 07:09:00.0", 13.0465, 0.84, 1.739, 5.81, 0.85, 16.35, 2, 13450.0, 0.0, 20.0
"2011-10-26 08:10:00.0", 5.8975, 1.28, 4.547, 5.86, 1.37, 17.21, 1, 900.0, 0.0, 760.0
"2011-11-02 07:35:00.0", 4.4345, 1.74, 3.766, 5.42, 1.49, 21.63, 2, 2600.0, 0.0, 50.0
"2011-11-09 08:50:00.0", 13.93, 0.27, 1.555, 6.13, 1.11, 19.68, 3, 153850.0, 0.0, 1490.0
"2011-11-16 08:06:00.0", 48.552, 0.05, 0.243, 0.49, 1.45, 19.45, 0, 250.0, 0.0, 7067.0
"2011-11-23 07:45:00.0", 52.85, 0.39, 0.115, 0.07, 0.75, 15.61, 2, 81200.0, 0.0, 2360.0
"2011-11-30 07:45:00.0", 53.2677, 0.39, 0.13, 0.21, 0.65, 18.22, 2, 25350.0, 0.0, 820.0
"2011-12-07 07:35:00.0", 42.4546, 0.8, 0.51, 0.94, 0.76, 18.8, 2, 5050.0, 0.0, 1720.0
"2011-12-14 08:50:00.0", 2.1035, 1.89, 4.919, 2.35, 1.13, 16.36, 2, 27200.0, 0.0, 80.0
"2011-12-21 08:34:00.0", 1.568, 0.17, 2.568, 5.38, 0.86, 9.87, 1, 0.0, 0.0, 270.0
"2012-01-04 08:55:00.0", 1.5995, 0.23, 2.46, 10.14, 1.27, 16.09, 0, 0.0, 0.0, 0.0
"2012-01-11 08:36:00.0", 2.8525, 0.22, 2.109, 10.04, 1.25, 17.93, 0, 0.0, 0.0, 10.0
"2012-01-18 08:30:00.0", 1.4661, 0.42, 2.97, 9.48, 1.29, 20.91, 0, 0.0, 0.0, 0.0
"2012-01-25 08:36:00.0", 1.498, 2.5, 2.371, 7.84, 1.18, 18.2, 0, 0.0, 0.0, 0.0
"2012-02-01 07:50:00.0", 2.835, 0.39, 2.278, 7.81, 1.34, 18.39, 0, 0.0, 0.0, 0.0
"2012-02-08 07:50:00.0", 3.661, 0.28, 1.599, 5.7, 1.16, 12.55, 0, 0.0, 0.0, 0.0
"2012-02-15 07:50:00.0", 1.7045, 0.38, 2.201, 9.51, 1.41, 16.58, 0, 0.0, 0.0, 0.0
"2012-02-22 08:03:00.0", 2.9422, 0.84, 1.79, 10.0, 1.49, 19.37, 0, 0.0, 0.0, 0.0
"2012-02-29 08:17:00.0", 4.3575, 0.49, 1.032, 14.32, 1.62, 24.44, 1, 0.0, 0.0, 0.0
"2012-03-07 08:20:00.0", 3.3565, 0.23, 2.161, 18.93, 2.15, 31.42, 1, 0.0, 0.0, 0.0
"2012-03-14 08:20:00.0", 8.013, 0.44, 1.422, 4.37, 1.43, 38.52, 2, 0.0, 0.0, 0.0
"2012-03-21 08:25:00.0", 2.863, 0.56, 1.929, 9.42, 1.55, 23.84, 0, 0.0, 0.0, 0.0
"2012-03-28 08:30:00.0", 4.991, 0.49, 1.363, NaN, NaN, NaN, 0, 0.0, 0.0, 0.0
"2012-04-04 07:28:00.0", 6.7865, 1.02, 2.809, 12.15, 1.52, 22.72, 0, 0.0, 0.0, 0.0
"2012-04-11 08:52:00.0", 6.076, 0.87, 1.44, 8.63, 1.26, 21.0, 0, 0.0, 0.0, 0.0
"2012-04-18 08:01:00.0", 10.29, 1.32, 1.107, 0.76, 0.82, 2.96, 2, 1450.0, 0.0, 0.0
"2012-04-25 08:09:00.0", 6.2125, 0.91, 0.985, 2.34, 0.89, 17.17, 4, 10850.0, 0.0, 0.0
"2012-05-02 07:25:00.0", 13.75, 0.93, 1.628, NaN, NaN, NaN, 4, 59350.0, 0.0, 0.0
"2012-05-09 07:55:00.0", 6.0015, 1.22, 0.946, 0.58, 0.82, 13.57, 3, 24200.0, 0.0, 0.0
"2012-05-16 07:32:00.0", 2.667, 0.18, 0.214, 0.0, 0.23, 0.48, 3, 13500.0, 0.0, 0.0
"2012-05-23 07:36:00.0", 15.295, 0.96, 0.026, 0.26, 0.46, 9.47, 4, 124450.0, 0.0, 0.0
"2012-05-30 07:58:00.0", 4.6165, 1.46, 1.049, 0.84, 0.69, 0.97, 3, 52800.0, 0.0, 0.0
