year,month,day,47N,46N,45N,44N,43N,42N,41N,40N,39N,38N,37N,36N,35N,34N,33N,32N,31N
2013,10,30,0.142,-0.121,0.097,-0.14,-0.143,0.124,0.211,0.026,0.595,0.328,0.185,0.246,0.607,0.361,0.323,0.45,0.786
2013,10,31,-0,-0.427,-0.27,0.056,-0.118,-0.099,0.148,0.048,0.611,-0.103,0.024,0.576,0.619,0.186,0.369,0.616,0.576
2013,11,1,-0.109,-0.02,-0.101,0.296,0.229,0.014,-0.045,0.181,0.155,0.066,0.294,0.205,0.428,0.08,0.056,0.155,-0.085
2013,11,2,0.059,0.173,0.064,0.1,0.195,-0.091,0.037,0.421,0.712,0.639,0.276,0.102,0.162,-0.217,-0,-0.05,-0.42
2013,11,3,1.116,0.436,0.164,0.04,0.018,0.519,0.685,1.824,2.493,2.139,1.414,1.091,1.053,0.087,0.111,0.076,-0.147
2013,11,4,0.302,0.166,0.156,0.105,0.171,0.945,0.965,2.802,3.932,3.859,3.26,2.904,2.235,1.02,0.086,0.205,0.41
2013,11,5,0.038,-0.106,-0.125,0.021,-0.144,-0.092,0.214,0.951,2.126,2.205,1.887,1.475,1.138,0.581,0.154,0.385,0.473
2013,11,6,0.034,-0.15,-0.275,-0.185,-0.567,-0.298,0.093,0.1,0.639,0.476,0.163,0.409,0.058,-0.07,0.13,0.373,0.195
2013,11,7,-0.261,-0.181,-0.489,-0.048,-0.082,-0.097,0.031,0.194,0.075,-0.044,0.208,0.03,-0.032,-0.194,0.071,0.272,-0.016
2013,11,8,-0.091,-0.027,-0.319,0.014,-0.16,-0.18,0.127,0.318,0.44,0.587,0.61,0.203,0.068,-0.155,-0.03,0.358,0.06
2013,11,9,-0.04,0.102,0.011,0.045,0.116,0.357,0.203,0.337,0.706,0.54,0.396,0.539,0.246,0.03,0.115,0.057,0.009
2013,11,10,-0.093,0.349,-0.04,0.251,0.119,0.116,-0.207,-0.449,-0.197,0.041,-0.042,-0.023,-0.11,0.079,0.009,0.156,-0.113
2013,11,11,-0.191,0.086,-0.318,-0.314,-0.476,-0.688,-0.588,-0.562,-0.865,-0.073,0.14,-0.198,-0.321,0.126,0.061,0.153,0.32
2013,11,12,-0.776,-0.401,-1.139,-1.176,-1.386,-0.814,-1.137,-0.66,-0.395,-0.423,-0.132,0.391,0.008,0.125,0.295,0.574,0.783
2013,11,13,-0.311,-0.168,-0.259,-0.179,-0.134,0.652,-0.235,-0.395,0.18,0.31,0.045,0.418,0.631,0.405,0.387,0.652,0.768
2013,11,14,0.113,0.139,0.19,0.512,0.71,1.439,1.322,1.818,1.406,0.671,1.06,0.769,1.089,0.477,0.171,0.176,-0.113
2013,11,15,0.311,-0.087,0.286,0.457,1.076,2.37,2.458,3.429,3.642,2.609,1.94,2.549,2.092,0.838,0.088,0.092,0.173
2013,11,16,0.569,0.255,0.203,-0.213,0.045,1.105,1.085,1.808,3.323,2.688,2.459,2.762,3.029,1.268,0.619,0.248,0.058
2013,11,17,0.443,-0.183,-0.393,-0.236,0.016,0.046,-0.034,0.516,0.539,0.329,0.823,0.845,0.978,0.678,0.295,0.093,0.398
2013,11,18,0.096,-0.235,-1.037,-1.179,-0.825,-0.283,-0.618,-0.658,-0.146,-0.328,0.176,-0.143,0.216,0.016,0.31,0.48,0.801
2013,11,19,-0.034,0.112,-0.292,-0.784,-1.379,-1.219,-1.028,-0.503,-0.643,-0.188,-0.014,-0.449,0.388,0.61,0.386,0.703,0.782
2013,11,20,0.48,0.332,0.285,0.396,0.308,-0.242,-0.13,-0.397,0.091,-0.535,-0.1,0.066,0.128,0.903,0.57,0.815,1.559
2013,11,21,0.243,0.885,2.207,2.625,3.701,2.835,1.698,0.527,0.827,0.609,0.081,0.023,0.269,0.436,0.587,0.676,1.119
2013,11,22,-0.346,0.526,1.091,1.264,2.453,2.721,2.284,2.031,2.224,0.545,0.184,0.657,0.445,0.175,0.243,0.21,0.249
2013,11,23,-0.416,0.637,-0.253,0.768,1.388,0.976,0.14,0.841,1.252,-0.394,0.277,-0.178,-0.064,-0.494,0.086,-0.014,0.096
2013,11,24,-0.384,0.413,0.03,0.263,0.127,0.053,-0.276,-0.018,0.089,-0.217,-0.189,-0.274,-0.121,-0.659,-0.046,-0.071,-0.144
2013,11,25,-0.297,-0.065,-0.289,0.013,-0.711,0.02,-0.66,-0.84,-0.384,-0.364,-0.27,-0.076,0.088,-0.081,-0.006,0.046,-0.175
2013,11,26,-0.528,-0.524,-0.952,-0.358,-1.081,-0.706,-0.966,-0.549,-0.514,-0.351,0.11,0.064,-0.035,-0.031,-0.038,0.46,0.206
2013,11,27,-0.529,-0.193,-0.825,-0.127,-0.652,-0.684,-0.767,-0.565,-0.615,-0.084,0.083,-0.282,0.035,-0.139,0.202,0.057,0.028
2013,11,28,-0.403,0.314,0.035,0.128,-0.369,-0.201,-0.447,-0.46,-0.277,-0.561,-0.085,-0.181,-0.21,-0.123,-0.068,-0.083,0.122
2013,11,29,0.085,0.27,0.046,0.256,0.073,-0.206,-0.042,-0.01,0.13,-0.289,0.12,-0.091,-0.497,-0.416,-0.12,-0.017,0.004
2013,11,30,0.107,0.048,-0.023,0.395,0.571,0.219,0.94,1.047,0.512,0.238,-0.096,-0.01,0.026,-0.038,0.09,-0.058,-0.431
2013,12,1,-0.201,-0.164,-0.326,-0.182,0.097,0.481,0.749,1.419,1.265,0.134,0.19,0.271,0.318,0.097,-0.133,-0.032,0.442
2013,12,2,0.097,0.038,-0.489,-0.476,-0.331,-0.08,0.166,1.278,1.544,0.459,0.525,0.052,0.211,-0.365,0.2,0.13,0.25
2013,12,3,0.67,0.355,0.35,0.154,0.079,0.376,0.435,1.393,1.808,1.449,0.864,0.76,1.045,0.129,0.137,0.306,0.19
2013,12,4,0.348,0.288,0.38,0.581,0.881,1.805,2.147,2.486,2.586,1.765,1.773,2.634,2.629,1.79,1.063,0.426,0.407
2013,12,5,0.419,0.372,-0.166,0.184,0.338,1.506,1.949,2.607,2.47,1.327,1.407,1.873,1.918,1.858,1.473,0.907,0.678
2013,12,6,-0.461,-0.158,-0.354,-0.103,-0.406,0.061,0.483,0.893,1.294,0.927,0.283,1.074,0.902,0.685,0.138,0.302,0.586
2013,12,7,-0.495,0.17,0.212,0.461,0.282,0.615,0.768,1.249,1.134,0.696,0.221,-0.146,0.61,-0.089,0.49,0.451,0.14
2013,12,8,0.253,0.592,0.515,1.026,2.156,1.692,0.681,1.852,0.866,0.235,0.204,-0.226,1.06,1.283,1.378,0.691,1.222
2013,12,9,0.735,0.943,-0.619,-0.846,2,1.251,0.571,0.354,0.554,-0.47,0.283,0.535,0.954,0.069,0.829,1.193,1.133
2013,12,10,-0.158,-0,-0.299,-0.196,0.839,0.695,0.477,-0.187,-0.09,-0.853,0.688,0.314,0.435,-0.228,0.305,0.428,-0.073
2013,12,11,-0.312,-0.277,-0.464,-0.336,0.242,-0.51,0.082,-0.191,0.048,-0.875,0.966,0.498,0.09,0.165,-0.061,0.173,0.394
2013,12,12,-0.571,-0.255,-0.485,-0.23,-0.158,-0.355,0.154,-0.184,0.218,-0.155,0.585,0.128,0.114,-0.084,0.171,0.078,-0.195
2013,12,13,-0.267,0.33,-0.937,0.031,-0.418,-0.212,-0.096,0.189,0.037,-0.284,0.261,-0.1,0.389,0.104,-0.169,-0.224,-0.159
2013,12,14,-0.115,0.349,-0.196,0.429,0.134,0.226,-0.066,0.021,0.287,-0.293,0.449,0.37,-0.065,-0.316,-0.026,0.473,0.404
2013,12,15,-0,-0.032,-0.028,-0.012,0.033,0.702,0.028,0.276,0.471,0.2,-0.194,-0.055,0.059,-0.211,0.344,0.439,0.513
2013,12,16,-0.052,0.164,-0.057,0.153,0.373,0.775,0.505,0.64,0.272,-0.316,0.198,0.245,-0.264,0.165,0.082,0.142,-0.885
2013,12,17,0.289,0.397,0.282,0.8,0.628,0.222,-0.462,0.331,0.113,-0.466,0.663,-0.358,-0.037,0.004,-0.24,-0.157,-0.059
2013,12,18,0.184,0.572,0.293,0.307,0.534,0.949,0.549,0.543,0.362,-0.051,-0.182,-0.947,-0.164,-0.731,0.232,0.01,0.237
2013,12,19,0.421,0.581,0.629,1.168,1.793,3.686,3.167,3.894,3.853,1.928,0.891,0.353,0.936,0.521,0.137,0.322,0.248
2013,12,20,0.378,0.475,0.225,0.363,1.235,3.19,2.701,5.725,6.398,5.17,3.092,2.118,2.029,1.476,0.887,0.59,1.117
2013,12,21,0.208,0.111,0.141,-0.234,-0.264,-0.192,0.338,1.776,2.885,3.312,2.09,1.847,1.231,0.522,0.301,0.667,0.845
2013,12,22,0.218,-0.311,-0.476,-0.344,-0.395,-0.044,0.42,0.695,1.621,0.417,1.112,0.891,0.634,0.426,0.16,0.045,-0.371
2013,12,23,-0.172,-0.105,-0.131,-0.131,0.044,0.233,0.477,0.423,-0.07,0.002,0.149,-0.133,0.145,0.016,-0.217,-0.243,-0.115
2013,12,24,0.216,0.086,-0.12,0.281,0.227,0.116,0.625,0.401,0.193,-0.314,-0.358,-0.238,-0.034,-0.646,0.123,0.562,0.535
2013,12,25,0.263,0.57,-0.066,0.12,1.546,1.272,0.324,0.294,0.085,-0.882,-0.221,0.056,0.315,-0.253,0.088,0.435,-0.094
2013,12,26,-0.147,0.591,0.29,0.627,0.786,-0.146,-0.217,-0.566,-0.461,-0.485,0.262,0.255,-0.178,-0.409,0.17,0.254,0.242
2013,12,27,0.204,-0.269,-0.13,0.2,-0.295,-1.02,-0.177,-0.388,-0.202,-0.234,0.503,-0.254,0.044,-0.188,0.185,0.216,0.489
2013,12,28,-0.055,-0.165,-0.107,-0.08,0.076,-0.133,0.15,0.123,0.076,-0.255,0.122,-0.221,0.059,0.06,-0.081,-0.007,-0.167
2013,12,29,0.177,0.438,0.667,0.854,1.572,1.789,1.038,0.756,0.313,-0.479,0.586,0.163,0.067,-0.384,0.027,0.135,0.027
2013,12,30,0.181,0.133,0.461,0.422,0.403,0.337,0.321,-0.196,-0.912,0.302,-0.309,-0.014,-0.224,-0.308,0.02,0.353,0.225
2013,12,31,0.201,0.11,-0.029,0.283,0.115,-0.265,-0.676,-0.874,-0.556,-0.327,0.267,-0.011,-0.102,-0.044,0.056,0.063,-0.301
2014,1,1,0.257,0.147,-0.11,-0.362,-0.4,-1.134,-0.213,-0.156,-0.295,0.795,0.519,0.305,0.136,0.102,-0.155,0.079,0.307
2014,1,2,-0.225,-0.089,-0.011,0.066,-0.618,-0.478,0.453,0.047,0.708,0.781,0.363,0.294,0.284,-0.212,0.319,0.191,0.174
2014,1,3,-0.061,0.004,0.069,0.082,-0.206,0.514,0.315,0.561,0.37,0.09,0.155,-0.005,0.041,-0.222,-0.179,0.202,0.102
2014,1,4,0.478,0.141,-0.064,0.917,1.541,1.098,0.444,0.206,0.302,-0.308,0.092,0.103,-0.038,-0.458,0.299,0.105,-0.155
2014,1,5,-0.001,0.528,0.176,0.754,0.73,0.326,0.177,-0.031,-0.049,-0.621,0.024,-0.052,0.17,0.153,0.005,0.084,-0.275
2014,1,6,-0.785,0.701,-0.595,-0.044,0.343,-0.361,-0.258,-0.258,-0.35,-0.249,0.37,0.248,0.02,-0.038,0.083,0.22,-0.039
2014,1,7,-0.766,0.025,-0.828,-0.276,-0.298,-0.468,-0.412,0.187,0.086,0.392,0.208,-0.034,0.043,-0.312,0.184,0.037,-0.196
2014,1,8,-0.55,-0.717,-0.764,-0.525,-0.554,0.086,-0.413,0.479,0.22,0.232,-0.165,0.178,0.847,0.18,0.061,-0.005,-0.197
2014,1,9,-0.178,-0.119,-0.344,-0.254,-0.687,0.042,-0.583,0.221,0.107,-0.037,0.592,1.564,2.041,0.83,0.139,0.112,-0.331
2014,1,10,-0.171,-0.605,0.095,-0.242,-0.996,-0.008,-0.879,0.256,0.404,1.027,0.627,1.862,1.779,1.149,0.212,0.114,0.179
2014,1,11,-0.255,-1.16,-1.646,-0.887,-1.588,-0.199,-0.365,0.56,0.293,0.217,0.598,0.918,0.721,0.114,0.077,0.321,-0.168
2014,1,12,-0.545,-0.6,-1.293,-0.584,-1.179,0.024,-0.717,0.251,0.263,-0.237,0.633,0.886,1.311,0.19,0.065,0.203,0.014
2014,1,13,-0.017,0.148,-0.431,-0.244,-0.647,-0.107,-0.408,-0.008,-0.137,0.191,0.906,0.862,1.152,0.285,0.215,0.443,0.431
2014,1,14,-0.12,0.272,-0.017,0.271,-0.573,-0.282,-0.492,0.326,-0.269,-0.064,0.227,-0.096,0.11,0.14,0.154,0.357,0.281
2014,1,15,-0.176,0.006,-0.177,0.149,-0.183,-0.298,-0.111,0.043,0.062,0.135,-0.318,0.552,-0.22,-0.115,0.093,0.519,0.137
2014,1,16,-0.261,0.18,-0.178,0.417,0.21,-0.388,0.602,0.167,0.233,-0.258,-0.063,0.027,0.076,-0.087,0.109,-0.031,0.275
2014,1,17,-0.398,0.347,-0.135,0.749,0.367,-0.264,0.076,0.478,-0.101,-0.535,0.216,-0.035,0.182,-0.297,-0.029,0.431,0.081
2014,1,18,-0.314,0.556,-0.341,-0.093,0.175,-0.111,-0.481,0.239,0.262,-0.773,0.194,0.101,-0.229,-0.089,0.113,0.1,-0.05
2014,1,19,-0.187,0.309,-0.161,-0.134,-0.394,0.334,-0.093,0.185,0.119,-0.679,0.186,0.057,-0.008,-0.144,0.134,0.154,-0.058
2014,1,20,-0.285,0.081,-0.095,0.329,0.068,0.172,-0.464,0.184,-0.04,-0.523,0.173,0.004,-0.078,-0.103,0.135,-0.394,0.193
2014,1,21,-0.174,0.282,-0.373,0.24,0.07,0.066,-0.269,0.165,0.255,-0.642,0.052,-0.332,-0.224,-0.297,-0.074,0.474,-0.116
2014,1,22,-0.071,0.133,0.146,0.217,0.336,0.603,-0.503,0.252,-0.058,-0.399,-0.209,-0.23,0.093,-0.191,0.109,0.077,0.077
2014,1,23,0.585,0.496,0.241,0.715,1.425,0.977,0.113,0.104,-0.007,-0.248,0.139,0.008,-0.031,-0.022,-0.037,-0.039,0.335
2014,1,24,-0.015,0.216,0.532,0.224,0.189,-0.387,-0.451,-0.37,-0.381,-0.458,0.251,-0.009,-0.258,-0.023,-0.246,0.314,-0.007
2014,1,25,-0.519,-0.11,-0.2,-0.441,-0.122,-0.684,-0.073,-0.621,-0.644,-0.48,0.075,0.023,-0.354,-0.168,0.033,0.026,-0.486
2014,1,26,-0.447,0.482,-0.048,-0.186,-0.307,-0.261,0.048,0.029,-0.004,-0.284,0.258,0.063,-0.103,-0.165,-0.184,0.121,0.328
2014,1,27,-0.204,0.184,-0.128,-0.147,0.125,-0.122,0.188,0.481,0.135,-0.138,-0.293,-0.252,0.141,-0.321,0.379,0.321,0.411
2014,1,28,-0.144,-0.097,-0.249,-0.257,-0.389,0.363,-0.325,-0.1,-0.33,-0.386,-0.149,0.637,0.633,0.498,0.219,0.376,0.154
2014,1,29,-0.138,-0.12,-0.5,-0.193,-0.689,-0.121,-0.625,-0.164,-0.227,-0.062,0.346,1.11,0.719,0.723,-0.31,0.14,0.382
2014,1,30,0.467,-0.189,-0.398,-0.221,-0.37,0.188,0.022,0.387,0.173,0.705,0.146,0.73,0.963,0.095,0.403,0.175,0.185
2014,1,31,0.22,0.517,-0.063,0.14,0.461,1.065,0.742,1.258,1.402,1.254,0.578,1.182,1.59,1.175,0.662,0.289,0.442
2014,2,1,0.227,0.377,0.191,0.06,-0.118,0.183,-0.024,0.232,0.985,1.359,0.909,1.093,1.07,1.149,1.362,1.136,0.98
2014,2,2,0.209,0.196,-0.059,-0.347,-0.424,-1.184,-0.287,-0.394,-0.157,0.185,-0.138,-0.18,0.32,0.337,0.543,0.318,0.341
2014,2,3,0.025,0.4,-0.099,-0.161,-0.301,-0.29,-0.04,-0.45,-0.219,-0.591,-0.271,0.072,0.457,0.162,0.097,0.158,0.362
2014,2,4,-0.241,0.395,0.08,0.191,0.179,0.035,0.582,0.928,0.459,0.607,1,1.045,1.104,0.793,0.309,0.261,0.468
2014,2,5,-0.251,0.198,0.124,-0.067,0.089,0.052,0.61,0.599,0.932,1.597,1.225,1.883,2.106,1.592,0.673,0.659,0.857
2014,2,6,-1.52,-0.01,0.525,0.478,0.376,0.318,0.134,-0.007,0.284,0.08,-0.042,0.747,0.983,1.125,0.679,0.57,0.565
2014,2,7,-0.47,0.294,-0.2,0.202,0.315,-0.2,-1.199,-0.478,0.163,-0.65,0.254,-0.148,0.413,0.214,0.282,0.37,0.82
2014,2,8,-0.021,0.765,-0.05,-0.103,-0.476,-0.342,-0.613,-0.685,-0.705,-0.908,-0.337,-0.149,-0.212,-0.433,0.381,0.515,0.858
2014,2,9,-0.443,0.206,0.035,0.014,-0.387,-0.297,-0.837,-0.871,-0.507,-0.653,-0.693,-0.458,0.046,0.235,0.301,0.98,1.196
2014,2,10,0.059,0.154,-0.747,-0.67,-0.524,-0.75,-0.051,-0.135,-0.151,0.273,0.091,0.078,0.415,1.027,0.828,1.25,1.606
2014,2,11,-0.838,-0.826,-0.755,-0.712,-1.32,-0.38,-0.15,0.006,0.56,0.666,0.339,0.634,0.936,0.962,0.623,1.205,1.936
2014,2,12,-0.987,-0.658,-1.397,-1.397,-2.331,-1.196,-0.769,-0.052,0.489,0.184,0.371,0.977,1.359,0.485,0.278,0.479,-0.066
2014,2,13,-0.156,-0.243,-0.83,-0.227,-0.937,-0.894,-1.331,-0.539,-0.239,-0.079,0.381,0.957,1.146,0.336,-0.092,0.1,0.385
2014,2,14,0.014,0.003,-0.469,0.247,-0.417,-0.487,-1.001,-0.448,-0.027,0.171,0.312,0.922,1.132,0.226,0.287,0.128,0.06
2014,2,15,-0.654,-0.942,-0.417,-0.828,-1.734,-1.037,-1.281,-0.441,-0.127,-0.251,0.512,0.804,0.861,0.499,0.137,0.052,0.25
2014,2,16,-0.918,-0.761,-1.16,-0.671,-1.365,-0.832,-0.726,-0.22,-0.015,0.295,0.226,0.701,0.567,0.544,0.047,0.077,-0.04
2014,2,17,-1.215,-0.963,-2.179,-1.252,-1.395,-0.83,-0.38,0.053,0.332,0.514,0.395,0.628,0.937,0.268,0.06,0.131,0.281
2014,2,18,-0.793,-0.418,-1.877,-0.935,-0.823,-0.551,-0.636,0.133,0.292,0.262,0.644,1.078,1.575,0.055,0.231,0.415,0.145
2014,2,19,-0.355,-0.264,-0.3,0.872,-0.015,0.298,0.032,-0.029,0.307,0.206,0.888,1.62,1.993,0.91,0.191,0.315,0.47
2014,2,20,0.369,-0.055,-0.288,-0.012,-0.133,0.04,0.319,0.737,1.261,1.25,1.325,1.818,1.179,0.696,0.177,0.631,0.872
2014,2,21,-0.013,0.106,-0.262,-0.447,-0.14,0.283,1.012,1.358,1.816,1.06,0.86,0.774,0.674,0.133,0.184,0.16,0.338
2014,2,22,-0.245,0.175,-0.026,-0.182,0.622,1.2,1.317,1.234,1.109,0.38,0.578,0.333,0.252,0.009,-0.003,0.154,-0.183
2014,2,23,0.073,0.176,0.066,0.153,0.925,0.416,0.199,0.647,0.561,0.253,0.719,0.29,0.28,0.256,-0.011,-0.132,-0.196
2014,2,24,-0.198,0.059,-0.042,-0.036,-0.082,0.061,0.165,0.036,0.325,-0.002,-0.025,0.131,0.409,-0.02,-0.124,0.051,0.068
2014,2,25,-0.326,-0.138,-0.224,-0.146,0.019,0.238,-0.074,-0.22,-0.213,-0.301,-0.295,-0.163,-0.227,-0.196,0.092,0.113,0.195
2014,2,26,-0.218,0.136,0.067,-0.046,-0.046,-0.332,-1.2,-1.207,-1.603,-1.124,-0.958,-0.936,-0.561,-0.073,-0.022,-0.011,-0.159
2014,2,27,-0.132,-1.33,1.052,-1.031,-1.066,-1.11,-1.808,-1.504,-1.362,-0.704,-0.803,-0.586,-0.456,-0.19,-0.207,-0.192,-0.127
2014,2,28,-0.309,-0.42,-0.088,-0.296,-0.51,-0.222,-0.3,-1.067,-0.705,-0.907,-1.152,-1.311,-0.531,-0.852,-0.363,-0.251,0.03
2014,3,1,-0.326,0.183,-0.22,0.44,0.288,0.185,-0.155,-0.852,-1.364,-1.182,-2.279,-1.958,-1.275,-0.774,-0.859,-0.62,-0.119
2014,3,2,0.099,0.43,-0.226,-0.021,-0.306,-0.363,-0.144,-0.647,-0.9,-0.703,-1.269,-0.735,-0.347,-0.36,-0.235,-0.399,0.154
2014,3,3,-0.477,-0.038,-0.958,-0.838,-1.707,-1.173,-1.244,-0.892,-0.592,-0.261,-0.402,-0.095,-0.055,-0.248,0.109,0.258,0.309
2014,3,4,-0.618,-0.175,-0.827,-0.195,-0.552,-0.853,-1.071,-0.969,-0.39,-0.432,-0.204,-0.046,0.19,0.28,0.501,0.618,0.783
2014,3,5,-0.613,-0.317,-0.702,0.08,-0.637,-1.245,-1.414,-1.157,-0.671,-0.219,0.095,0.27,0.419,0.688,0.399,0.658,1.32
2014,3,6,-0.675,-0.896,-1.856,-1.808,-2.27,-2.192,-1.702,-0.829,-0.434,0.285,0.276,0.112,0.396,0.538,0.317,0.721,1.138
2014,3,7,-0.845,-0.659,-1.498,-0.147,-0.391,-0.362,-0.123,0.145,0.264,0.104,-0.038,0.671,0.769,0.95,0.522,0.567,0.829
2014,3,8,-0.439,-0.044,-0.512,0.116,-0.021,0.093,-0.094,-0.106,0.389,0.324,0.063,0.962,1.156,0.381,0.232,0.617,1.184
2014,3,9,-0.35,-0.225,-0.542,-0.194,-0.801,-0.925,-0.654,-0.175,-0.112,0.066,-0.188,-0.063,0.396,-0.246,0.463,0.421,0.617
2014,3,10,-0.068,0.042,-0.199,0.112,0.403,-0.188,-0.221,0.064,-0.197,0.053,-0.073,0.372,0.276,0.217,0.068,0.144,0.283
2014,3,11,0.136,0.389,0.079,-0.106,0.277,0.714,1.037,1.186,1.329,0.72,1.06,1.323,0.277,0.326,0.006,0.038,0.166
2014,3,12,-0.298,0.124,0.051,0.135,0.634,0.684,1.306,1.329,1.245,0.873,0.864,0.721,0.216,-0.061,0.07,-0.096,-0.043
2014,3,13,-0.026,0.157,0.261,0.471,0.885,0.678,0.712,0.852,0.278,-0.046,0.031,-0.255,0.196,-0.312,-0.086,0.088,0.09
2014,3,14,0.106,0.269,0.251,-0.252,0.664,0.547,0.23,0.742,0.365,-0.016,0.008,-0.116,0.737,-0.073,0.173,0.176,0.729
2014,3,15,0.212,-0.41,-0.001,-0.329,-0.341,-0.062,0.005,0.412,0.668,0.45,0.417,0.705,0.406,0.413,0.235,0.547,0.671
2014,3,16,0.008,-0.366,-0.245,-0.055,-0.144,-0.233,0.129,-0.227,0.279,0.321,0.232,0.502,-0.033,0.215,0.189,0.325,0.601
2014,3,17,0.126,0.12,0.009,0.144,-0.043,-0.164,0.369,0.776,0.729,0.785,0.614,0.535,0.653,0.28,0.066,0.187,0.29
2014,3,18,0.343,0.166,0.072,0.176,1.715,2.422,2.323,2.691,2.515,1.76,1.306,1.333,1.349,0.468,0.143,0.11,0.388
2014,3,19,0.013,0.233,0.143,0.515,1.13,3.111,2.983,2.633,2.004,0.534,0.538,0.301,0.352,-0.033,-0.026,0.304,0.371
2014,3,20,0.297,0.23,0.206,0.361,1.508,2.811,2.97,2.374,1.618,0.437,0.121,0.045,0.002,-0.195,0.187,0.002,0.087
2014,3,21,0.409,0.426,0.996,1.174,2.579,4.057,3.69,3.056,1.821,0.556,0.398,0.163,0.005,0.056,-0.008,0.11,0.388
2014,3,22,0.371,0.501,1.472,1.496,2.801,3.909,3.005,2.732,1.477,0.752,0.361,0.314,0.096,0.249,0.344,0.542,0.666
2014,3,23,0.125,0.178,0.51,1.065,1.6,1.714,1.356,1.034,0.838,0.525,0.194,-0.025,0.538,0.779,0.548,0.673,1.028
2014,3,24,-0.049,-0.081,0.074,0.18,0.36,0.102,-0.088,0.189,0.147,0.086,0.202,0.479,0.739,0.89,0.569,0.652,0.875
2014,3,25,-0.689,-0.233,-0.304,-0.114,-0.251,0.08,-0.487,-0.088,0.024,0.246,0.131,0.544,0.95,0.747,0.453,0.627,0.687
2014,3,26,-0.791,-0.911,-0.791,-0.597,-0.856,-0.447,-0.66,0.108,-0.062,0.032,-0.156,-0.303,0.52,0.668,0.66,0.53,1.332
2014,3,27,0.155,-0.581,-0.382,-0.702,-0.246,-0.32,-0.85,-0.243,-0.34,0.017,-0.499,-0.242,0.23,1.079,0.845,0.571,1.452
2014,3,28,-0.019,-0.162,-0.706,-1.195,-1.38,-1.442,-1.464,-0.804,-0.773,-0.267,-0.239,-0.045,0.131,0.598,0.625,0.759,1.674
2014,3,29,-0.811,-0.872,-1.591,-1.027,-1.254,-1.749,-1.232,-0.79,-0.575,-0.162,-0.23,-0.122,0.371,0.583,0.482,0.765,1.379
2014,3,30,-0.439,-0.108,-0.841,-0.974,-0.108,-0.65,0.106,-0.173,-0.089,0.011,0.109,0.428,0.593,1.188,1.068,1.183,1.366
2014,3,31,-0.143,-0.281,-0.614,-0.67,0.279,-0.575,-0.2,-0.132,0.181,0.048,0.173,0.291,0.799,1.448,1.475,1.366,2.048
2014,4,1,-0.266,-0.123,-0.303,-0.825,-1.106,-1.673,-0.922,-0.663,-0.2,-0.143,-0.178,0.27,0.364,0.875,0.854,0.968,1.494
2014,4,2,0.122,-0.25,0.154,0.29,0.015,-0.507,0.005,-0.162,0.141,0.252,0.159,0.475,0.517,0.879,0.846,0.755,0.745
2014,4,3,0.022,-0.221,-0.449,-0.457,0.224,-0.239,0.191,0.051,0.09,0.289,0.335,0.539,0.489,0.414,0.575,0.561,1.016
2014,4,4,-0.435,-0.33,-0.275,-0.556,0.11,-0.207,-0.232,-0.001,0.048,0.262,0.037,0.174,0.286,0.105,0.67,0.763,0.817
2014,4,5,-0.166,-0.127,0.085,-0.3,-0.029,-0.072,0.072,-0.089,0.032,0.278,0.258,0.735,0.864,1.38,1.448,1.297,1.336
2014,4,6,-0.106,-0.192,-0.12,-0.116,-0.17,-0.208,-0.055,0.082,0.409,0.927,1.113,1.431,1.514,1.148,0.954,1.03,1.911
2014,4,7,0.101,0.198,-0.172,-0.278,0.22,-0.202,0.392,0.417,0.547,0.204,0.47,0.203,0.404,0.063,0.29,0.336,0.94
2014,4,8,-0.223,0.041,-0.056,0.09,0.402,0.413,0.513,0.345,0.279,-0.215,0.044,-0.215,-0.005,0.029,0.084,0.246,0.498
2014,4,9,-0.168,0.42,0.469,0.44,0.602,0.608,0.603,0.402,0.164,0.151,0.101,-0.036,-0.106,0.107,0.097,0.222,0.313
2014,4,10,0.683,0.72,0.862,0.921,1.72,1.803,1.538,1.149,0.575,0.215,0.045,0.292,0.326,0.331,0.209,0.202,0.439
2014,4,11,0.509,0.867,1.664,1.761,3.125,3.685,2.443,1.412,0.667,0.091,0.119,0.502,0.403,0.455,0.32,0.427,0.596
2014,4,12,1.06,1.01,2.011,2.044,3.315,4.156,2.649,1.318,0.411,0.131,-0.175,0.217,0.415,0.692,0.564,0.451,0.562
2014,4,13,0.81,0.536,1.051,1.221,2.267,2.52,1.975,0.917,0.149,-0.093,0.048,0.474,0.506,0.953,0.562,0.602,1.375
2014,4,14,0.232,0.243,0.45,0.578,0.956,0.523,0.854,0.415,0.388,0.204,0.135,0.278,0.567,0.233,0.674,1.143,1.678
2014,4,15,0.217,0.159,0.229,0.334,0.802,0.74,1.562,1.504,0.83,0.422,0.407,0.45,0.535,0.196,0.175,0.645,0.897
2014,4,16,-0.006,-0.313,-0.095,0.138,0.457,1.488,2.032,2.849,2.982,1.902,1.391,1.232,0.767,0.348,0.069,0.506,0.81
2014,4,17,-0.424,-0.672,-0.371,-0.071,-0.276,0.165,1.049,1.986,2.879,2.811,2.329,1.615,1.249,0.392,0.249,0.609,0.748
2014,4,18,-0.156,-0.284,-0.199,0.302,0.173,0.034,0.542,1.388,2.151,2.149,1.891,1.435,1.133,0.459,0.088,0.2,0.131
