year,month,day,47N,46N,45N,44N,43N,42N,41N,40N,39N,38N,37N,36N,35N,34N,33N,32N,31N
1997,7,28,0.519,0.499,0.715,0.656,1.18,1.643,1.55,1.619,1.145,0.514,0.224,0.186,0.376,0.16,0.261,-0,-0.129
1997,7,29,0.181,0.141,0.257,0.18,0.413,0.819,0.75,1.127,1.225,0.575,0.247,-0.067,-0.056,-0.158,0.12,-0.059,-0.103
1997,7,30,0.028,-0.04,0.039,-0.028,0.39,0.82,0.673,0.868,0.657,0.343,0.301,0.027,0.051,-0.255,-0.115,-0.114,-0.053
1997,7,31,0.234,0.237,0.334,0.146,0.386,0.364,0.195,0.197,0.339,0.527,0.682,0.884,1.069,0.197,0.006,0.034,0.078
1997,8,1,0.249,0.197,0.275,0.27,0.325,0.352,0.266,0.327,0.913,0.982,1.109,1.192,1.575,0.707,0.485,0.293,0.381
1997,8,2,-0.009,0.047,0.142,0.082,0.023,0.055,0.033,0.201,0.796,0.881,0.953,1.154,1.3,0.447,0.27,0.116,0.037
1997,8,3,0.001,0.031,0.121,0.053,0.085,0.266,0.284,0.487,1.007,0.851,0.756,0.745,0.911,0.545,0.108,0.026,0.127
1997,8,4,0.165,0.146,0.338,0.206,0.376,0.453,0.418,0.759,1.252,0.938,0.805,0.546,0.668,0.265,0.244,0.306,0.325
1997,8,5,0.266,0.285,0.624,0.663,1.037,1.105,0.598,0.868,1.125,0.424,0.873,0.941,1.177,0.355,0.217,0.093,0.275
1997,8,6,0.57,0.482,0.722,0.632,0.942,1.185,1.326,1.58,1.943,0.841,1.06,1.234,1.359,0.519,0.307,0.056,0.013
1997,8,7,0.662,0.619,0.964,1.022,1.709,2.158,2.206,2.161,2.036,0.828,0.638,0.071,-0.015,0.073,0.151,0.048,0.16
1997,8,8,0.875,0.661,0.861,0.802,1.749,2.261,1.745,0.755,0.173,-0.258,0.077,-0.378,-0.255,-0.1,0.22,0.206,0.18
1997,8,9,0.379,0.4,0.563,0.483,0.528,0.335,0.271,0.04,-0.459,-0.377,-0.037,-0.121,-0.173,0.064,0.084,0.072,0.29
1997,8,10,0.223,0.224,0.325,0.202,0.312,0.256,0.494,0.25,-0.222,-0.254,-0.006,-0.018,-0.122,0.069,0.208,0.164,0.346
1997,8,11,0.156,0.224,0.297,0.217,0.304,0.368,0.386,0.168,-0.241,-0.125,-0.055,-0.041,-0.033,0.088,0.111,0.26,0.458
1997,8,12,0.373,0.345,0.605,0.697,1.147,1.349,1.191,0.932,0.625,0.26,0.051,0.061,-0.06,-0.167,0.107,0.133,0.247
1997,8,13,0.31,0.401,0.625,0.521,0.615,0.646,0.322,0.405,0.194,0.21,-0.018,0.139,0.015,-0.119,0.083,0.355,0.464
1997,8,14,0.077,0.137,0.281,0.154,0.064,-0.052,-0.133,0.03,0.067,0.181,0.186,0.391,0.418,0.284,0.359,0.533,0.5
1997,8,15,0.384,0.34,0.371,0.252,0.591,0.688,0.453,0.392,0.127,-0.085,-0.152,-0.177,-0.085,0.081,0.113,0.308,0.367
1997,8,16,0.149,0.222,0.337,0.182,0.369,0.363,0.324,0.195,-0.056,-0.24,-0.21,-0.239,-0.167,-0.095,0.143,0.226,0.144
1997,8,17,0.188,0.173,0.157,0.049,0.144,0.063,0.062,-0.056,-0.216,-0.224,0.055,0.066,0.082,-0.143,0.198,0.184,0.121
1997,8,18,0.1,0.233,0.338,0.247,0.451,0.225,0.133,-0.152,-0.28,-0.423,-0.036,0.078,0.021,-0.2,0.207,0.054,0.004
1997,8,19,0.135,0.264,0.258,0.271,0.403,0.364,0.433,0.157,0.105,-0.157,0.188,0.029,-0.117,-0.214,-0.007,-0.137,0.104
1997,8,20,-0.203,-0.151,-0.334,-0.474,-0.486,-0.434,-0.22,-0.072,0.195,-0.055,0.111,-0.083,0.005,0.102,0.487,0.504,0.724
1997,8,21,-0.194,-0.017,-0.096,-0.175,-0.126,-0.206,-0.233,-0.331,-0.115,-0.149,0.115,0.267,0.422,0.468,0.613,0.371,0.782
1997,8,22,0.196,0.379,0.42,0.389,0.647,0.557,0.363,0.267,0.391,0.001,0.195,0.756,1.358,1.258,0.668,0.543,0.553
1997,8,23,-0.32,-0.051,0.086,0.159,0.405,0.361,0.07,-0.037,0.016,-0.075,0.146,0.69,1.051,0.676,0.08,-0.004,0.134
1997,8,24,-0.792,-0.606,-0.471,-0.568,-0.524,-0.507,-0.696,-0.35,-0.12,-0.208,0.127,0.522,0.765,0.626,0.308,0.363,0.387
1997,8,25,-1.531,-1.12,-1.292,-1.217,-1.169,-1.189,-0.981,-0.356,-0.001,0.146,0.369,0.573,0.845,0.586,0.444,0.544,0.872
1997,8,26,-0.754,-0.553,-0.907,-0.826,-0.622,-0.739,-0.546,0.003,0.104,0.015,0.38,0.458,0.699,0.656,0.668,1.018,1.239
1997,8,27,-0.778,-0.532,-0.793,-0.59,-0.229,-0.095,0.029,0.133,-0.03,0.005,0.125,0.405,0.638,0.443,0.253,0.355,0.287
1997,8,28,-0.479,-0.22,-0.69,-0.687,-0.542,-0.339,-0.166,0.197,0.407,0.49,0.699,1.18,1.575,0.354,0.296,0.53,0.282
1997,8,29,0.155,0.349,0.163,0.226,0.396,0.407,0.235,0.687,1.128,0.99,0.911,1.357,1.485,0.731,0.554,0.445,0.191
1997,8,30,-0.044,0.259,0.119,0.109,0.254,0.345,0.219,0.352,0.36,0.313,0.373,0.516,0.459,0.326,0.18,0.21,0.046
1997,8,31,-0.164,-0.023,-0.211,-0.157,-0.002,0.218,0.183,0.365,0.3,0.221,-0.005,-0.182,-0.075,-0.156,-0.072,0.077,-0.042
1997,9,1,0.014,0.242,0.241,0.297,0.487,0.568,0.315,0.305,0.38,0.494,0.565,0.782,0.838,0.421,0.168,0.212,0.029
1997,9,2,-0.027,0.234,0.302,0.26,0.456,0.644,0.406,0.774,0.959,0.903,0.489,0.771,0.98,0.601,0.22,0.241,0.013
1997,9,3,0.052,0.217,0.168,0.169,0.456,0.791,0.839,0.944,0.946,0.674,0.34,0.652,0.996,0.423,0.172,0.309,0.164
1997,9,4,-0.173,0.17,0.235,0.323,0.766,1.249,1.179,1.391,1.537,0.925,0.482,0.516,0.485,0.386,0.364,0.4,0.362
1997,9,5,-0.121,0.023,0.048,0.172,0.674,1.042,0.964,1.316,1.851,1.468,1.012,0.822,0.509,0.103,0.176,0.339,0.318
1997,9,6,-0.143,-0.019,-0.054,-0.033,0.086,0.57,0.728,1.044,1.125,0.594,0.419,0.034,0.552,0.291,0.253,0.262,0.317
1997,9,7,0.107,0.258,0.381,0.219,0.372,0.653,0.394,0.536,0.349,-0.052,-0.089,-0.142,0.464,0.344,0.524,0.584,0.53
1997,9,8,0.307,0.528,0.631,0.682,0.96,1.184,0.717,0.624,0.142,-0.27,-0.414,-0.312,0.296,0.46,0.55,0.56,0.52
1997,9,9,0.154,0.217,0.241,0.188,0.085,0.108,-0.393,-0.107,-0.105,0.057,-0.125,0.202,0.653,0.846,0.699,0.542,0.457
1997,9,10,-0.08,0.064,-0.024,-0.064,0.023,0.313,0.259,0.579,0.573,0.294,-0.006,0.655,1.136,1.035,0.583,0.412,0.166
1997,9,11,0.251,0.284,0.364,0.326,0.475,0.724,0.626,0.936,1.221,0.599,0.451,1.128,1.55,1.301,1.137,1.028,0.902
1997,9,12,0.014,0.116,0.189,0.196,0.503,1.094,0.942,1.34,1.531,0.826,0.541,0.811,0.625,0.136,0.174,0.099,0.058
1997,9,13,0.033,0.174,0.163,-0.112,-0.508,-0.293,-0.535,-0.024,0.47,0.289,0.148,0.202,0.144,0.064,0.043,0.057,-0.074
1997,9,14,-2.432,-2.758,-3.411,-2.656,-2.122,-1.211,-1.001,-0.241,-0.536,-0.196,0.174,0.268,0.568,0.295,0.184,0.116,-0.003
1997,9,15,0.059,0.43,-0.113,-0.205,-0.251,-0.212,-0.341,0.162,0.187,0.203,0.603,1.155,1.599,0.799,0.378,0.34,0.178
1997,9,16,-0.971,-0.71,-1.388,-1.064,-0.722,-0.118,0.018,0.401,0.657,0.74,0.772,1.008,1.016,0.338,0.154,0.203,0.356
1997,9,17,-0.603,-0.638,-0.828,-0.634,-0.584,-0.081,-0.235,0.075,0.126,-0.083,0.136,0.421,0.637,-0.006,0.066,0.043,0.207
1997,9,18,0.787,0.672,0.391,0.328,0.554,0.536,0.253,0.508,0.453,0.151,0.291,0.2,0.741,0.23,0.183,0.189,0.381
1997,9,19,0.21,0.353,0.438,0.528,1.031,0.99,0.878,0.862,0.612,-0.011,0.134,0.227,0.736,0.501,0.55,0.502,0.589
1997,9,20,0.138,0.362,0.459,0.507,0.885,0.975,0.837,0.818,0.858,0.53,0.404,0.222,0.158,-0.081,0.468,0.476,0.907
1997,9,21,0.103,0.222,0.277,0.278,0.5,0.814,0.738,0.75,0.926,0.591,0.455,0.592,0.657,0.14,0.174,0.209,0.53
1997,9,22,0.044,0.051,0.039,0.104,0.177,0.028,-0.047,0.32,0.566,0.409,0.291,0.453,0.859,0.528,0.445,0.032,0.287
1997,9,23,0.146,0.208,0.4,0.42,0.475,0.105,0.026,0.103,0.009,0.052,0.145,0.346,0.493,0.457,0.358,0.128,0.134
1997,9,24,-0.122,0.072,0.174,0.155,0.177,0.229,0.197,0.278,0.066,-0.155,-0.205,-0.158,-0.045,0.233,0.076,-0.173,0.1
1997,9,25,-0.281,-0.09,0.038,0.126,0.265,0.503,0.43,0.391,0.357,0.17,0.053,0.155,0.416,0.301,0.142,0.017,0.153
1997,9,26,-2.478,-1.739,-1.69,-1.024,-0.861,-0.326,-0.153,0.33,0.599,0.297,0.181,0.125,0.376,0.383,0.253,0.148,0.42
1997,9,27,-0.707,-0.348,-0.135,0.081,0.604,0.984,1.536,2.297,2.818,1.769,1.179,0.972,1.184,0.53,0.547,0.482,0.783
1997,9,28,-0.18,0.059,0.342,0.267,0.767,1.327,1.88,2.032,1.6,0.617,0.333,0.29,0.51,0.178,0.165,-0.038,0.176
1997,9,29,0.142,0.031,0.188,0.137,0.472,0.504,0.649,0.513,0.339,-0.044,-0.074,-0.193,-0.027,-0.108,0.042,-0.088,0
1997,9,30,-0.913,-0.671,-0.468,0.006,0.359,-0.03,0.118,-0.028,-0.445,-0.285,-0.318,-0.399,0.101,0.006,0.119,-0.029,-0.248
1997,10,1,-3.144,-2.262,-2.45,-2.005,-2.234,-2.641,-2.109,-1.792,-1.196,-0.677,-0.579,-0.402,-0.041,-0.091,0.117,0.011,-0.178
1997,10,2,-1.352,-0.667,-0.901,-0.633,-0.226,-0.018,0.466,0.32,0.166,0.298,0.384,0.91,1.209,0.414,0.334,0.092,0.191
1997,10,3,-1.215,-0.843,-1.099,-0.941,-0.877,-0.856,-0.473,-0.255,0.14,0.379,0.622,1.455,1.725,0.629,0.319,0.132,0.12
1997,10,4,-1.027,-0.985,-1.315,-0.983,-0.842,-0.049,0.298,0.843,1.582,1.112,1.19,1.306,1.222,0.139,0.121,-0.202,-0.216
1997,10,5,0.844,0.904,0.852,0.624,1.339,1.978,2.204,2.634,3.314,2.658,2.791,2.327,1.661,0.171,0.095,-0.057,-0.212
1997,10,6,1.181,1.145,1.82,1.79,3.693,4.886,5.535,5.871,5.348,3.138,2.653,2.287,2.518,1.394,0.473,-0.052,0.062
1997,10,7,0.371,-0.169,0.211,0.107,0.872,0.866,1.188,1.131,1.926,1.633,2.469,2.81,2.742,2.937,2.662,1.551,1.285
1997,10,8,-2.492,-2.106,-2.28,-1.782,-1.324,-1.343,-1.161,-0.713,-0.873,-1.452,-0.627,-0.404,0.357,0.93,0.639,0.16,0.55
1997,10,9,-3.465,-1.742,-2.779,-2.276,-2.849,-2.33,-1.894,-0.892,-1.15,-1.183,-0.895,-1.201,-0.581,0.221,0.785,0.766,0.802
1997,10,10,0.579,1.243,0.272,0.257,0.532,0.07,-0.01,-0.138,-0.158,-0.292,-0.291,-0.414,-0.199,0.346,0.862,0.557,0.901
1997,10,11,0.79,0.989,0.532,0.518,1.252,0.865,1.2,1.347,1.852,1.429,1.278,1.579,1.56,1.765,2.161,1.676,1.889
1997,10,12,0.075,0.199,0.084,0.163,0.56,0.534,0.767,1.033,1.678,1.295,1.136,1.313,0.639,0.505,0.866,0.174,0.59
1997,10,13,0.002,0.224,0.242,0.196,0.869,1.048,0.903,1.04,1.204,0.297,0.148,0.52,0.223,0.2,0.427,-0.221,-0.12
1997,10,14,0.201,0.224,0.176,0.204,0.858,0.976,0.884,0.845,0.923,0.536,0.293,0.537,0.106,0.185,0.172,-0.425,-0.153
1997,10,15,0.109,0.189,0.366,0.443,1.021,0.767,0.71,0.301,0.29,0.001,-0.05,0.23,-0.163,-0.011,-0.044,-0.27,-0.146
1997,10,16,-0.195,0.099,0.183,0.258,1.251,0.925,1.331,0.918,0.859,0.197,-0.204,0.1,-0.434,-0.053,-0.332,-0.139,-0.047
1997,10,17,0.381,0.448,0.751,0.734,1.627,1.385,1.722,1.661,1.641,0.437,0.033,0.419,0.094,0.025,0.094,0.186,-0.015
1997,10,18,0.463,0.327,0.914,0.95,2.27,1.968,2.15,2.236,2.357,0.903,0.376,0.653,0.238,0.363,0.112,0.102,0.159
1997,10,19,0.466,0.483,0.974,0.784,1.838,1.417,1.988,2.618,2.883,1.257,0.648,0.757,0.258,0.274,-0.187,0.15,0.041
1997,10,20,0.354,0.239,0.815,0.608,1.2,0.736,1.155,1.167,0.656,0.216,-0.184,0.244,0.232,0.152,0.116,0.133,-0.028
1997,10,21,0.232,0.201,0.67,0.437,0.877,0.533,0.951,0.875,0.622,0.039,-0.252,0.348,0.446,0.203,0.445,0.527,0.123
1997,10,22,0.141,0.129,0.374,0.178,0.57,0.818,1.38,1.635,1.534,0.644,0.106,0.83,0.842,0.501,0.339,0.372,0.348
1997,10,23,0.823,0.54,0.815,0.452,0.979,1.116,1.564,1.895,2.503,1.803,1.039,1.169,0.584,0.436,0.222,0.302,0.276
1997,10,24,0.323,0.269,0.581,0.354,0.737,1.086,1.399,1.659,1.473,0.794,0.674,1.057,1.017,0.777,0.653,0.619,0.447
1997,10,25,0.088,0.068,0.35,0.207,0.403,0.31,0.098,-0.237,-0.809,-0.694,-0.587,-0.394,-0.289,-0.274,0.129,0.188,-0.242
1997,10,26,-0.164,-0.268,-0.069,-0.075,-0.013,0.012,0.106,-0.636,-1.271,-0.72,-0.678,-0.421,-0.34,-0.008,0.024,-0.072,-0.156
1997,10,27,-0.104,0.107,0.379,0.297,0.458,0.246,0.061,-0.503,-0.558,-0.235,-0.326,0.09,-0.06,0.091,0.089,0.062,0.268
1997,10,28,-1.001,-0.93,-1.126,-0.91,-0.852,-0.624,-0.444,-0.377,-0.117,-0.037,-0.019,0.336,0.247,0.212,0.097,0.087,0.013
1997,10,29,-1.58,-0.998,-1.494,-1.284,-1.31,-1.429,-1.321,-0.658,-0.498,-0.327,-0.035,0.892,0.71,0.331,0.164,0.269,0.288
1997,10,30,-1.994,-1.379,-2.652,-2.264,-2.219,-1.934,-1.453,-0.602,-0.243,-0.063,0.198,1.097,1.311,0.669,0.096,-0.077,0.116
1997,10,31,-0.034,0.252,0.097,0.21,0.288,0.061,-0.134,0.074,0.418,0.323,0.568,1.463,1.322,0.625,-0.24,0.275,0.16
1997,11,1,0.018,0.5,0.33,0.423,0.823,0.54,0.288,0.787,0.892,0.691,0.54,0.313,0.012,-0.301,-0.026,-0.064,-0.12
1997,11,2,-0.1,0.148,0.121,0.13,0.119,-0.247,-0.491,-0.308,-0.433,-0.328,-0.189,-0.495,-0.644,-0.383,-0.073,0.082,-0.247
1997,11,3,-0.923,-0.39,-0.414,-0.103,-0.075,-0.486,-0.444,-0.471,-0.488,-0.171,-0.111,-0.437,-0.472,-0.051,-0.039,-0.118,-0.005
1997,11,4,-0.244,0.068,-0.149,0.129,0.399,0.086,0.357,0.334,0.291,0.082,-0.193,-0.364,-0.308,0.002,0.092,0.245,0.176
1997,11,5,-0.585,0.006,0.004,0.099,0.393,0.035,0.028,-0.22,0.211,0.035,-0.381,0.084,0.014,0.093,0.094,-0.045,0.293
1997,11,6,0.238,0.642,0.831,0.619,0.87,0.191,0.001,-0.273,0.091,-0.292,-0.463,-0.062,-0.047,-0.03,0.247,0.315,0.387
1997,11,7,0.169,0.244,0.377,0.271,0.785,0.401,0.513,0.588,0.923,0.286,0.131,0.529,0.404,0.164,0.089,0.034,0.273
1997,11,8,0.024,0.086,0.07,0.019,0.068,-0.377,-0.174,-0.23,0.187,-0.135,0.11,0.668,0.753,0.38,0.155,0.386,0.517
1997,11,9,-0.587,0.018,0.253,-0.145,-0.345,-0.934,-1.065,-1.136,-0.66,-0.778,-0.687,-0.34,-0.419,-0.364,0.149,0.053,0.325
1997,11,10,-0.184,0.052,0.086,0.065,0.201,-0.419,-0.351,-0.387,0.311,-0.065,-0.271,-0.025,-0.13,0.001,0.004,0.169,-0.068
1997,11,11,-0.068,0.165,0.324,0.278,0.473,-0.013,-0.069,0.075,0.592,0.254,0.148,0.474,0.22,0.268,0.4,0.349,0.5
1997,11,12,-0.327,0.113,0.024,-0.319,-0.643,-1.259,-1.301,-1.087,-0.402,-0.669,-0.375,-0.042,0.028,0.117,0.016,0.251,0.195
1997,11,13,-0.708,-0.264,-0.53,-0.708,-1.128,-1.231,-0.797,-0.802,-0.239,-0.295,-0.469,-0.187,-0.126,0.08,0.387,-0.123,0.542
1997,11,14,-0.686,-0.115,-0.376,-0.837,-1.925,-2.286,-1.524,-1.12,-0.18,-0.604,-0.462,-0.188,-0.242,0.024,0.539,0.366,0.572
1997,11,15,-0.488,-0.017,-0.209,-0.425,-1.342,-2.187,-1.799,-2.322,-1.403,-1.36,-1.091,-1.004,-0.708,-0.256,-0.256,-0.706,-0.242
1997,11,16,-1.194,-0.949,-1.799,-1.749,-2.733,-3.652,-2.128,-1.32,-0.921,-0.766,-0.848,-0.843,-0.516,-0.38,-0.387,-0.102,0.459
1997,11,17,-0.564,0.021,-0.329,-0.539,0.207,0.313,0.2,0.526,0.812,-0.453,-0.156,-0.05,0.339,0.018,0.947,0.706,1.155
1997,11,18,-0.486,-0.005,-0.205,-0.488,-0.833,-1.861,-2.181,-2.119,-1.841,-1.672,-0.631,-0.239,-0.254,0.123,0.141,-0.043,0.071
1997,11,19,-2.877,-2.377,-5.075,-3.909,-3.299,-3.907,-1.882,-0.257,0.007,-0.409,-0.389,-0.452,-0.331,0.12,-0.175,0.149,0.588
1997,11,20,-0.051,1.307,-0.199,0.37,1.021,-0.144,-0.296,0.327,0.105,-0.126,0.352,0.876,1.364,0.545,0.751,0.701,1.138
1997,11,21,-0.076,0.377,-0.419,0.137,0.248,-0.475,-0.719,0.228,-0.031,-0.898,-0.15,0.421,0.568,0.38,0.203,0.417,0.171
1997,11,22,-1.312,-0.106,-0.706,-0.652,-1.431,-1.889,-2.736,-2.478,-2.166,-1.58,-0.69,-0.476,-0.688,-0.176,-0.082,0.072,-0.056
1997,11,23,-2.372,-1.717,-2.658,-1.723,-2.113,-2.908,-1.928,-1.246,-0.881,-0.901,-0.757,-0.725,-0.712,-0.251,-0.317,0.153,0.027
1997,11,24,-0.816,-0.385,-0.746,0.078,0.125,-0.47,-0.323,-0.184,-0.337,-0.545,-0.385,-0.23,-0.382,-0.193,-0.146,0.274,0.183
1997,11,25,-0.756,-0.326,-0.511,-0.281,-0.86,-1.12,-0.826,-0.86,-0.903,-0.76,-0.273,0.219,-0.302,-0.185,-0.036,0.325,0.447
1997,11,26,-0.341,0.128,0.188,0.53,0.633,0.836,0.426,0.704,0.674,0.414,-0.148,0.153,-0.345,1.106,0.201,0.556,0.356
1997,11,27,-0.753,-0.525,-0.344,-0.191,0.135,0.53,0.054,0.939,0.98,0.646,1.017,1.75,1.121,0.551,0.496,0.779,0.95
1997,11,28,-1.302,-0.767,-1.255,-0.781,-1.286,-1.058,-0.981,-0.035,0.174,-0.151,0.128,0.57,0.248,0.098,-0.322,0.137,0.071
1997,11,29,-1.82,-0.946,-0.964,-0.716,-0.853,-0.689,-1.106,-0.396,-0.863,-0.952,-0.617,-0.227,-0.505,-0.473,-0.176,-0.134,-0.515
1997,11,30,-0.244,0.208,0.276,0.259,0.483,0.7,0.37,1.684,2.786,1.976,1.988,2.64,1.759,0.582,0.003,0.262,-0.17
1997,12,1,0.146,0.114,0.587,0.191,0.836,1.347,0.839,1.575,1.301,0.48,0.758,0.962,0.7,0.66,0.437,0.258,0.09
1997,12,2,-0.644,-0.392,-0.038,-0.628,-0.859,-1.186,-1.166,-0.684,-0.881,-0.353,-0.034,0.265,0.143,0.07,-0.174,0.043,-0.443
1997,12,3,-0.945,-0.894,-0.712,-0.656,-0.715,-1.683,-2.034,-3.214,-1.819,-1.486,-1.705,-1.385,-0.923,-0.548,-0.213,-0.174,-0.221
1997,12,4,-0.48,-0.128,0.03,-0.007,0.575,-0.175,-0.38,-1.763,-2.746,-2.131,-2.064,-2.477,-2.735,-1.44,-0.21,0.059,-0.302
1997,12,5,0.033,-0,0.411,0.273,0.265,-0.262,0.133,-1.119,-1.186,-1.109,-1.416,-2.394,-2.208,-1.304,-1.162,-1.571,-1.327
1997,12,6,-0.26,-0.162,0.168,-0.155,0.31,0.393,0.515,-0.533,-0.51,-0.269,0.051,-1.387,-1.043,-0.723,-1.314,-0.939,-1.05
1997,12,7,-0.561,-0.383,-0.134,-0.322,0.219,-0.024,0.146,-0.18,0.53,0.314,0.569,0.807,1.153,-0.051,0.513,0.027,0.304
1997,12,8,0.343,-0.038,0.802,0.421,1.465,1.639,1.814,2.028,2.334,1.246,1.204,2.187,1.756,2.188,1.448,0.901,0.987
1997,12,9,-0.72,-0.393,0.209,-0.388,0.277,0.791,0.297,0.88,1.657,1.238,1.646,1.588,1.157,0.921,1.281,1.137,1.003
1997,12,10,-0.331,-0.274,0.206,-0.467,-0.31,0.018,-0.37,-0.354,0.099,-0.371,-0.246,-0.183,-0.107,-0.431,0.046,-0.266,-0.475
1997,12,11,-0.565,-0.526,-0.02,-0.421,-0.178,0.005,-0.238,-0.586,-0.477,-1.241,-0.491,-0.239,-0.073,-1.029,0.407,1.022,0.814
1997,12,12,-0.977,-0.634,-0.402,-0.609,-0.807,-1.026,-1.413,-2.257,-2.323,-1.262,-0.317,-0.569,-0.474,-0.972,0.091,-0.217,0.457
1997,12,13,-1.616,-1.119,-1.227,-1.397,-2.207,-3.211,-3.202,-4.568,-3.604,-2.123,-1.611,-1.146,-1.029,-0.289,-0.221,-0.153,0.103
1997,12,14,-2.09,-1.405,-2.424,-1.228,-0.475,-1.633,-0.717,-1.191,-0.11,0.146,-0.094,-0.797,0.048,0.154,-0.142,-0.316,0.432
1997,12,15,-3.214,-2.014,-2.992,-2.171,-2.416,-2.189,-0.974,-0.407,0.814,0.202,0.529,0.954,1.081,0.653,0.16,0.014,1.021
1997,12,16,-2.23,-0.294,-2.286,-0.914,-1.01,-2.095,-1.909,-1.391,-0.448,-0.737,-0.002,0.947,0.726,0.334,0.195,0.109,0.526
1997,12,17,0.31,1.636,0.866,0.837,1.546,1.681,0.541,0.373,0.1,-0.011,-0.114,0.619,0.49,0.59,-0.264,-0.341,0.122
1997,12,18,0.579,0.228,1.047,0.689,1.426,2.606,2.258,3.012,3.665,2.674,1.932,1.838,0.714,0.31,-0.277,0.088,0.393
1997,12,19,-1.29,-1.062,-0.48,-0.35,-0.164,0.416,0.062,1.492,1.484,1.063,1.237,1.057,0.771,0.416,0.36,0.674,0.856
1997,12,20,-0.748,-0.112,-0.293,-0.136,0.017,0.401,0.031,0.657,0.155,0.389,0.668,1.11,0.595,0.586,-0.029,0.548,0.322
1997,12,21,0.985,0.679,1.128,0.504,1.127,2.204,2.175,3.091,3.623,2.724,2.738,2.776,2.553,2.341,1.417,1.428,1.67
1997,12,22,-0.745,-0.715,-0.105,0.079,0.615,1.405,1.018,2.468,3.192,2.313,2.658,2.666,2.053,1.859,2.165,2.329,2.162
1997,12,23,0.292,0.008,0.758,0.288,0.088,1.278,1.244,2.063,2.642,1.408,1.06,0.597,0.572,0.137,-0.469,-0.564,-0.679
1997,12,24,0.288,0.042,1.066,0.483,0.421,2.02,1.671,2.474,2.65,1.7,2.323,1.981,1.754,0.1,0.741,0.342,0.583
1997,12,25,0.334,-0.368,0.263,-0.055,-0.017,1.061,0.438,0.4,-0.09,-0.563,0.282,0.045,0.126,0.021,0.371,0.362,0.73
1997,12,26,-0.446,-0.623,-0.336,-0.13,-0.851,0.222,0.053,-0.125,-0.876,-0.339,0.04,-0.235,0.104,0.093,-0.258,0.278,1.051
1997,12,27,-0.987,-0.679,-0.511,-0.152,-0.271,-0,0.055,0.868,0.613,0.358,0.192,0.718,0.707,0.22,0.491,0.152,1.023
1997,12,28,-0.894,-0.127,-0.744,-0.07,0.23,0.95,1.205,1.943,1.915,0.774,0.315,0.574,0.391,0.238,-0.163,0.36,1.191
1997,12,29,-0.383,0.284,0.764,0.726,1.187,1.819,1.611,1.625,0.342,-0.055,-0.326,0.021,-0.056,0.083,-0.235,0.326,0.784
1997,12,30,0.658,0.666,0.822,0.394,0.563,0.987,0.567,0.045,-0.515,-0.178,-0.025,0.115,-0.095,0.078,-0.006,0.099,0.607
1997,12,31,-0.284,-0.472,-0.515,-0.602,-0.503,-0.076,-0.526,-0.48,-0.416,-0.381,-0.243,0.285,-0.047,0.058,-0.223,0.243,0.635
1998,1,1,-0.772,-0.204,-0.983,-0.678,-0.976,-1.844,-1.545,-1.463,-0.947,-0.539,-0.514,-0.148,-0.075,-0.298,-0.283,0.319,0.605
1998,1,2,-0.036,0.639,0.669,0.649,1.2,0.884,0.985,0.16,-0.103,-0.49,-0.889,-0.532,-0.518,-0.355,-0.16,0.213,0.196
1998,1,3,-1.122,-0.601,-1.325,-0.811,-0.96,-2.042,-2.024,-2.199,-1.418,-0.668,-0.668,-0.294,-0.239,-0.255,-0.078,0.36,0.181
1998,1,4,-0.636,-0.146,-0.822,-0.096,0.803,0.072,0.397,0.417,1.085,0.646,0.12,0.734,0.314,0.285,0.541,0.642,0.344
1998,1,5,-1.778,-0.397,-1.352,-0.956,-0.732,-0.888,-0.101,-0.121,0.227,-0.256,0.404,1.149,0.751,0.342,1.11,1.028,1.495
1998,1,6,-0.781,-0.408,-1.682,-1.822,-2.885,-4.285,-2.291,-1.863,-1.321,-0.996,-0.497,0.025,-0.173,-0.395,0.511,0.863,0.647
1998,1,7,-0.534,0.364,0.272,0.664,1.804,0.59,0.187,-0.127,-0.423,-0.474,-0.251,0.211,0.035,0.135,0.706,0.794,0.824
1998,1,8,-0.012,0.403,0.345,0.177,1.059,-0.309,-0.279,-0.709,-1.029,-0.897,-0.235,0.32,-0.189,-0.199,0.405,0.553,0.051
1998,1,9,-0.026,-0.147,-0.042,-0.136,0.462,-0.508,-0.019,-1.195,-1.303,-1.163,-0.829,-1.148,-1.097,-0.614,-0.413,-0.101,-0.506
1998,1,10,-0.059,0.056,0.037,-0.153,0.579,0.033,0.432,-0.151,-0.112,0.23,0.242,0.565,0.432,0.342,0.741,0.233,-0.129
1998,1,11,-0.031,-0.224,-0.87,-0.73,-0.263,-1.18,-0.556,-0.97,-0.185,-0.466,-0.393,0.253,0.25,0.358,0.687,0.24,0.087
1998,1,12,-0.517,-0.309,-0.921,-0.822,-0.204,-1.145,-0.08,-0.235,-0.114,-0.289,-0.819,0.211,-0.584,0.118,0.625,0.04,0.791
1998,1,13,-2.477,-1.338,-2.396,-1.542,-1.377,-2.089,-1.158,-1.179,-0.393,-0.47,-0.423,0.568,0.327,0.32,0.815,-0.07,0.76
1998,1,14,-3.438,-1.601,-3.894,-2.006,-1.97,-4.054,-2.334,-2.759,-1.283,-1.355,-1.204,-0.175,-0.456,-0.079,0.783,0.297,0.745
