Expocode: 332220190725,,,,,,,,,,,,,,,,,,,,
Ship: Shimada,,,,,,,,,,,,,,,,,,,,
Group: PMEL,,,,,,,,,,,,,,,,,,,,
Investigators: ,"Alin, S.R.; Feely, R.A",,,,,,,,,,,,,,,,,,,
Expocode,Group,Ship,YD_UTC,DATE_UTC__ddmmyyyy,TIME_UTC_hh:mm:ss,LAT_dec_degree,LONG_dec_degree,xCO2_EQU_ppm,xCO2_ATM_ppm,xCO2_ATM_interpolated_ppm,PRES_EQU_hPa,PRES_ATM@SSP_hPa,TEMP_EQU_C,SST_C,SAL_PSU,fCO2_SW@SST_uatm,fCO2_ATM_interpolated_uatm,dfCO2_uatm,WOCE_QC_FLAG,QC_SUBFLAG
332220190725,PMEL,Shimada,206.14446,25072019,3:28:01,43.39613,-125.08681,371.718,-999,404.28,1020.35,1021.6375,17.83,17.61,32.0091,362.29,398.33,-36.04,2,
332220190725,PMEL,Shimada,206.14653,25072019,3:31:00,43.39592,-125.08799,371.221,-999,404.27,1020.26,1021.7977,17.84,17.6113,32.0098,361.64,398.38,-36.74,2,
332220190725,PMEL,Shimada,206.14884,25072019,3:34:20,43.39461,-125.08919,372.466,-999,404.25,1020.05,1021.7877,17.84,17.6376,32.0031,363.18,398.34,-35.17,2,
332220190725,PMEL,Shimada,206.15093,25072019,3:37:20,43.39446,-125.09012,373.907,-999,404.23,1020.19,1021.6374,17.87,17.6535,31.994,364.4,398.26,-33.86,2,
332220190725,PMEL,Shimada,206.153,25072019,3:40:19,43.39424,-125.091,375.313,-999,404.21,1020.31,1021.6274,17.87,17.6505,31.9885,365.77,398.24,-32.47,2,
332220190725,PMEL,Shimada,206.15507,25072019,3:43:18,43.39409,-125.09191,376.494,-999,404.2,1020.05,1021.7275,17.87,17.6327,31.9791,366.55,398.27,-31.72,2,
332220190725,PMEL,Shimada,206.15714,25072019,3:46:17,43.39403,-125.09292,377.73,-999,404.18,1020.21,1021.6474,17.86,17.6303,31.9702,367.94,398.22,-30.29,2,
332220190725,PMEL,Shimada,206.15921,25072019,3:49:16,43.39387,-125.09369,378.584,-999,404.16,1020.3,1021.7075,17.87,17.6376,31.9609,368.75,398.23,-29.47,2,
332220190725,PMEL,Shimada,206.16128,25072019,3:52:15,43.39376,-125.09459,379.345,-999,404.15,1020.2,1021.8577,17.86,17.6288,31.948,369.48,398.27,-28.79,2,
332220190725,PMEL,Shimada,206.16337,25072019,3:55:15,43.39365,-125.09567,379.913,-999,404.13,1020.4,1021.8277,17.84,17.6098,31.941,370.13,398.26,-28.12,2,
332220190725,PMEL,Shimada,206.16544,25072019,3:58:14,43.39366,-125.09666,380.31,-999,404.11,1020.24,1022.008,17.83,17.5964,31.9312,370.41,398.32,-27.9,2,
332220190725,PMEL,Shimada,206.16751,25072019,4:01:13,43.39499,-125.09685,380.519,-999,404.1,1019.98,1021.6476,17.82,17.5845,31.9277,370.49,398.16,-27.67,2,
332220190725,PMEL,Shimada,206.16957,25072019,4:04:11,43.39562,-125.08789,376.465,-999,404.08,1020.13,1021.3472,17.84,17.6291,32.003,366.98,398.01,-31.03,2,
332220190725,PMEL,Shimada,206.17164,25072019,4:07:10,43.39609,-125.07611,367.061,-999,404.06,1020.16,1021.7079,17.75,17.5385,32.0384,357.85,398.18,-40.33,2,
332220190725,PMEL,Shimada,206.17372,25072019,4:10:09,43.39631,-125.06414,362.184,-999,404.04,1019.88,1021.6178,17.76,17.5363,32.0444,352.81,398.12,-45.31,2,
332220190725,PMEL,Shimada,206.17579,25072019,4:13:08,43.39633,-125.05246,352.831,-999,404.03,1020.11,1021.4879,17.71,17.5044,32.0536,344.06,398.07,-54.01,2,
332220190725,PMEL,Shimada,206.17786,25072019,4:16:07,43.39641,-125.04091,333.599,-999,404.01,1020.03,1021.1581,17.56,17.3544,32.0392,325.34,397.99,-72.65,2,
332220190725,PMEL,Shimada,206.17993,25072019,4:19:06,43.39645,-125.02929,330.246,-999,403.99,1020.06,1021.4485,17.54,17.3068,32.0459,321.71,398.12,-76.4,2,
332220190725,PMEL,Shimada,206.182,25072019,4:22:05,43.39652,-125.01761,330.079,-999,403.98,1020.1,1021.7188,17.54,17.2987,32.0564,321.45,398.21,-76.76,2,
332220190725,PMEL,Shimada,206.18409,25072019,4:25:05,43.3966,-125.00601,326.122,-999,403.96,1019.96,1021.4586,17.51,17.2728,32.0558,317.62,398.1,-80.48,2,
332220190725,PMEL,Shimada,206.18616,25072019,4:28:04,43.39664,-124.99463,316.722,-999,403.94,1019.6,1021.4792,17.38,17.1726,32.0422,308.79,398.14,-89.35,2,
332220190725,PMEL,Shimada,206.18823,25072019,4:31:03,43.3967,-124.983,308.42,-999,403.93,1020.23,1021.6597,17.31,17.0955,32.0436,300.82,398.23,-97.41,2,
332220190725,PMEL,Shimada,206.19054,25072019,4:34:23,43.3967,-124.97259,300.563,-999,403.91,1021.6,1021.6602,17.2,16.9921,32.0327,293.68,398.26,-104.58,2,
332220190725,PMEL,Shimada,206.19262,25072019,4:37:22,43.39617,-124.96969,296.97,-999,403.89,1021.5,1021.8705,17.18,16.9369,32.0341,289.71,398.35,-108.64,2,
332220190725,PMEL,Shimada,206.19469,25072019,4:40:21,43.39573,-124.96971,297.534,-999,403.87,1021.53,1021.9406,17.18,16.937,32.0357,290.27,398.36,-108.09,2,
332220190725,PMEL,Shimada,206.19676,25072019,4:43:20,43.39524,-124.97035,298.299,-999,403.86,1021.31,1021.8805,17.18,16.9439,32.0367,291.04,398.32,-107.28,2,
332220190725,PMEL,Shimada,206.19883,25072019,4:46:19,43.39457,-124.97118,298.732,-999,403.84,1021.38,1021.9105,17.19,16.9495,32.0374,291.43,398.31,-106.89,2,
332220190725,PMEL,Shimada,206.2009,25072019,4:49:18,43.39405,-124.97179,298.795,-999,403.82,1021.63,1021.7703,17.19,16.9412,32.0373,291.46,398.24,-106.79,2,
332220190725,PMEL,Shimada,206.20297,25072019,4:52:17,43.39362,-124.97239,299.49,-999,403.8,1021.55,1021.9505,17.2,16.9517,32.0394,292.11,398.29,-106.18,2,
332220190725,PMEL,Shimada,206.20505,25072019,4:55:16,43.39387,-124.97318,300.689,-999,403.79,1021.6,1021.9003,17.23,16.9804,32.0413,293.27,398.24,-104.97,2,
332220190725,PMEL,Shimada,206.20712,25072019,4:58:15,43.39456,-124.97411,303.156,-999,403.77,1021.46,1021.8502,17.25,16.9896,32.0458,295.5,398.2,-102.71,2,
332220190725,PMEL,Shimada,206.20919,25072019,5:01:14,43.39501,-124.97499,305.874,-999,403.75,1021.5,1021.82,17.28,17.0221,32.0475,298.18,398.16,-99.98,2,
332220190725,PMEL,Shimada,206.21126,25072019,5:04:13,43.39503,-124.97578,307.75,-999,403.74,1021.49,1021.9702,17.29,17.0475,32.0505,300.2,398.19,-97.99,2,
332220190725,PMEL,Shimada,206.21333,25072019,5:07:12,43.39509,-124.9766,308.936,-999,403.72,1021.62,1021.89,17.3,17.0562,32.0514,301.37,398.14,-96.77,2,
332220190725,PMEL,Shimada,206.21542,25072019,5:10:12,43.39488,-124.97741,310.034,-999,403.7,1021.34,1021.94,17.31,17.0635,32.0528,302.32,398.14,-95.82,2,
332220190725,PMEL,Shimada,206.21749,25072019,5:13:11,43.39553,-124.97427,310.117,-999,403.69,1021.31,1021.6498,17.29,17.0584,32.0525,302.59,398.01,-95.42,2,
332220190725,PMEL,Shimada,206.21956,25072019,5:16:10,43.3957,-124.96405,309.756,-999,403.67,1021.27,1021.6799,17.26,17.0398,32.0587,302.38,398.01,-95.63,2,
332220190725,PMEL,Shimada,206.22163,25072019,5:19:09,43.39565,-124.95335,306.644,-999,403.65,1021.28,1021.6902,17.2,16.9791,32.0581,299.36,398.03,-98.67,2,
332220190725,PMEL,Shimada,206.2237,25072019,5:22:08,43.39556,-124.94257,307.722,-999,403.63,1020.88,1021.781,17.04,16.852,32.0751,300.77,398.1,-97.34,2,
332220190725,PMEL,Shimada,206.22576,25072019,5:25:06,43.39544,-124.93177,286.706,-999,403.62,1021.17,1021.962,16.85,16.6374,32.0724,280.08,398.26,-118.18,2,
332220190725,PMEL,Shimada,206.22784,25072019,5:28:05,43.3954,-124.92102,261.35,-999,403.6,1021.4,1021.6422,16.7,16.4726,32.0352,255.25,398.19,-142.94,2,
332220190725,PMEL,Shimada,206.22991,25072019,5:31:04,43.39547,-124.91012,255.583,-999,403.58,1021.21,1021.5727,16.55,16.3326,32.0247,249.72,398.21,-148.49,2,
332220190725,PMEL,Shimada,206.23223,25072019,5:34:25,43.39563,-124.8988,254.752,-999,403.57,1020.81,1021.863,16.58,16.31,32.0278,248.25,398.31,-150.07,2,
332220190725,PMEL,Shimada,206.23431,25072019,5:37:24,43.3958,-124.88597,266.076,-999,403.55,1020.78,1021.5418,16.76,16.4748,32.0479,259.05,398.09,-139.04,2,
332220190725,PMEL,Shimada,206.23638,25072019,5:40:23,43.396,-124.87447,277.207,-999,403.53,1020.67,1021.7014,16.91,16.632,32.0574,269.9,398.07,-128.17,2,
332220190725,PMEL,Shimada,206.23844,25072019,5:43:21,43.39628,-124.86291,303.455,-999,403.51,1020.65,1021.6308,17.03,16.7759,32.072,295.7,397.96,-102.26,2,
332220190725,PMEL,Shimada,206.24051,25072019,5:46:20,43.39681,-124.85534,332.497,-999,403.5,1020.88,1021.9915,16.97,16.7415,32.0682,324.45,398.1,-73.65,2,
332220190725,PMEL,Shimada,206.24258,25072019,5:49:19,43.39663,-124.85664,335.064,-999,403.48,1020.81,1021.8414,16.95,16.706,32.0687,326.73,398.04,-71.32,2,
332220190725,PMEL,Shimada,206.24465,25072019,5:52:18,43.39667,-124.85748,333.18,-999,403.46,1020.83,1021.8414,16.94,16.6935,32.0696,324.87,398.03,-73.17,2,
332220190725,PMEL,Shimada,206.24672,25072019,5:55:17,43.39652,-124.8582,332.212,-999,403.45,1020.87,1021.8515,16.93,16.6874,32.0698,323.99,398.02,-74.03,2,
332220190725,PMEL,Shimada,206.2488,25072019,5:58:16,43.39668,-124.85903,333.654,-999,403.43,1020.81,1021.8816,16.92,16.6757,32.0699,325.36,398.02,-72.66,2,
332220190725,PMEL,Shimada,206.25087,25072019,6:01:15,43.39705,-124.85984,330.552,-999,403.41,1020.68,1021.8115,16.92,16.6649,32.0709,322.15,397.98,-75.84,2,
332220190725,PMEL,Shimada,206.25294,25072019,6:04:14,43.39761,-124.86062,322.382,-999,403.4,1020.73,1021.7514,16.93,16.6765,32.0722,314.22,397.94,-83.72,2,
332220190725,PMEL,Shimada,206.25501,25072019,6:07:13,43.39765,-124.86141,318.929,-999,403.38,1020.65,1021.8615,16.93,16.6791,32.0731,310.86,397.96,-87.1,2,
332220190725,PMEL,Shimada,206.26728,25072019,6:24:53,43.39647,-124.86703,-999,403.465,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,
332220190725,PMEL,Shimada,206.26862,25072019,6:26:49,43.39636,-124.86793,-999,403.271,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,
332220190725,PMEL,Shimada,206.26998,25072019,6:28:46,43.39628,-124.86866,-999,403.256,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,
332220190725,PMEL,Shimada,206.27133,25072019,6:30:43,43.39626,-124.86931,-999,403.163,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,
332220190725,PMEL,Shimada,206.27293,25072019,6:33:01,43.39628,-124.87,-999,403.178,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,
332220190725,PMEL,Shimada,206.27427,25072019,6:34:57,43.39638,-124.87074,-999,403.166,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,
332220190725,PMEL,Shimada,206.27939,25072019,6:42:19,43.39759,-124.87116,315.721,-999,403.22,1019,1021.7713,16.95,16.6939,32.0766,307.15,397.76,-90.61,2,
332220190725,PMEL,Shimada,206.28147,25072019,6:45:19,43.39974,-124.84947,332.832,-999,403.21,1019.64,1021.22,17.12,16.8178,32.0772,323.31,397.48,-74.16,2,
332220190725,PMEL,Shimada,206.28354,25072019,6:48:18,43.39934,-124.83781,337.099,-999,403.2,1019.52,1021.4898,17.23,16.958,32.0713,327.79,397.51,-69.72,2,
332220190725,PMEL,Shimada,206.28561,25072019,6:51:17,43.39899,-124.82572,307.068,-999,403.19,1019.47,1021.47,17.18,16.9535,32.0261,299.17,397.5,-98.33,2,
332220190725,PMEL,Shimada,206.28769,25072019,6:54:16,43.39863,-124.81377,310.908,-999,403.18,1019.48,1021.3498,17.19,16.952,32.0119,302.76,397.44,-94.68,2,
332220190725,PMEL,Shimada,206.28976,25072019,6:57:15,43.39827,-124.80198,290.907,-999,403.17,1019.47,1021.1905,16.99,16.7457,31.974,283.27,397.47,-114.19,2,
332220190725,PMEL,Shimada,206.29182,25072019,7:00:13,43.398,-124.79014,267.042,-999,403.17,1019.5,1021.2203,17.04,16.7843,31.9334,259.9,397.45,-137.55,2,
332220190725,PMEL,Shimada,206.29389,25072019,7:03:12,43.39772,-124.77823,258.975,-999,403.16,1019.37,1021.3712,16.87,16.6735,31.9306,252.7,397.55,-144.85,2,
332220190725,PMEL,Shimada,206.29596,25072019,7:06:11,43.39749,-124.76619,252.476,-999,403.15,1019.42,1021.3217,16.73,16.4838,31.9685,245.89,397.61,-151.72,2,
332220190725,PMEL,Shimada,206.29803,25072019,7:09:10,43.39728,-124.75405,249.712,-999,403.14,1019.36,1021.2634,16.31,16.1428,31.995,244.12,397.73,-153.61,2,
332220190725,PMEL,Shimada,206.3001,25072019,7:12:09,43.39713,-124.74237,252.627,-999,403.13,1019.72,1021.1848,15.94,15.746,32.0559,246.88,397.86,-150.99,2,
332220190725,PMEL,Shimada,206.30218,25072019,7:15:08,43.39748,-124.73946,255.309,-999,403.13,1019.65,1021.5957,15.84,15.583,32.0655,248.84,398.09,-149.25,2,
332220190725,PMEL,Shimada,206.30425,25072019,7:18:07,43.39733,-124.7404,255.47,-999,403.12,1019.59,1021.3355,15.82,15.5584,32.0659,248.94,397.99,-149.05,2,
332220190725,PMEL,Shimada,206.30633,25072019,7:21:07,43.39761,-124.7419,255.009,-999,403.11,1019.56,1021.3955,15.84,15.5765,32.0635,248.46,397.99,-149.54,2,
332220190725,PMEL,Shimada,206.3084,25072019,7:24:06,43.39698,-124.74361,255.051,-999,403.1,1019.6,1021.3754,15.85,15.5854,32.0627,248.5,397.97,-149.48,2,
332220190725,PMEL,Shimada,206.31047,25072019,7:27:05,43.39704,-124.74536,254.26,-999,403.09,1019.54,1021.3653,15.88,15.6134,32.0595,247.68,397.95,-150.27,2,
332220190725,PMEL,Shimada,206.31255,25072019,7:30:04,43.39727,-124.74657,254,-999,403.08,1019.56,1021.4453,15.89,15.6314,32.0576,247.51,397.97,-150.45,2,
332220190725,PMEL,Shimada,206.31462,25072019,7:33:03,43.397,-124.74792,254.15,-999,403.08,1019.51,1021.2951,15.9,15.644,32.0573,247.67,397.89,-150.22,2,
332220190725,PMEL,Shimada,206.31693,25072019,7:36:23,43.39669,-124.74881,254.169,-999,403.07,1019.4,1021.255,15.91,15.6485,32.0573,247.6,397.87,-150.26,2,
332220190725,PMEL,Shimada,206.319,25072019,7:39:22,43.39666,-124.75013,254.094,-999,403.06,1019.57,1021.3651,15.92,15.6566,32.0566,247.55,397.9,-150.35,2,
332220190725,PMEL,Shimada,206.32108,25072019,7:42:21,43.3966,-124.75136,253.965,-999,403.05,1019.38,1021.2249,15.94,15.6741,32.0551,247.35,397.83,-150.48,2,
332220190725,PMEL,Shimada,206.32315,25072019,7:45:20,43.39585,-124.75246,254.042,-999,403.04,1019.38,1021.2949,15.95,15.6827,32.0548,247.4,397.84,-150.44,2,
332220190725,PMEL,Shimada,206.32522,25072019,7:48:19,43.39593,-124.75369,253.262,-999,403.03,1019.43,1021.505,15.98,15.7098,32.0505,246.62,397.91,-151.29,2,
332220190725,PMEL,Shimada,206.32729,25072019,7:51:18,43.396,-124.75357,253.633,-999,403.03,1019.42,1021.3249,15.96,15.697,32.0542,247.06,397.83,-150.78,2,
332220190725,PMEL,Shimada,206.32936,25072019,7:54:17,43.39824,-124.75328,253.333,-999,403.02,1019.27,1021.505,15.99,15.7242,32.0527,246.69,397.89,-151.19,2,
332220190725,PMEL,Shimada,206.33144,25072019,7:57:16,43.40276,-124.74972,252.805,-999,403.01,1018.95,1020.8143,15.96,15.7151,32.0504,246.32,397.61,-151.28,2,
332220190725,PMEL,Shimada,206.33351,25072019,8:00:15,43.40398,-124.74186,254.075,-999,403,1018.96,1021.0354,15.77,15.5541,32.0518,247.92,397.76,-149.84,2,
332220190725,PMEL,Shimada,206.33558,25072019,8:03:14,43.40461,-124.73382,252.683,-999,402.99,1019.07,1020.7847,15.85,15.5784,32.0255,245.99,397.64,-151.65,2,
332220190725,PMEL,Shimada,206.33764,25072019,8:06:12,43.40523,-124.7259,252.494,-999,402.99,1018.93,1020.905,15.81,15.5443,32.0297,245.84,397.69,-151.85,2,
332220190725,PMEL,Shimada,206.33971,25072019,8:09:11,43.40579,-124.71791,252.544,-999,402.98,1019.2,1020.8846,15.91,15.6321,32.0182,245.8,397.64,-151.84,2,
332220190725,PMEL,Shimada,206.34178,25072019,8:12:10,43.40626,-124.71009,255.229,-999,402.97,1019.12,1020.8948,15.87,15.6245,32.032,248.75,397.64,-148.89,2,
332220190725,PMEL,Shimada,206.34385,25072019,8:15:09,43.40648,-124.70202,259.636,-999,402.96,1018.92,1020.7046,15.85,15.5913,32.0556,252.85,397.57,-144.71,2,
332220190725,PMEL,Shimada,206.34593,25072019,8:18:08,43.40606,-124.69379,261.329,-999,402.95,1019.14,1020.9042,16.01,15.7099,32.1311,254.07,397.59,-143.52,2,
332220190725,PMEL,Shimada,206.348,25072019,8:21:07,43.40383,-124.68601,260.929,-999,402.94,1018.92,1020.8837,16.12,15.8477,32.2257,253.89,397.51,-143.62,2,
332220190725,PMEL,Shimada,206.35007,25072019,8:24:06,43.40066,-124.67844,261.343,-999,402.94,1019.12,1020.8135,16.16,15.9054,32.3234,254.53,397.45,-142.93,2,
332220190725,PMEL,Shimada,206.35215,25072019,8:27:06,43.39763,-124.67104,261.173,-999,402.93,1018.94,1020.7737,16.09,15.8617,32.3821,254.62,397.45,-142.83,2,
332220190725,PMEL,Shimada,206.35422,25072019,8:30:05,43.39738,-124.66975,261.071,-999,402.92,1019.02,1020.8838,16.1,15.8527,32.3931,254.33,397.49,-143.16,2,
332220190725,PMEL,Shimada,206.35628,25072019,8:33:03,43.3967,-124.67081,261.282,-999,402.91,1018.99,1020.8039,16.05,15.8038,32.3925,254.56,397.47,-142.92,2,
332220190725,PMEL,Shimada,206.35861,25072019,8:36:24,43.39623,-124.67219,261.493,-999,402.9,1019.19,1020.7438,16.07,15.8079,32.3922,254.63,397.44,-142.8,2,
332220190725,PMEL,Shimada,206.36069,25072019,8:39:24,43.3964,-124.67315,261.375,-999,402.89,1019.21,1020.8138,16.07,15.8131,32.3887,254.58,397.45,-142.87,2,
332220190725,PMEL,Shimada,206.36277,25072019,8:42:23,43.39621,-124.6739,261.574,-999,402.89,1019.07,1020.7037,16.07,15.811,32.3882,254.72,397.4,-142.69,2,
332220190725,PMEL,Shimada,206.36484,25072019,8:45:22,43.3961,-124.67485,261.734,-999,402.88,1019.04,1020.7237,16.08,15.8196,32.3866,254.85,397.4,-142.55,2,
332220190725,PMEL,Shimada,206.36691,25072019,8:48:21,43.39617,-124.67574,261.705,-999,402.87,1019.09,1020.6436,16.09,15.8369,32.3839,254.91,397.35,-142.44,2,
332220190725,PMEL,Shimada,206.36898,25072019,8:51:20,43.39636,-124.67654,261.585,-999,402.86,1018.95,1020.7737,16.09,15.8355,32.3812,254.74,397.4,-142.66,2,
332220190725,PMEL,Shimada,206.37105,25072019,8:54:19,43.3974,-124.67718,261.456,-999,402.85,1018.63,1020.6535,16.11,15.8523,32.3765,254.49,397.33,-142.84,2,
332220190725,PMEL,Shimada,206.37312,25072019,8:57:18,43.39864,-124.6733,261.489,-999,402.85,1018.31,1020.4233,16.09,15.8351,32.3735,254.48,397.24,-142.76,2,
332220190725,PMEL,Shimada,206.3752,25072019,9:00:17,43.39857,-124.66458,260.01,-999,402.84,1018.66,1020.5236,16.04,15.7941,32.4218,253.24,397.29,-144.05,2,
332220190725,PMEL,Shimada,206.37727,25072019,9:03:16,43.39846,-124.65456,258.626,-999,402.83,1018.83,1020.4641,15.9,15.6634,32.4834,252.07,397.31,-145.24,2,
332220190725,PMEL,Shimada,206.37934,25072019,9:06:15,43.39834,-124.64442,257.632,-999,402.82,1018.83,1020.3346,15.75,15.5051,32.5088,251.05,397.32,-146.27,2,
332220190725,PMEL,Shimada,206.38141,25072019,9:09:14,43.39823,-124.63467,254.829,-999,402.81,1018.61,1020.5146,15.8,15.5408,32.5771,248.11,397.37,-149.27,2,
332220190725,PMEL,Shimada,206.38348,25072019,9:12:13,43.39811,-124.6249,254.078,-999,402.8,1018.8,1020.5949,15.75,15.5037,32.6232,247.57,397.41,-149.84,2,
332220190725,PMEL,Shimada,206.38556,25072019,9:15:12,43.39787,-124.61504,253.171,-999,402.8,1018.85,1020.525,15.72,15.4718,32.6486,246.69,397.39,-150.7,2,
332220190725,PMEL,Shimada,206.38763,25072019,9:18:11,43.39749,-124.60499,251.058,-999,402.79,1018.8,1020.3648,15.72,15.4576,32.6535,244.47,397.32,-152.85,2,
332220190725,PMEL,Shimada,206.38969,25072019,9:21:09,43.39725,-124.59492,247.623,-999,402.78,1018.79,1020.4847,15.77,15.5216,32.6404,241.25,397.34,-156.08,2,
332220190725,PMEL,Shimada,206.39176,25072019,9:24:08,43.3975,-124.58908,246.44,-999,402.77,1018.89,1020.6849,15.79,15.539,32.622,240.09,397.4,-157.31,2,
332220190725,PMEL,Shimada,206.39383,25072019,9:27:07,43.3974,-124.59,246.17,-999,402.76,1019.08,1020.785,15.79,15.5358,32.6188,239.84,397.43,-157.59,2,
332220190725,PMEL,Shimada,206.3959,25072019,9:30:06,43.39689,-124.59073,246.033,-999,402.76,1019.02,1020.6448,15.8,15.5371,32.6161,239.6,397.37,-157.77,2,
332220190725,PMEL,Shimada,206.39797,25072019,9:33:05,43.39636,-124.59186,246.331,-999,402.75,1018.96,1020.705,15.77,15.5288,32.6169,240.11,397.39,-157.28,2,
332220190725,PMEL,Shimada,206.40029,25072019,9:36:25,43.39608,-124.59278,246.875,-999,402.74,1018.86,1020.6348,15.78,15.5328,32.6173,240.55,397.35,-156.8,2,
332220190725,PMEL,Shimada,206.40236,25072019,9:39:24,43.3962,-124.59407,246.356,-999,402.73,1018.75,1020.5046,15.79,15.5354,32.6136,239.94,397.29,-157.35,2,
332220190725,PMEL,Shimada,206.41463,25072019,9:57:04,43.39702,-124.55923,-999,403.022,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,
332220190725,PMEL,Shimada,206.41597,25072019,9:59:00,43.39699,-124.54874,-999,402.689,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,
332220190725,PMEL,Shimada,206.41733,25072019,10:00:57,43.39693,-124.54169,-999,402.647,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,
332220190725,PMEL,Shimada,206.41868,25072019,10:02:54,43.39684,-124.53472,-999,402.629,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,
332220190725,PMEL,Shimada,206.42003,25072019,10:04:51,43.39674,-124.52779,-999,402.557,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,
332220190725,PMEL,Shimada,206.42139,25072019,10:06:48,43.3966,-124.52083,-999,402.463,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,
332220190725,PMEL,Shimada,206.42652,25072019,10:14:11,43.39633,-124.51379,266.824,-999,403.23,1018.25,1020.1088,14.69,14.6769,32.679,262.71,397.98,-135.27,2,
332220190725,PMEL,Shimada,206.42859,25072019,10:17:10,43.39498,-124.48676,266.51,-999,403.37,1018.11,1020.0102,14.33,14.2139,32.8676,261.32,398.26,-136.94,2,
332220190725,PMEL,Shimada,206.43066,25072019,10:20:09,43.39444,-124.47567,273.637,-999,403.51,1018.18,1019.9924,13.8,13.619,32.9763,267.73,398.62,-130.89,2,
332220190725,PMEL,Shimada,206.43273,25072019,10:23:08,43.39398,-124.46459,292.472,-999,403.64,1018.23,1020.0147,13.25,13.0488,33.0777,286.08,398.97,-112.9,2,
332220190725,PMEL,Shimada,206.4348,25072019,10:26:07,43.39356,-124.45375,323.737,-999,403.78,1018.11,1020.016,12.94,12.6747,33.1191,315.85,399.24,-83.39,2,
332220190725,PMEL,Shimada,206.43687,25072019,10:29:06,43.39311,-124.44426,352.007,-999,403.92,1018.22,1020.1078,12.55,12.3027,33.1581,343.86,399.55,-55.69,2,
332220190725,PMEL,Shimada,206.43894,25072019,10:32:04,43.39259,-124.43543,382.576,-999,404.06,1018.23,1020.1699,12.09,11.8882,33.1879,374.59,399.85,-25.26,2,
332220190725,PMEL,Shimada,206.44126,25072019,10:35:25,43.392,-124.42661,446.67,-999,404.21,1018.3,1020.1217,11.64,11.4208,33.2536,437.22,400.14,37.08,2,
