#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2018 05 31 23 00 304  9.9 999 99.0 9999
2018 05 31 23 10 303 10.1 999 99.0 9999
2018 05 31 23 20 302 10.1 999 99.0 9999
2018 05 31 23 30 301 10.4 999 99.0 9999
2018 05 31 23 40 303 10.3 999 99.0 9999
2018 05 31 23 50 304 10.0 304 12.3 2331
2018 06 01 00 00 306 10.3 999 99.0 9999
2018 06 01 00 10 305 10.4 999 99.0 9999
2018 06 01 00 20 306  9.5 999 99.0 9999
2018 06 01 00 30 309  9.2 999 99.0 9999
2018 06 01 00 40 311  9.4 999 99.0 9999
2018 06 01 00 50 310  9.4 301 12.4 0008
2018 06 01 01 00 312  9.0 999 99.0 9999
2018 06 01 01 10 311  9.1 999 99.0 9999
2018 06 01 01 20 312  8.9 999 99.0 9999
2018 06 01 01 30 312  9.3 999 99.0 9999
2018 06 01 01 40 314  8.8 999 99.0 9999
2018 06 01 01 50 315  8.4 313 11.3 0122
2018 06 01 02 00 317  8.6 999 99.0 9999
2018 06 01 02 10 318  8.5 999 99.0 9999
2018 06 01 02 20 316  9.0 999 99.0 9999
2018 06 01 02 30 314  8.9 999 99.0 9999
2018 06 01 02 40 314  8.5 999 99.0 9999
2018 06 01 02 50 315  8.8 319 10.7 0215
2018 06 01 03 00 314  9.1 999 99.0 9999
2018 06 01 03 10 315  8.9 999 99.0 9999
2018 06 01 03 20 316  9.3 999 99.0 9999
2018 06 01 03 30 318  9.2 999 99.0 9999
2018 06 01 03 40 315  9.3 999 99.0 9999
2018 06 01 03 50 315  9.7 314 11.6 0340
2018 06 01 04 00 312  9.7 999 99.0 9999
2018 06 01 04 10 312  9.5 999 99.0 9999
2018 06 01 04 20 315  9.0 999 99.0 9999
2018 06 01 04 30 316  9.0 999 99.0 9999
2018 06 01 04 40 317  9.2 999 99.0 9999
2018 06 01 04 50 320  9.1 312 12.1 0403
2018 06 01 05 00 317  9.0 999 99.0 9999
2018 06 01 05 10 320  8.8 999 99.0 9999
2018 06 01 05 20 318  8.3 999 99.0 9999
2018 06 01 05 30 320  8.4 999 99.0 9999
2018 06 01 05 40 320  8.8 999 99.0 9999
2018 06 01 05 50 322  8.6 317 11.0 0459
2018 06 01 06 00 322  8.8 999 99.0 9999
2018 06 01 06 10 324  8.3 999 99.0 9999
2018 06 01 06 20 326  7.9 999 99.0 9999
2018 06 01 06 30 326  7.9 999 99.0 9999
2018 06 01 06 40 326  7.9 999 99.0 9999
2018 06 01 06 50 324  7.6 318 10.5 0600
2018 06 01 07 00 326  7.9 999 99.0 9999
2018 06 01 07 10 325  8.0 999 99.0 9999
2018 06 01 07 20 326  7.9 999 99.0 9999
2018 06 01 07 30 329  8.6 999 99.0 9999
2018 06 01 07 40 330  8.3 999 99.0 9999
2018 06 01 07 50 331  8.4 321 10.5 0703
2018 06 01 08 00 332  8.0 999 99.0 9999
2018 06 01 08 10 332  7.8 999 99.0 9999
2018 06 01 08 20 335  7.6 999 99.0 9999
2018 06 01 08 30 337  7.2 999 99.0 9999
2018 06 01 08 40 334  7.0 999 99.0 9999
2018 06 01 08 50 335  7.0 330  9.4 0752
2018 06 01 09 00 334  7.3 999 99.0 9999
2018 06 01 09 10 332  7.7 999 99.0 9999
2018 06 01 09 20 334  7.6 999 99.0 9999
2018 06 01 09 30 331  7.5 999 99.0 9999
2018 06 01 09 40 332  8.0 999 99.0 9999
2018 06 01 09 50 332  7.9 332  9.9 0931
2018 06 01 10 00 332  7.6 999 99.0 9999
2018 06 01 10 10 335  7.7 999 99.0 9999
2018 06 01 10 20 335  8.2 999 99.0 9999
2018 06 01 10 30 338  8.1 999 99.0 9999
2018 06 01 10 40 339  8.6 999 99.0 9999
2018 06 01 10 50 339  8.5 344 10.2 1038
2018 06 01 11 00 338  8.4 999 99.0 9999
2018 06 01 11 10 338  8.1 999 99.0 9999
