#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 01 01 00 21 999 99.0 99.0  3.17 11.11  8.93 297 9999.0 999.0  12.1 999.0 99.0 99.00
2012 01 01 00 51 999 99.0 99.0  3.01 14.29  8.67 290 9999.0 999.0  12.0 999.0 99.0 99.00
2012 01 01 01 21 999 99.0 99.0  2.92 15.38  8.85 280 9999.0 999.0  12.0 999.0 99.0 99.00
2012 01 01 01 51 999 99.0 99.0  2.81 13.33  8.77 289 9999.0 999.0  12.0 999.0 99.0 99.00
2012 01 01 02 21 999 99.0 99.0  3.04 10.53  9.25 306 9999.0 999.0  12.0 999.0 99.0 99.00
2012 01 01 02 51 999 99.0 99.0  3.06 12.50  9.57 294 9999.0 999.0  12.0 999.0 99.0 99.00
2012 01 01 03 21 999 99.0 99.0  2.88 11.76  9.73 303 9999.0 999.0  12.0 999.0 99.0 99.00
2012 01 01 03 51 999 99.0 99.0  2.82 13.33  9.65 283 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 01 04 21 999 99.0 99.0  2.84 13.33  9.65 296 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 01 04 51 999 99.0 99.0  2.72 13.33  9.49 297 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 01 05 21 999 99.0 99.0  2.94 12.50  9.80 301 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 01 05 51 999 99.0 99.0  3.11 13.33 10.33 289 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 01 06 21 999 99.0 99.0  2.95 12.50 10.08 297 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 01 06 51 999 99.0 99.0  2.84 12.50  9.63 289 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 01 07 21 999 99.0 99.0  2.68 11.76  9.48 304 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 01 07 51 999 99.0 99.0  2.78 13.33  9.91 287 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 01 08 21 999 99.0 99.0  2.53 13.33  9.59 293 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 01 08 51 999 99.0 99.0  3.04 13.33 10.32 296 9999.0 999.0  11.8 999.0 99.0 99.00
2012 01 01 09 21 999 99.0 99.0  2.87 12.50 10.15 308 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 01 09 51 999 99.0 99.0  2.82 13.33 10.38 297 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 01 10 21 999 99.0 99.0  2.85 13.33 10.43 287 9999.0 999.0  11.8 999.0 99.0 99.00
2012 01 01 10 51 999 99.0 99.0  2.66 13.33 10.09 301 9999.0 999.0  11.8 999.0 99.0 99.00
2012 01 01 11 21 999 99.0 99.0  2.65 14.29 10.35 297 9999.0 999.0  11.8 999.0 99.0 99.00
2012 01 01 11 51 999 99.0 99.0  2.80 13.33 10.59 294 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 01 12 21 999 99.0 99.0  2.56 13.33 10.22 303 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 01 12 51 999 99.0 99.0  2.47 13.33 10.29 297 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 01 13 21 999 99.0 99.0  2.66 11.76 10.17 304 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 01 13 51 999 99.0 99.0  2.64 12.50 10.22 303 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 01 14 21 999 99.0 99.0  2.66 12.50 10.35 306 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 01 14 51 999 99.0 99.0  2.51 11.76 10.20 310 9999.0 999.0  11.8 999.0 99.0 99.00
2012 01 01 15 21 999 99.0 99.0  2.62 13.33 10.54 291 9999.0 999.0  11.8 999.0 99.0 99.00
2012 01 01 15 51 999 99.0 99.0  2.44 11.76 10.24 294 9999.0 999.0  11.8 999.0 99.0 99.00
2012 01 01 16 21 999 99.0 99.0  2.48 13.33 10.28 298 9999.0 999.0  11.8 999.0 99.0 99.00
2012 01 01 16 51 999 99.0 99.0  2.48 13.33 10.37 291 9999.0 999.0  11.8 999.0 99.0 99.00
2012 01 01 17 21 999 99.0 99.0  2.55 13.33 10.52 296 9999.0 999.0  11.8 999.0 99.0 99.00
2012 01 01 17 51 999 99.0 99.0  2.27 11.76 10.30 300 9999.0 999.0  11.8 999.0 99.0 99.00
2012 01 01 18 21 999 99.0 99.0  2.26 13.33 10.01 286 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 01 18 51 999 99.0 99.0  2.13 11.11  9.62 301 9999.0 999.0  12.0 999.0 99.0 99.00
2012 01 01 19 21 999 99.0 99.0  2.51 13.33 10.48 284 9999.0 999.0  12.2 999.0 99.0 99.00
2012 01 01 19 51 999 99.0 99.0  2.26 12.50 10.56 300 9999.0 999.0  12.1 999.0 99.0 99.00
2012 01 01 20 21 999 99.0 99.0  2.32  9.88 10.04 300 9999.0 999.0  12.3 999.0 99.0 99.00
2012 01 01 20 51 999 99.0 99.0  2.09 11.76  9.99 296 9999.0 999.0  12.5 999.0 99.0 99.00
2012 01 01 21 21 999 99.0 99.0  2.11 13.33 10.04 286 9999.0 999.0  12.3 999.0 99.0 99.00
2012 01 01 21 51 999 99.0 99.0  2.17 12.50  9.83 301 9999.0 999.0  12.3 999.0 99.0 99.00
2012 01 01 22 21 999 99.0 99.0  1.77 11.11  9.36 294 9999.0 999.0  11.8 999.0 99.0 99.00
2012 01 01 22 51 999 99.0 99.0  1.87 11.76  9.39 301 9999.0 999.0  11.8 999.0 99.0 99.00
2012 01 01 23 21 999 99.0 99.0  2.05 10.53  9.55 301 9999.0 999.0  11.8 999.0 99.0 99.00
2012 01 01 23 51 999 99.0 99.0  1.63 12.50  8.80 277 9999.0 999.0  11.7 999.0 99.0 99.00
2012 01 02 00 21 999 99.0 99.0  1.82 11.76  9.35 301 9999.0 999.0  11.7 999.0 99.0 99.00
2012 01 02 00 51 999 99.0 99.0  1.76 11.76  9.25 290 9999.0 999.0  11.7 999.0 99.0 99.00
2012 01 02 01 21 999 99.0 99.0  1.55 11.11  8.87 298 9999.0 999.0  11.8 999.0 99.0 99.00
2012 01 02 01 51 999 99.0 99.0  1.67 11.76  9.14 301 9999.0 999.0  12.1 999.0 99.0 99.00
2012 01 02 02 21 999 99.0 99.0  1.53 13.33  9.02 265 9999.0 999.0  12.1 999.0 99.0 99.00
2012 01 02 02 51 999 99.0 99.0  1.51 11.11  7.94 284 9999.0 999.0  12.0 999.0 99.0 99.00
2012 01 02 03 21 999 99.0 99.0  1.58 13.33  7.61 287 9999.0 999.0  12.0 999.0 99.0 99.00
2012 01 02 03 51 999 99.0 99.0  1.77 13.33  7.46 294 9999.0 999.0  12.2 999.0 99.0 99.00
2012 01 02 04 21 999 99.0 99.0  1.66 11.11  7.20 283 9999.0 999.0  12.2 999.0 99.0 99.00
2012 01 02 04 51 999 99.0 99.0  1.63 11.76  6.73 293 9999.0 999.0  12.1 999.0 99.0 99.00
2012 01 02 05 21 999 99.0 99.0  1.86 10.53  7.28 297 9999.0 999.0  12.1 999.0 99.0 99.00
2012 01 02 05 51 999 99.0 99.0  1.64 13.33  6.31 276 9999.0 999.0  12.2 999.0 99.0 99.00
2012 01 02 06 21 999 99.0 99.0  1.68 12.50  6.55 276 9999.0 999.0  12.2 999.0 99.0 99.00
2012 01 02 08 21 999 99.0 99.0  1.54 13.33  6.09 282 9999.0 999.0  12.0 999.0 99.0 99.00
2012 01 02 08 51 999 99.0 99.0  1.58 11.76  5.97 287 9999.0 999.0  12.0 999.0 99.0 99.00
2012 01 02 09 21 999 99.0 99.0  1.47 11.76  6.23 294 9999.0 999.0  12.1 999.0 99.0 99.00
2012 01 02 09 51 999 99.0 99.0  1.45 11.11  6.20 284 9999.0 999.0  12.0 999.0 99.0 99.00
2012 01 02 10 21 999 99.0 99.0  1.47  9.88  5.93 294 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 02 10 51 999 99.0 99.0  1.38 12.50  5.70 279 9999.0 999.0  11.8 999.0 99.0 99.00
2012 01 02 11 21 999 99.0 99.0  1.35 12.50  5.91 246 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 02 11 51 999 99.0 99.0  1.20 10.53  5.54 297 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 02 12 21 999 99.0 99.0  1.38  9.88  5.79 290 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 02 12 51 999 99.0 99.0  1.34 12.50  6.27 279 9999.0 999.0  12.0 999.0 99.0 99.00
2012 01 02 13 21 999 99.0 99.0  1.22 12.50  5.85 249 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 02 13 51 999 99.0 99.0  1.16 12.50  6.17 263 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 02 14 21 999 99.0 99.0  1.11 12.50  6.46 272 9999.0 999.0  11.8 999.0 99.0 99.00
2012 01 02 14 51 999 99.0 99.0  1.08 12.50  6.48 269 9999.0 999.0  11.8 999.0 99.0 99.00
2012 01 02 15 51 999 99.0 99.0  1.06 12.50  6.56 276 9999.0 999.0  11.7 999.0 99.0 99.00
2012 01 02 16 21 999 99.0 99.0  1.01 11.76  6.53 256 9999.0 999.0  11.8 999.0 99.0 99.00
2012 01 02 16 51 999 99.0 99.0  1.06 12.50  6.95 249 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 02 17 21 999 99.0 99.0  0.99 11.76  7.05 266 9999.0 999.0  11.9 999.0 99.0 99.00
2012 01 02 17 51 999 99.0 99.0  1.07 11.76  7.57 289 9999.0 999.0  11.9 999.0 99.0 99.00
