#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 01 03 11 10 999 99.0 99.0  3.16 12.50 10.38 288 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 03 11 40 999 99.0 99.0  3.30 13.33 10.35 283 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 03 12 10 999 99.0 99.0  3.33 11.76 10.27 299 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 03 12 40 999 99.0 99.0  2.81 12.50  9.81 301 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 03 13 10 999 99.0 99.0  2.62 10.53  9.33 302 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 03 13 40 999 99.0 99.0  3.10 12.50  9.93 294 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 03 14 10 999 99.0 99.0  2.63 12.50  9.65 290 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 03 14 40 999 99.0 99.0  2.80 12.50  9.89 288 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 03 15 10 999 99.0 99.0  2.54 11.11  9.26 291 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 03 15 40 999 99.0 99.0  2.40 12.50  9.19 278 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 03 16 10 999 99.0 99.0  2.49 12.50  9.19 292 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 03 16 40 999 99.0 99.0  2.43 11.76  9.49 292 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 03 17 10 999 99.0 99.0  2.27 11.76  9.08 294 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 03 17 40 999 99.0 99.0  2.33 12.50  9.34 284 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 03 18 10 999 99.0 99.0  2.12 11.76  8.92 302 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 03 18 40 999 99.0 99.0  2.16 11.76  9.18 284 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 03 19 40 999 99.0 99.0  2.02 11.11  9.04 298 9999.0 999.0  13.4 999.0 99.0 99.00
2010 01 03 20 10 999 99.0 99.0  1.89 12.50  8.59 294 9999.0 999.0  13.5 999.0 99.0 99.00
2010 01 03 20 40 999 99.0 99.0  1.85 11.76  8.56 284 9999.0 999.0  13.6 999.0 99.0 99.00
2010 01 03 21 10 999 99.0 99.0  2.00 11.76  8.77 301 9999.0 999.0  13.7 999.0 99.0 99.00
2010 01 03 21 40 999 99.0 99.0  2.07 11.76  9.29 288 9999.0 999.0  13.9 999.0 99.0 99.00
2010 01 03 22 10 999 99.0 99.0  1.97 11.76  9.37 285 9999.0 999.0  13.9 999.0 99.0 99.00
2010 01 03 22 40 999 99.0 99.0  1.84 11.76  9.11 285 9999.0 999.0  13.9 999.0 99.0 99.00
2010 01 03 23 10 999 99.0 99.0  1.96 11.76  9.17 298 9999.0 999.0  14.0 999.0 99.0 99.00
2010 01 03 23 40 999 99.0 99.0  1.69 11.76  8.91 283 9999.0 999.0  14.2 999.0 99.0 99.00
2010 01 04 00 10 999 99.0 99.0  1.75 11.11  9.11 294 9999.0 999.0  13.9 999.0 99.0 99.00
2010 01 04 00 40 999 99.0 99.0  1.79 11.11  9.18 294 9999.0 999.0  13.9 999.0 99.0 99.00
2010 01 04 01 10 999 99.0 99.0  1.71 11.11  9.15 290 9999.0 999.0  13.9 999.0 99.0 99.00
2010 01 04 01 40 999 99.0 99.0  1.76 11.76  9.20 285 9999.0 999.0  13.7 999.0 99.0 99.00
2010 01 04 02 10 999 99.0 99.0  1.81 11.11  9.38 284 9999.0 999.0  13.6 999.0 99.0 99.00
2010 01 04 02 40 999 99.0 99.0  1.75 11.11  9.11 291 9999.0 999.0  13.6 999.0 99.0 99.00
2010 01 04 03 40 999 99.0 99.0  1.62 10.53  9.24 288 9999.0 999.0  13.4 999.0 99.0 99.00
2010 01 04 04 10 999 99.0 99.0  1.86 10.53  9.40 299 9999.0 999.0  13.4 999.0 99.0 99.00
2010 01 04 04 40 999 99.0 99.0  1.68 11.11  9.15 295 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 04 05 10 999 99.0 99.0  1.71 10.53  9.32 295 9999.0 999.0  13.4 999.0 99.0 99.00
2010 01 04 05 40 999 99.0 99.0  1.60 10.53  9.18 302 9999.0 999.0  13.5 999.0 99.0 99.00
2010 01 04 06 10 999 99.0 99.0  1.62 10.53  9.28 307 9999.0 999.0  13.5 999.0 99.0 99.00
2010 01 04 06 40 999 99.0 99.0  1.67 10.53  9.22 307 9999.0 999.0  13.5 999.0 99.0 99.00
2010 01 04 07 10 999 99.0 99.0  1.57  9.88  8.88 298 9999.0 999.0  13.5 999.0 99.0 99.00
2010 01 04 07 40 999 99.0 99.0  1.69 10.53  9.05 292 9999.0 999.0  13.6 999.0 99.0 99.00
2010 01 04 08 10 999 99.0 99.0  1.52 11.11  8.85 297 9999.0 999.0  13.5 999.0 99.0 99.00
2010 01 04 08 40 999 99.0 99.0  1.47 11.11  8.91 291 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 04 09 10 999 99.0 99.0  1.50 10.53  8.95 294 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 04 09 40 999 99.0 99.0  1.48  9.88  9.29 304 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 04 10 10 999 99.0 99.0  1.43  9.88  9.06 304 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 04 10 40 999 99.0 99.0  1.50  9.88  9.20 297 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 04 11 10 999 99.0 99.0  1.60  9.88  8.98 305 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 04 11 40 999 99.0 99.0  1.32 12.50  8.97 266 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 04 12 10 999 99.0 99.0  1.50 11.11  9.06 273 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 04 12 40 999 99.0 99.0  1.43 10.53  8.89 301 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 04 13 10 999 99.0 99.0  1.36 10.53  8.73 291 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 04 13 40 999 99.0 99.0  1.34 10.53  8.93 290 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 04 14 10 999 99.0 99.0  1.47  9.88  9.20 294 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 04 14 40 999 99.0 99.0  1.38 10.53  9.02 291 9999.0 999.0  13.1 999.0 99.0 99.00
2010 01 04 15 10 999 99.0 99.0  1.37 10.53  8.76 302 9999.0 999.0  13.1 999.0 99.0 99.00
2010 01 04 15 40 999 99.0 99.0  1.31 10.53  9.31 288 9999.0 999.0  13.1 999.0 99.0 99.00
2010 01 04 16 10 999 99.0 99.0  1.20  9.88  8.88 295 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 04 16 40 999 99.0 99.0  1.23 11.11  9.30 266 9999.0 999.0  13.1 999.0 99.0 99.00
2010 01 04 17 10 999 99.0 99.0  1.10 12.50  8.55 270 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 04 17 40 999 99.0 99.0  1.16 12.50  8.69 264 9999.0 999.0  13.2 999.0 99.0 99.00
2010 01 04 18 10 999 99.0 99.0  1.17 13.33  8.93 253 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 04 18 40 999 99.0 99.0  1.11 11.11  8.65 276 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 04 19 10 999 99.0 99.0  1.16 11.76  8.73 285 9999.0 999.0  13.4 999.0 99.0 99.00
2010 01 04 19 40 999 99.0 99.0  1.15 10.53  8.69 287 9999.0 999.0  13.6 999.0 99.0 99.00
2010 01 04 23 40 999 99.0 99.0  1.21  9.88  8.88 281 9999.0 999.0  13.5 999.0 99.0 99.00
2010 01 05 00 10 999 99.0 99.0  1.19 16.67  9.22 294 9999.0 999.0  13.5 999.0 99.0 99.00
2010 01 05 00 40 999 99.0 99.0  1.38 16.67  9.70 292 9999.0 999.0  13.5 999.0 99.0 99.00
2010 01 05 01 10 999 99.0 99.0  1.38 16.67  9.66 287 9999.0 999.0  13.5 999.0 99.0 99.00
