#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 01 01 00 40 999 99.0 99.0  2.33 12.50  7.59 312 9999.0 999.0  11.6 999.0 99.0 99.00
2009 01 01 01 10 999 99.0 99.0  2.43 13.33  7.76 308 9999.0 999.0  11.6 999.0 99.0 99.00
2009 01 01 02 10 999 99.0 99.0  2.37 13.33  6.78 307 9999.0 999.0  11.6 999.0 99.0 99.00
2009 01 01 02 40 999 99.0 99.0  2.68 11.11  7.07 309 9999.0 999.0  11.6 999.0 99.0 99.00
2009 01 01 03 10 999 99.0 99.0  2.40 13.33  6.72 295 9999.0 999.0  11.6 999.0 99.0 99.00
2009 01 01 03 40 999 99.0 99.0  2.32 13.33  6.96 314 9999.0 999.0  11.6 999.0 99.0 99.00
2009 01 01 04 10 999 99.0 99.0  2.39 13.33  6.65 311 9999.0 999.0  11.6 999.0 99.0 99.00
2009 01 01 04 40 999 99.0 99.0  2.27 11.76  6.40 307 9999.0 999.0  11.6 999.0 99.0 99.00
2009 01 01 05 40 999 99.0 99.0  2.08 13.33  6.33 305 9999.0 999.0  11.6 999.0 99.0 99.00
2009 01 01 06 10 999 99.0 99.0  2.34 12.50  6.51 307 9999.0 999.0  11.7 999.0 99.0 99.00
2009 01 01 06 40 999 99.0 99.0  2.32 13.33  6.48 305 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 07 10 999 99.0 99.0  2.15 13.33  6.33 304 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 08 10 999 99.0 99.0  2.12 13.33  6.48 305 9999.0 999.0  11.8 999.0 99.0 99.00
2009 01 01 08 40 999 99.0 99.0  2.12 11.11  6.32 308 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 09 10 999 99.0 99.0  2.11 12.50  6.46 316 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 09 40 999 99.0 99.0  2.07 11.76  6.62 315 9999.0 999.0  12.0 999.0 99.0 99.00
2009 01 01 10 10 999 99.0 99.0  2.01 12.50  6.96 308 9999.0 999.0  12.0 999.0 99.0 99.00
2009 01 01 10 40 999 99.0 99.0  2.11 12.50  7.08 312 9999.0 999.0  12.0 999.0 99.0 99.00
2009 01 01 11 10 999 99.0 99.0  2.29 11.76  7.78 312 9999.0 999.0  12.0 999.0 99.0 99.00
2009 01 01 11 40 999 99.0 99.0  2.14 11.76  7.12 312 9999.0 999.0  12.0 999.0 99.0 99.00
2009 01 01 12 10 999 99.0 99.0  2.19 11.76  7.15 311 9999.0 999.0  12.0 999.0 99.0 99.00
2009 01 01 12 40 999 99.0 99.0  2.22 13.33  7.47 307 9999.0 999.0  12.0 999.0 99.0 99.00
2009 01 01 13 10 999 99.0 99.0  2.38 12.50  7.88 316 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 13 40 999 99.0 99.0  2.20 11.76  7.32 309 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 14 10 999 99.0 99.0  2.21 12.50  7.21 311 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 14 40 999 99.0 99.0  2.12 11.76  6.86 319 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 15 10 999 99.0 99.0  2.43 12.50  7.47 311 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 15 40 999 99.0 99.0  2.39 11.76  7.16 311 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 16 10 999 99.0 99.0  2.31 11.76  7.15 309 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 16 40 999 99.0 99.0  2.39 11.76  7.02 312 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 17 10 999 99.0 99.0  2.38 11.76  7.20 314 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 17 40 999 99.0 99.0  2.50 12.50  7.32 314 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 18 10 999 99.0 99.0  2.40 11.11  6.83 311 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 18 40 999 99.0 99.0  2.38 10.53  6.97 308 9999.0 999.0  11.9 999.0 99.0 99.00
2009 01 01 19 10 999 99.0 99.0  2.30 10.53  6.93 314 9999.0 999.0  11.9 999.0 99.0 99.00
