#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2014 01 01 00 29 999 99.0 99.0  2.06 13.33  8.81 301 9999.0 999.0  12.9 999.0 99.0 99.00
2014 01 01 00 59 999 99.0 99.0  2.11 13.33  9.24 301 9999.0 999.0  12.9 999.0 99.0 99.00
2014 01 01 01 29 999 99.0 99.0  1.96 13.33  8.65 294 9999.0 999.0  12.8 999.0 99.0 99.00
2014 01 01 01 59 999 99.0 99.0  2.06 15.38  8.34 282 9999.0 999.0  12.8 999.0 99.0 99.00
2014 01 01 02 29 999 99.0 99.0  2.13 13.33  9.15 304 9999.0 999.0  12.8 999.0 99.0 99.00
2014 01 01 02 59 999 99.0 99.0  2.07 14.29  8.37 294 9999.0 999.0  12.9 999.0 99.0 99.00
2014 01 01 03 29 999 99.0 99.0  1.95 13.33  8.48 294 9999.0 999.0  12.9 999.0 99.0 99.00
2014 01 01 03 59 999 99.0 99.0  2.04 15.38  8.51 290 9999.0 999.0  12.9 999.0 99.0 99.00
2014 01 01 04 29 999 99.0 99.0  2.14 15.38  8.69 300 9999.0 999.0  12.9 999.0 99.0 99.00
2014 01 01 04 59 999 99.0 99.0  1.80 14.29  8.11 301 9999.0 999.0  13.0 999.0 99.0 99.00
2014 01 01 05 29 999 99.0 99.0  1.93 15.38  8.17 283 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 01 05 59 999 99.0 99.0  1.94 13.33  8.44 300 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 01 06 29 999 99.0 99.0  1.89 14.29  7.97 297 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 01 06 59 999 99.0 99.0  1.93 14.29  8.15 289 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 07 29 999 99.0 99.0  1.94 15.38  8.55 293 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 07 59 999 99.0 99.0  2.10 14.29  8.62 294 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 08 29 999 99.0 99.0  2.01 15.38  8.41 298 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 08 59 999 99.0 99.0  1.75 14.29  7.48 280 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 09 29 999 99.0 99.0  2.00 15.38  8.17 284 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 09 59 999 99.0 99.0  2.07 14.29  8.37 287 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 10 29 999 99.0 99.0  1.88 13.33  7.57 300 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 10 59 999 99.0 99.0  1.97 15.38  8.13 289 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 11 29 999 99.0 99.0  2.02 15.38  8.23 286 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 11 59 999 99.0 99.0  2.05 15.38  7.76 293 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 12 29 999 99.0 99.0  2.04 14.29  8.17 294 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 12 59 999 99.0 99.0  1.94 14.29  8.35 289 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 13 29 999 99.0 99.0  2.03 15.38  8.73 276 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 13 59 999 99.0 99.0  1.89 15.38  7.86 282 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 14 29 999 99.0 99.0  2.05 13.33  8.51 296 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 01 14 59 999 99.0 99.0  1.87 13.33  8.11 293 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 15 29 999 99.0 99.0  1.72 14.29  8.17 293 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 15 59 999 99.0 99.0  1.87 14.29  8.96 290 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 16 29 999 99.0 99.0  1.74 13.33  9.10 290 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 16 59 999 99.0 99.0  1.74 15.38  9.67 296 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 17 29 999 99.0 99.0  1.99 14.29 10.45 298 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 17 59 999 99.0 99.0  1.95 14.29 10.05 296 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 18 29 999 99.0 99.0  1.85 14.29  9.84 290 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 18 59 999 99.0 99.0  1.58 14.29  9.37 290 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 19 29 999 99.0 99.0  1.92 15.38  9.80 293 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 01 19 59 999 99.0 99.0  1.83 13.33 10.26 293 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 01 20 29 999 99.0 99.0  1.96 13.33 10.65 289 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 01 20 59 999 99.0 99.0  2.12 14.29 11.25 284 9999.0 999.0  13.4 999.0 99.0 99.00
