NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Annual Tide Predictions
StationName: BUDD INLET, SOUTH OF GULL HARBOR 
State: WA 
Stationid: 9446807
Prediction Type: Harmonic
From: 20210101 01:21 - 20211231 22:30
Units: Feet and Centimeters
Time Zone: GMT
Datum: MTL
Interval Type: High/Low

Date 		Day	Time	Pred(Ft)	Pred(cm)	High/Low
2021/02/12	Fri	00:48	5.13		156			H
2021/02/12	Fri	07:44	-9.68		-295			L
2021/02/12	Fri	14:34	7.05		215			H
2021/02/12	Fri	20:32	-2.22		-68			L
2021/02/13	Sat	01:37	4.95		151			H
2021/02/13	Sat	08:24	-9.00		-274			L
2021/02/13	Sat	15:07	6.97		212			H
2021/02/13	Sat	21:13	-2.88		-88			L
2021/02/14	Sun	02:25	4.71		144			H
2021/02/14	Sun	09:02	-8.07		-246			L
2021/02/14	Sun	15:39	6.81		208			H
2021/02/14	Sun	21:52	-3.48		-106			L
2021/02/15	Mon	03:13	4.40		134			H
2021/02/15	Mon	09:37	-6.92		-211			L
2021/02/15	Mon	16:09	6.59		201			H
2021/02/15	Mon	22:31	-4.04		-123			L
2021/02/16	Tue	04:03	4.04		123			H
2021/02/16	Tue	10:12	-5.57		-170			L
2021/02/16	Tue	16:39	6.29		192			H
2021/02/16	Tue	23:12	-4.53		-138			L
2021/02/17	Wed	04:56	3.63		111			H
2021/02/17	Wed	10:47	-4.09		-125			L
2021/02/17	Wed	17:08	5.89		180			H
2021/02/17	Wed	23:55	-4.97		-151			L
2021/02/18	Thu	05:55	3.25		99			H
2021/02/18	Thu	11:24	-2.53		-77			L
2021/02/18	Thu	17:40	5.41		165			H
2021/02/19	Fri	00:43	-5.37		-164			L
2021/02/19	Fri	07:02	3.02		92			H
2021/02/19	Fri	12:12	-1.01		-31			L
2021/02/19	Fri	18:15	4.88		149			H
2021/02/20	Sat	01:37	-5.77		-176			L
2021/02/20	Sat	08:18	3.10		94			H
2021/02/20	Sat	13:22	0.26		8			L
2021/02/20	Sat	19:00	4.37		133			H
2021/02/21	Sun	02:35	-6.26		-191			L
2021/02/21	Sun	09:34	3.56		109			H
2021/02/21	Sun	14:52	0.95		29			L
2021/02/21	Sun	19:59	4.01		122			H
2021/02/22	Mon	03:33	-6.88		-210			L
2021/02/22	Mon	10:41	4.25		130			H
2021/02/22	Mon	16:10	0.96		29			L
2021/02/22	Mon	21:03	3.94		120			H
2021/02/23	Tue	04:27	-7.59		-231			L
2021/02/23	Tue	11:35	4.94		151			H
2021/02/23	Tue	17:11	0.50		15			L
2021/02/23	Tue	22:03	4.17		127			H
2021/02/24	Wed	05:17	-8.31		-253			L
2021/02/24	Wed	12:19	5.51		168			H
2021/02/24	Wed	18:01	-0.21		-6			L
2021/02/24	Wed	22:56	4.60		140			H
2021/02/25	Thu	06:03	-8.92		-272			L
2021/02/25	Thu	12:57	5.96		182			H
2021/02/25	Thu	18:44	-1.06		-32			L
2021/02/25	Thu	23:44	5.08		155			H
2021/02/26	Fri	06:46	-9.33		-284			L
2021/02/26	Fri	13:31	6.32		193			H
2021/02/26	Fri	19:25	-2.04		-62			L
2021/02/27	Sat	00:32	5.50		168			H
2021/02/27	Sat	07:27	-9.42		-287			L
2021/02/27	Sat	14:04	6.65		203			H
2021/02/27	Sat	20:05	-3.12		-95			L
2021/02/28	Sun	01:20	5.78		176			H
2021/02/28	Sun	08:07	-9.12		-278			L
2021/02/28	Sun	14:36	6.95		212			H
2021/02/28	Sun	20:46	-4.27		-130			L
2021/03/01	Mon	02:10	5.86		179			H
2021/03/01	Mon	08:47	-8.38		-255			L
2021/03/01	Mon	15:07	7.21		220			H
2021/03/01	Mon	21:29	-5.40		-165			L
2021/03/02	Tue	03:03	5.71		174			H
2021/03/02	Tue	09:27	-7.18		-219			L
2021/03/02	Tue	15:40	7.34		224			H
2021/03/02	Tue	22:14	-6.42		-196			L
2021/03/03	Wed	04:01	5.34		163			H
2021/03/03	Wed	10:09	-5.60		-171			L
2021/03/03	Wed	16:14	7.27		222			H
2021/03/03	Wed	23:03	-7.21		-220			L
2021/03/04	Thu	05:03	4.84		148			H
2021/03/04	Thu	10:55	-3.77		-115			L
2021/03/04	Thu	16:51	6.94		212			H
2021/03/04	Thu	23:56	-7.72		-235			L
2021/03/05	Fri	06:14	4.35		133			H
2021/03/05	Fri	11:50	-1.92		-59			L
2021/03/05	Fri	17:34	6.32		193			H
2021/03/06	Sat	00:55	-7.99		-244			L
2021/03/06	Sat	07:33	4.11		125			H
2021/03/06	Sat	13:04	-0.37		-11			L
2021/03/06	Sat	18:28	5.51		168			H
2021/03/07	Sun	02:00	-8.15		-248			L
2021/03/07	Sun	08:59	4.33		132			H
2021/03/07	Sun	14:32	0.42		13			L
2021/03/07	Sun	19:37	4.73		144			H
2021/03/08	Mon	03:06	-8.31		-253			L
2021/03/08	Mon	10:19	4.94		151			H
2021/03/08	Mon	15:57	0.24		7			L
2021/03/08	Mon	20:54	4.26		130			H
2021/03/09	Tue	04:09	-8.52		-260			L
2021/03/09	Tue	11:21	5.61		171			H
2021/03/09	Tue	17:07	-0.58		-18			L
2021/03/09	Tue	22:05	4.19		128			H
2021/03/10	Wed	05:07	-8.67		-264			L
2021/03/10	Wed	12:09	6.11		186			H
2021/03/10	Wed	18:03	-1.63		-50			L
2021/03/10	Wed	23:07	4.36		133			H
2021/03/11	Thu	05:58	-8.65		-264			L
2021/03/11	Thu	12:48	6.38		194			H
2021/03/11	Thu	18:49	-2.65		-81			L
2021/03/12	Fri	00:01	4.57		139			H
2021/03/12	Fri	06:43	-8.40		-256			L
2021/03/12	Fri	13:22	6.46		197			H
2021/03/12	Fri	19:29	-3.55		-108			L
2021/03/13	Sat	00:49	4.72		144			H
2021/03/13	Sat	07:24	-7.89		-240			L
2021/03/13	Sat	13:53	6.41		195			H
2021/03/13	Sat	20:07	-4.32		-132			L
2021/03/14	Sun	01:35	4.79		146			H
2021/03/14	Sun	08:02	-7.16		-218			L
2021/03/14	Sun	14:22	6.28		191			H
2021/03/14	Sun	20:43	-4.99		-152			L
2021/03/15	Mon	02:20	4.80		146			H
2021/03/15	Mon	08:38	-6.22		-190			L
2021/03/15	Mon	14:50	6.08		185			H
2021/03/15	Mon	21:17	-5.55		-169			L
2021/03/16	Tue	03:04	4.76		145			H
2021/03/16	Tue	09:12	-5.14		-157			L
2021/03/16	Tue	15:16	5.83		178			H
2021/03/16	Tue	21:51	-6.02		-183			L
2021/03/17	Wed	03:50	4.65		142			H
2021/03/17	Wed	09:46	-3.96		-121			L
2021/03/17	Wed	15:41	5.50		168			H
2021/03/17	Wed	22:26	-6.37		-194			L
2021/03/18	Thu	04:38	4.47		136			H
2021/03/18	Thu	10:20	-2.73		-83			L
2021/03/18	Thu	16:05	5.10		155			H
2021/03/18	Thu	23:03	-6.56		-200			L
2021/03/19	Fri	05:31	4.22		129			H
2021/03/19	Fri	10:59	-1.51		-46			L
2021/03/19	Fri	16:30	4.62		141			H
2021/03/19	Fri	23:45	-6.60		-201			L
2021/03/20	Sat	06:30	3.96		121			H
2021/03/20	Sat	11:47	-0.40		-12			L
2021/03/20	Sat	17:00	4.08		124			H
2021/03/21	Sun	00:35	-6.54		-199			L
2021/03/21	Sun	07:38	3.82		116			H
2021/03/21	Sun	12:59	0.44		13			L
2021/03/21	Sun	17:45	3.50		107			H
2021/03/22	Mon	01:35	-6.51		-198			L
2021/03/22	Mon	08:50	3.94		120			H
2021/03/22	Mon	14:26	0.69		21			L
2021/03/22	Mon	18:59	3.04		93			H
2021/03/23	Tue	02:41	-6.70		-204			L
2021/03/23	Tue	09:55	4.32		132			H
2021/03/23	Tue	15:43	0.29		9			L
2021/03/23	Tue	20:28	3.01		92			H
2021/03/24	Wed	03:44	-7.12		-217			L
2021/03/24	Wed	10:49	4.82		147			H
2021/03/24	Wed	16:42	-0.57		-17			L
2021/03/24	Wed	21:41	3.46		105			H
2021/03/25	Thu	04:40	-7.63		-233			L
2021/03/25	Thu	11:32	5.31		162			H
2021/03/25	Thu	17:30	-1.69		-52			L
2021/03/25	Thu	22:40	4.17		127			H
2021/03/26	Fri	05:30	-8.05		-245			L
2021/03/26	Fri	12:09	5.77		176			H
2021/03/26	Fri	18:14	-2.99		-91			L
2021/03/26	Fri	23:34	4.90		149			H
2021/03/27	Sat	06:16	-8.20		-250			L
2021/03/27	Sat	12:42	6.19		189			H
2021/03/27	Sat	18:55	-4.40		-134			L
2021/03/28	Sun	00:25	5.53		169			H
2021/03/28	Sun	07:00	-7.96		-243			L
2021/03/28	Sun	13:14	6.56		200			H
2021/03/28	Sun	19:37	-5.85		-178			L
2021/03/29	Mon	01:16	5.98		182			H
2021/03/29	Mon	07:43	-7.31		-223			L
2021/03/29	Mon	13:46	6.87		209			H
2021/03/29	Mon	20:19	-7.22		-220			L
2021/03/30	Tue	02:09	6.21		189			H
2021/03/30	Tue	08:26	-6.27		-191			L
2021/03/30	Tue	14:19	7.04		215			H
2021/03/30	Tue	21:02	-8.39		-256			L
2021/03/31	Wed	03:05	6.23		190			H
2021/03/31	Wed	09:10	-4.94		-151			L
2021/03/31	Wed	14:53	7.01		214			H
2021/03/31	Wed	21:47	-9.21		-281			L
2021/04/01	Thu	04:03	6.05		184			H
2021/04/01	Thu	09:57	-3.46		-105			L
2021/04/01	Thu	15:29	6.70		204			H
2021/04/01	Thu	22:34	-9.55		-291			L
2021/04/02	Fri	05:04	5.71		174			H
2021/04/02	Fri	10:50	-1.99		-61			L
2021/04/02	Fri	16:10	6.06		185			H
2021/04/02	Fri	23:26	-9.42		-287			L
2021/04/03	Sat	06:11	5.33		162			H
2021/04/03	Sat	11:53	-0.76		-23			L
2021/04/03	Sat	16:59	5.13		156			H
2021/04/04	Sun	00:24	-8.92		-272			L
2021/04/04	Sun	07:24	5.07		155			H
2021/04/04	Sun	13:11	-0.07		-2			L
2021/04/04	Sun	18:04	4.06		124			H
2021/04/05	Mon	01:29	-8.28		-252			L
2021/04/05	Mon	08:40	5.07		155			H
2021/04/05	Mon	14:36	-0.21		-6			L
2021/04/05	Mon	19:27	3.21		98			H
2021/04/06	Tue	02:37	-7.74		-236			L
2021/04/06	Tue	09:50	5.33		162			H
2021/04/06	Tue	15:54	-1.10		-34			L
2021/04/06	Tue	20:52	2.93		89			H
2021/04/07	Wed	03:43	-7.39		-225			L
2021/04/07	Wed	10:45	5.67		173			H
2021/04/07	Wed	16:56	-2.35		-72			L
2021/04/07	Wed	22:06	3.16		96			H
2021/04/08	Thu	04:42	-7.14		-218			L
2021/04/08	Thu	11:29	5.92		180			H
2021/04/08	Thu	17:45	-3.63		-111			L
2021/04/08	Thu	23:07	3.60		110			H
2021/04/09	Fri	05:34	-6.84		-208			L
2021/04/09	Fri	12:05	6.04		184			H
2021/04/09	Fri	18:26	-4.76		-145			L
2021/04/09	Fri	23:59	4.05		123			H
2021/04/10	Sat	06:19	-6.36		-194			L
2021/04/10	Sat	12:36	6.02		183			H
2021/04/10	Sat	19:03	-5.71		-174			L
2021/04/11	Sun	00:46	4.42		135			H
2021/04/11	Sun	07:00	-5.71		-174			L
2021/04/11	Sun	13:05	5.89		180			H
2021/04/11	Sun	19:38	-6.47		-197			L
2021/04/12	Mon	01:31	4.72		144			H
2021/04/12	Mon	07:38	-4.90		-149			L
2021/04/12	Mon	13:32	5.68		173			H
2021/04/12	Mon	20:11	-7.08		-216			L
2021/04/13	Tue	02:14	4.96		151			H
2021/04/13	Tue	08:14	-4.00		-122			L
2021/04/13	Tue	13:57	5.40		165			H
2021/04/13	Tue	20:43	-7.55		-230			L
2021/04/14	Wed	02:57	5.15		157			H
2021/04/14	Wed	08:50	-3.08		-94			L
2021/04/14	Wed	14:21	5.08		155			H
2021/04/14	Wed	21:14	-7.89		-240			L
2021/04/15	Thu	03:40	5.25		160			H
2021/04/15	Thu	09:26	-2.18		-66			L
2021/04/15	Thu	14:43	4.74		144			H
2021/04/15	Thu	21:46	-8.06		-246			L
2021/04/16	Fri	04:25	5.24		160			H
2021/04/16	Fri	10:04	-1.35		-41			L
2021/04/16	Fri	15:06	4.38		134			H
2021/04/16	Fri	22:20	-8.05		-245			L
2021/04/17	Sat	05:13	5.09		155			H
2021/04/17	Sat	10:47	-0.62		-19			L
2021/04/17	Sat	15:33	3.96		121			H
2021/04/17	Sat	22:59	-7.84		-239			L
2021/04/18	Sun	06:05	4.85		148			H
2021/04/18	Sun	11:39	-0.05		-2			L
2021/04/18	Sun	16:08	3.46		105			H
2021/04/18	Sun	23:45	-7.49		-228			L
2021/04/19	Mon	07:04	4.62		141			H
2021/04/19	Mon	12:47	0.23		7			L
2021/04/19	Mon	16:59	2.89		88			H
2021/04/20	Tue	00:43	-7.10		-216			L
2021/04/20	Tue	08:06	4.55		139			H
2021/04/20	Tue	14:03	0.01		0			L
2021/04/20	Tue	18:19	2.38		73			H
2021/04/21	Wed	01:49	-6.83		-208			L
2021/04/21	Wed	09:05	4.71		144			H
2021/04/21	Wed	15:12	-0.76		-23			L
2021/04/21	Wed	19:58	2.35		72			H
2021/04/22	Thu	02:55	-6.77		-206			L
2021/04/22	Thu	09:56	5.07		155			H
2021/04/22	Thu	16:09	-1.98		-60			L
2021/04/22	Thu	21:18	2.88		88			H
2021/04/23	Fri	03:57	-6.79		-207			L
2021/04/23	Fri	10:38	5.51		168			H
2021/04/23	Fri	16:58	-3.50		-107			L
2021/04/23	Fri	22:24	3.71		113			H
2021/04/24	Sat	04:52	-6.70		-204			L
2021/04/24	Sat	11:15	5.97		182			H
2021/04/24	Sat	17:43	-5.20		-158			L
2021/04/24	Sat	23:22	4.60		140			H
2021/04/25	Sun	05:43	-6.36		-194			L
2021/04/25	Sun	11:49	6.40		195			H
2021/04/25	Sun	18:26	-6.95		-212			L
2021/04/26	Mon	00:18	5.41		165			H
2021/04/26	Mon	06:32	-5.70		-174			L
2021/04/26	Mon	12:22	6.73		205			H
2021/04/26	Mon	19:09	-8.59		-262			L
2021/04/27	Tue	01:13	6.05		184			H
2021/04/27	Tue	07:20	-4.78		-146			L
2021/04/27	Tue	12:56	6.91		211			H
2021/04/27	Tue	19:52	-9.96		-304			L
2021/04/28	Wed	02:09	6.49		198			H
2021/04/28	Wed	08:08	-3.71		-113			L
2021/04/28	Wed	13:32	6.88		210			H
2021/04/28	Wed	20:36	-10.89		-332			L
2021/04/29	Thu	03:06	6.71		205			H
2021/04/29	Thu	08:58	-2.61		-80			L
2021/04/29	Thu	14:10	6.58		201			H
2021/04/29	Thu	21:22	-11.28		-344			L
2021/04/30	Fri	04:03	6.73		205			H
2021/04/30	Fri	09:51	-1.62		-49			L
2021/04/30	Fri	14:52	5.98		182			H
2021/04/30	Fri	22:09	-11.09		-338			L
2021/05/01	Sat	05:02	6.54		199			H
2021/05/01	Sat	10:49	-0.87		-27			L
2021/05/01	Sat	15:40	5.09		155			H
2021/05/01	Sat	23:00	-10.37		-316			L
2021/05/02	Sun	06:03	6.23		190			H
2021/05/02	Sun	11:55	-0.49		-15			L
2021/05/02	Sun	16:38	3.99		122			H
2021/05/02	Sun	23:56	-9.29		-283			L
2021/05/03	Mon	07:06	5.92		180			H
2021/05/03	Mon	13:09	-0.64		-20			L
2021/05/03	Mon	17:52	2.90		88			H
2021/05/04	Tue	00:57	-8.08		-246			L
2021/05/04	Tue	08:10	5.73		175			H
2021/05/04	Tue	14:26	-1.39		-42			L
2021/05/04	Tue	19:19	2.18		66			H
2021/05/05	Wed	02:03	-6.99		-213			L
2021/05/05	Wed	09:08	5.71		174			H
2021/05/05	Wed	15:35	-2.60		-79			L
2021/05/05	Wed	20:44	2.07		63			H
2021/05/06	Thu	03:08	-6.12		-187			L
2021/05/06	Thu	09:58	5.79		176			H
2021/05/06	Thu	16:31	-3.99		-122			L
2021/05/06	Thu	21:58	2.44		74			H
2021/05/07	Fri	04:09	-5.43		-166			L
2021/05/07	Fri	10:40	5.87		179			H
2021/05/07	Fri	17:17	-5.33		-162			L
2021/05/07	Fri	22:59	3.05		93			H
2021/05/08	Sat	05:02	-4.78		-146			L
2021/05/08	Sat	11:15	5.88		179			H
2021/05/08	Sat	17:57	-6.50		-198			L
2021/05/08	Sat	23:53	3.69		112			H
2021/05/09	Sun	05:50	-4.09		-125			L
2021/05/09	Sun	11:47	5.77		176			H
2021/05/09	Sun	18:34	-7.45		-227			L
2021/05/10	Mon	00:40	4.28		130			H
2021/05/10	Mon	06:33	-3.35		-102			L
2021/05/10	Mon	12:16	5.56		169			H
2021/05/10	Mon	19:08	-8.18		-249			L
2021/05/11	Tue	01:25	4.80		146			H
2021/05/11	Tue	07:14	-2.59		-79			L
2021/05/11	Tue	12:42	5.25		160			H
2021/05/11	Tue	19:40	-8.71		-265			L
2021/05/12	Wed	02:08	5.23		159			H
2021/05/12	Wed	07:54	-1.88		-57			L
2021/05/12	Wed	13:07	4.91		150			H
2021/05/12	Wed	20:12	-9.05		-276			L
2021/05/13	Thu	02:50	5.57		170			H
2021/05/13	Thu	08:34	-1.26		-38			L
2021/05/13	Thu	13:31	4.56		139			H
2021/05/13	Thu	20:43	-9.23		-281			L
2021/05/14	Fri	03:32	5.78		176			H
2021/05/14	Fri	09:14	-0.77		-23			L
2021/05/14	Fri	13:55	4.25		130			H
2021/05/14	Fri	21:16	-9.26		-282			L
