"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Instrument_ID","Field_Collection_Type","Field_Collector","Time_Zone","Field_Collection_Start_Date_Time","Field_Collection_End_Date_Time","Field_Collection_Comment","Field_Collection_Reference_Point","Field_Collection_Upper_Depth","Field_Collection_Lower_Depth","Field_Collection_Depth_Units","Matrix","Source","Reslt_Parameter_Name","Result_Value","Result_Unit","Result_Data_Qualifier","Result_Comment","Derivation_Method","Derivation_Method_Description","Result_Data_Review_Status","Base_Parameter_Name","Base_Result_Method","Base_Result_Method_Description","Time_Basis","Statistical_Basis","Partial_Metric_Flag","Auto_Calculated_Flag","Sample_Size","Expected_Data_Percent","Data_Qualified_Flag","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Calculated_Land_Surface_Elevation_NAVD88_FT","Record_Created_On","Calculated_Result_System_ID"
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",8/8/2019 10:15:22 PM,8/8/2019 10:15:22 PM,"","Water Surface",1,11.5,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","16.7464","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",22,,"N",47.0514905259256,-122.906264853786,,6/15/2025 9:25:05 PM,1986299102
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",8/8/2019 10:15:44 PM,8/8/2019 10:15:44 PM,"","Water Surface",1,11.5,"m","Water","Salt/Marine Water","Temperature, water (profile minimum)","15.4718","deg C","","","DeploymentMinimum","Calculated minimum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Minimum","","Y",22,,"N",47.0514905259256,-122.906264853786,,6/15/2025 9:25:05 PM,1986294340
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",10/7/2019 11:08:13 PM,10/7/2019 11:08:13 PM,"","Water Surface",1,13,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","14.5198","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",25,,"N",47.0514905259256,-122.906264853786,,6/15/2025 9:25:05 PM,1986305949
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",10/7/2019 11:08:38 PM,10/7/2019 11:08:38 PM,"","Water Surface",1,13,"m","Water","Salt/Marine Water","Temperature, water (profile minimum)","14.2912","deg C","","","DeploymentMinimum","Calculated minimum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Minimum","","Y",25,,"N",47.0514905259256,-122.906264853786,,6/15/2025 9:25:05 PM,1986298510
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",9/9/2019 11:08:21 PM,9/9/2019 11:08:21 PM,"","Water Surface",1,13,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","15.919","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",25,,"N",47.0514905259256,-122.906264853786,,6/15/2025 9:25:05 PM,1986303855
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",9/9/2019 11:08:43 PM,9/9/2019 11:08:43 PM,"","Water Surface",1,13,"m","Water","Salt/Marine Water","Temperature, water (profile minimum)","15.6284","deg C","","","DeploymentMinimum","Calculated minimum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Minimum","","Y",25,,"N",47.0514905259256,-122.906264853786,,6/15/2025 9:25:05 PM,1986302117
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",7/12/2019 9:45:35 PM,7/12/2019 9:45:35 PM,"","Water Surface",1,12,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","16.0982","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",23,,"N",47.0514905259256,-122.906264853786,,6/15/2025 9:25:05 PM,1986298898
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",7/12/2019 9:45:58 PM,7/12/2019 9:45:58 PM,"","Water Surface",1,12,"m","Water","Salt/Marine Water","Temperature, water (profile minimum)","14.119","deg C","","","DeploymentMinimum","Calculated minimum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Minimum","","Y",23,,"N",47.0514905259256,-122.906264853786,,6/15/2025 9:25:05 PM,1986294136
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",11/10/2014 5:26:45 PM,11/10/2014 5:26:45 PM,"","Water Surface",1,13.5,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","12.9985","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",26,,"N",47.0514905259256,-122.906264853786,,5/31/2025 8:42:32 PM,1980061649
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",11/10/2014 5:26:12 PM,11/10/2014 5:26:12 PM,"","Water Surface",1,13.5,"m","Water","Salt/Marine Water","Temperature, water (profile minimum)","12.7812","deg C","","","DeploymentMinimum","Calculated minimum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Minimum","","Y",26,,"N",47.0514905259256,-122.906264853786,,5/31/2025 8:42:32 PM,1980049840
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",4/1/2014 4:28:40 PM,4/1/2014 4:28:40 PM,"","Water Surface",1,12.5,"m","Water","Salt/Marine Water","Temperature, water (profile minimum)","8.6835","deg C","","","DeploymentMinimum","Calculated minimum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Minimum","","Y",24,,"N",47.0514905259256,-122.906264853786,,5/31/2025 8:42:32 PM,1980049396
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",4/1/2014 4:28:03 PM,4/1/2014 4:28:42 PM,"","Water Surface",1,12.5,"m","Water","Salt/Marine Water","Temperature, water (profile median)","8.78695","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",24,,"N",47.0514905259256,-122.906264853786,,5/31/2025 8:42:32 PM,1980054351
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",10/29/2014 4:18:15 PM,10/29/2014 4:18:15 PM,"","Water Surface",1,14,"m","Water","Salt/Marine Water","Temperature, water (profile minimum)","13.4179","deg C","","","DeploymentMinimum","Calculated minimum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Minimum","","Y",27,,"N",47.0514905259256,-122.906264853786,,5/31/2025 8:42:32 PM,1980050696
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",10/29/2014 4:18:03 PM,10/29/2014 4:18:47 PM,"","Water Surface",1,14,"m","Water","Salt/Marine Water","Temperature, water (profile median)","13.4635","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",27,,"N",47.0514905259256,-122.906264853786,,5/31/2025 8:42:32 PM,1980054354
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",8/25/2014 4:45:38 PM,8/25/2014 4:45:38 PM,"","Water Surface",1,11.5,"m","Water","Salt/Marine Water","Temperature, water (profile minimum)","15.2115","deg C","","","DeploymentMinimum","Calculated minimum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Minimum","","Y",22,,"N",47.0514905259256,-122.906264853786,,5/31/2025 8:42:32 PM,1980059160
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",8/25/2014 4:45:03 PM,8/25/2014 4:45:38 PM,"","Water Surface",1,11.5,"m","Water","Salt/Marine Water","Temperature, water (profile median)","15.3312","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",22,,"N",47.0514905259256,-122.906264853786,,5/31/2025 8:42:32 PM,1980054669
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",6/17/2014 4:27:45 PM,6/17/2014 4:27:45 PM,"","Water Surface",1,13.5,"m","Water","Salt/Marine Water","Temperature, water (profile minimum)","12.4253","deg C","","","DeploymentMinimum","Calculated minimum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Minimum","","Y",26,,"N",47.0514905259256,-122.906264853786,,5/31/2025 8:42:32 PM,1980058113
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",6/17/2014 4:27:03 PM,6/17/2014 4:27:45 PM,"","Water Surface",1,13.5,"m","Water","Salt/Marine Water","Temperature, water (profile median)","12.7822","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",26,,"N",47.0514905259256,-122.906264853786,,5/31/2025 8:42:32 PM,1980053322
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",9/17/2014 4:17:33 PM,9/17/2014 4:17:33 PM,"","Water Surface",1,10.5,"m","Water","Salt/Marine Water","Temperature, water (profile minimum)","15.0797","deg C","","","DeploymentMinimum","Calculated minimum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Minimum","","Y",20,,"N",47.0514905259256,-122.906264853786,,5/31/2025 8:42:32 PM,1980058570
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",9/17/2014 4:17:03 PM,9/17/2014 4:17:35 PM,"","Water Surface",1,10.5,"m","Water","Salt/Marine Water","Temperature, water (profile median)","15.248","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",20,,"N",47.0514905259256,-122.906264853786,,5/31/2025 8:42:32 PM,1980053312
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",7/28/2014 4:22:40 PM,7/28/2014 4:22:40 PM,"","Water Surface",1,12,"m","Water","Salt/Marine Water","Temperature, water (profile minimum)","14.5722","deg C","","","DeploymentMinimum","Calculated minimum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Minimum","","Y",23,,"N",47.0514905259256,-122.906264853786,,5/31/2025 8:42:32 PM,1980055068
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",7/28/2014 4:22:03 PM,7/28/2014 4:22:40 PM,"","Water Surface",1,12,"m","Water","Salt/Marine Water","Temperature, water (profile median)","14.9152","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",23,,"N",47.0514905259256,-122.906264853786,,5/31/2025 8:42:32 PM,1980056264
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",5/21/2014 4:14:40 PM,5/21/2014 4:14:40 PM,"","Water Surface",1,12,"m","Water","Salt/Marine Water","Temperature, water (profile minimum)","10.938","deg C","","","DeploymentMinimum","Calculated minimum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Minimum","","Y",23,,"N",47.0514905259256,-122.906264853786,,5/31/2025 8:42:32 PM,1980055773
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",5/21/2014 4:14:03 PM,5/21/2014 4:14:40 PM,"","Water Surface",1,12,"m","Water","Salt/Marine Water","Temperature, water (profile median)","11.2448","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",23,,"N",47.0514905259256,-122.906264853786,,5/31/2025 8:42:32 PM,1980053929
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",5/22/2002 9:31:05 PM,5/22/2002 9:31:05 PM,"","Water Surface",0.5,8.5,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","12.1948","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",17,,"N",47.0514905259256,-122.906264853786,,7/8/2019 11:39:25 PM,1081920733
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",5/22/2002 9:31:02 PM,5/22/2002 9:31:28 PM,"","Water Surface",0.5,8.5,"m","Water","Salt/Marine Water","Temperature, water (profile median)","10.3862","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",17,,"N",47.0514905259256,-122.906264853786,,7/8/2019 11:39:25 PM,1081904381
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",4/4/2002 11:00:02 PM,4/4/2002 11:00:02 PM,"","Water Surface",0.5,9,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","11.7734","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",18,,"N",47.0514905259256,-122.906264853786,,7/8/2019 11:39:25 PM,1081962434
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",4/4/2002 11:00:02 PM,4/4/2002 11:00:30 PM,"","Water Surface",0.5,9,"m","Water","Salt/Marine Water","Temperature, water (profile median)","8.91015","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",18,,"N",47.0514905259256,-122.906264853786,,7/8/2019 11:39:25 PM,1081904487
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",7/15/2002 10:48:03 PM,7/15/2002 10:48:03 PM,"","Water Surface",1,9,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","18.3246","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",16,,"N",47.0514905259256,-122.906264853786,,7/8/2019 11:39:25 PM,1081932446
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",7/15/2002 10:48:03 PM,7/15/2002 10:48:28 PM,"","Water Surface",1,9,"m","Water","Salt/Marine Water","Temperature, water (profile median)","14.2302","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",16,,"N",47.0514905259256,-122.906264853786,,7/8/2019 11:39:25 PM,1081904516
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",2/25/2002 10:09:13 PM,2/25/2002 10:09:13 PM,"","Water Surface",1,4,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","8.5204","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",7,,"N",47.0514905259256,-122.906264853786,,7/8/2019 11:39:25 PM,1081926564
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",2/25/2002 10:09:03 PM,2/25/2002 10:09:13 PM,"","Water Surface",1,4,"m","Water","Salt/Marine Water","Temperature, water (profile median)","8.3882","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",7,,"N",47.0514905259256,-122.906264853786,,7/8/2019 11:39:25 PM,1081914692
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",12/5/2002 8:56:10 PM,12/5/2002 8:56:10 PM,"","Water Surface",1,12,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","10.754","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",22,,"N",47.0514905259256,-122.906264853786,,7/8/2019 11:39:25 PM,1081921361
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",12/5/2002 8:56:03 PM,12/5/2002 8:56:38 PM,"","Water Surface",1,12,"m","Water","Salt/Marine Water","Temperature, water (profile median)","10.669","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",22,,"N",47.0514905259256,-122.906264853786,,7/8/2019 11:39:25 PM,1081914922
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",9/23/2002 10:58:03 PM,9/23/2002 10:58:03 PM,"","Water Surface",1,11.5,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","16.3375","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",22,,"N",47.0514905259256,-122.906264853786,,7/8/2019 11:39:25 PM,1081923977
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",9/23/2002 10:58:03 PM,9/23/2002 10:58:38 PM,"","Water Surface",1,11.5,"m","Water","Salt/Marine Water","Temperature, water (profile median)","14.5866","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",22,,"N",47.0514905259256,-122.906264853786,,7/8/2019 11:39:25 PM,1081865773
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",8/26/2002 10:48:03 PM,8/26/2002 10:48:03 PM,"","Water Surface",1,8,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","18.7271","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",15,,"N",47.0514905259256,-122.906264853786,,7/8/2019 11:39:25 PM,1081927300
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",8/26/2002 10:48:03 PM,8/26/2002 10:48:27 PM,"","Water Surface",1,8,"m","Water","Salt/Marine Water","Temperature, water (profile median)","14.8426","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",15,,"N",47.0514905259256,-122.906264853786,,7/8/2019 11:39:25 PM,1081903173
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",11/13/2002 9:00:03 PM,11/13/2002 9:00:03 PM,"","Water Surface",1,13.5,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","11.4467","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",25,,"N",47.0514905259256,-122.906264853786,,7/8/2019 11:39:25 PM,1081963723
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",11/13/2002 9:00:03 PM,11/13/2002 9:00:43 PM,"","Water Surface",1,13.5,"m","Water","Salt/Marine Water","Temperature, water (profile median)","11.3999","deg C","","","DeploymentMedian","Calculated median value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Median","","Y",25,,"N",47.0514905259256,-122.906264853786,,7/8/2019 11:39:25 PM,1081914223
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 19","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time",7/21/1999 11:20:02 PM,7/21/1999 11:20:02 PM,"","Water Surface",0.5,9.5,"m","Water","Salt/Marine Water","Temperature, water (profile maximum)","14.5609","deg C","","","DeploymentMaximum","Calculated maximum value from a dataset created by an instrument deployment.","Final","Temperature, water","TEMP-THERMISTOR","Temperature by thermistor","","Maximum","","Y",18,,"N",47.0514905259256,-122.906264853786,,7/8/2019 11:39:25 PM,1081969056
