"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Instrument_ID","Field_Collection_Type","Field_Collector","Time_Zone","Field_Collection_Date","Field_Collection_Time","Field_Collection_Date_Time","Field_Collection_Comment","Matrix","Source","Depth_Value","Depth_Value_Units","Result_Parameter_Name","Result_Value","Result_Value_Units","Result_Data_Qualifier","Result_Method","Result_Method_Description","Result_Comment","Result_Data_Review_Status","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Calculated_Land_Surface_Elevation_NAVD88_FT","Record_Created_On","Continuous_Result_System_ID"
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","02/25/2014",17:51:22,2/25/2014 5:51:22 PM,"","Water","Salt/Marine Water",6.5,"m","Temperature, water","7.3206000328064","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,5/31/2025 8:01:17 PM,235405610
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","11/05/2012",17:24:05,11/5/2012 5:24:05 PM,"","Water","Salt/Marine Water",1.5,"m","Temperature, water","12.3076","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",47.0920388567478,-122.918214865058,,10/8/2025 8:01:19 PM,257890457
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","12/06/2010",17:14:13,12/6/2010 5:14:13 PM,"","Water","Salt/Marine Water",4,"m","Temperature, water","8.9798","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",47.0920388567478,-122.918214865058,,11/12/2025 8:22:47 PM,259880992
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","10/29/2014",16:36:08,10/29/2014 4:36:08 PM,"","Water","Salt/Marine Water",2.5,"m","Temperature, water","13.3393001556396","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",47.0920388567478,-122.918214865058,,5/31/2025 8:01:17 PM,235439264
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","SEQ002","SEQ002","SEQ002","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","10/02/2014",22:13:02,10/2/2014 10:13:02 PM,"","Water","Salt/Marine Water",18.5,"m","Temperature, water","10.8633003234863","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0767055655284,-123.016715117312,,5/31/2025 8:01:17 PM,235439417
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","11/18/2014",22:29:20,11/18/2014 10:29:20 PM,"","Water","Salt/Marine Water",24,"m","Temperature, water","10.385199546814","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,5/31/2025 8:01:17 PM,235443686
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","DIS001","DIS001","DIS001","SBE 19","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","02/15/2000",21:08:33,2/15/2000 9:08:33 PM,"","Water","Salt/Marine Water",10,"m","Temperature, water","7.36089992523193","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0181555814919,-122.84796507615,,6/1/2025 8:00:40 PM,235968102
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","DIS001","DIS001","DIS001","SBE 19","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","02/15/2000",21:09:23,2/15/2000 9:09:23 PM,"","Water","Salt/Marine Water",25,"m","Temperature, water","7.48330020904541","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0181555814919,-122.84796507615,,6/1/2025 8:00:40 PM,235968132
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 19","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","04/17/2000",21:08:47,4/17/2000 9:08:47 PM,"","Water","Salt/Marine Water",14,"m","Temperature, water","8.64669990539551","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,6/1/2025 8:00:40 PM,235972874
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","SEQ002","SEQ002","SEQ002","SBE 19","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","08/14/2000",22:24:38,8/14/2000 10:24:38 PM,"","Water","Salt/Marine Water",11.5,"m","Temperature, water","11.8468999862671","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0767055655284,-123.016715117312,,6/1/2025 8:00:40 PM,235982588
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","SEQ002","SEQ002","SEQ002","SBE 19","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","09/12/2000",23:02:38,9/12/2000 11:02:38 PM,"","Water","Salt/Marine Water",11.5,"m","Temperature, water","11.0601997375488","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0767055655284,-123.016715117312,,6/1/2025 8:00:40 PM,235985506
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","01/18/2006",18:14:25,1/18/2006 6:14:25 PM,"","Water","Salt/Marine Water",25.5,"m","Temperature, water","8.49909973144531","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,6/3/2025 8:01:03 PM,236949907
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","08/28/2006",17:07:20,8/28/2006 5:07:20 PM,"","Water","Salt/Marine Water",6,"m","Temperature, water","14.9820995330811","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",47.0920388567478,-122.918214865058,,6/3/2025 8:01:03 PM,236973551
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","12/05/2006",18:06:18,12/5/2006 6:06:18 PM,"","Water","Salt/Marine Water",5.5,"m","Temperature, water","8.37679958343506","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,6/3/2025 8:01:03 PM,236985281
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","08/02/2018",15:41:58.4900000,8/2/2018 3:41:58 PM,"","Water","Salt/Marine Water",15,"m","Temperature, water","14.961","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,6/14/2025 8:01:15 PM,239119447
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","03/09/2021",21:34:36,3/9/2021 9:34:36 PM,"","Water","Salt/Marine Water",13.5,"m","Temperature, water","7.8215","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,6/26/2025 8:01:07 PM,240453418
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","12/04/2021",00:00:28.6466667,12/4/2021 12:00:28 AM,"","Water","Salt/Marine Water",14,"m","Temperature, water","11.1688","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,6/26/2025 8:01:07 PM,240971973
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","04/06/2022",19:35:35.2766667,4/6/2022 7:35:35 PM,"","Water","Salt/Marine Water",7.5,"m","Temperature, water","8.5984","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,7/1/2025 8:02:47 PM,241217691
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","08/03/2022",16:06:13.3600000,8/3/2022 4:06:13 PM,"","Water","Salt/Marine Water",7.5,"m","Temperature, water","14.9059","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,7/1/2025 8:02:47 PM,241382227
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","09/12/2023",20:43:17,9/12/2023 8:43:17 PM,"","Water","Salt/Marine Water",19.5,"m","Temperature, water","11.5216","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,7/1/2025 8:02:47 PM,241921232
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","02/08/2024",16:55:32.9533333,2/8/2024 4:55:32 PM,"","Water","Salt/Marine Water",15,"m","Temperature, water","9.2018","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,7/1/2025 8:02:47 PM,242235576
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","04/04/2024",16:34:57.8800000,4/4/2024 4:34:57 PM,"","Water","Salt/Marine Water",11.5,"m","Temperature, water","9.8316","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,7/1/2025 8:02:47 PM,242423750
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","11/21/2016",20:18:26.0100000,11/21/2016 8:18:26 PM,"","Water","Salt/Marine Water",25.5,"m","Temperature, water","10.6005","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,8/29/2025 8:01:08 PM,247376558
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","07/12/2017",18:34:19.4800000,7/12/2017 6:34:19 PM,"","Water","Salt/Marine Water",17,"m","Temperature, water","11.4667","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,8/30/2025 8:01:09 PM,247961954
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","05/04/2011",16:36:08,5/4/2011 4:36:08 PM,"","Water","Salt/Marine Water",2.5,"m","Temperature, water","10.0040","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",47.0920388567478,-122.918214865058,,10/7/2025 8:35:50 PM,257179572
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","05/10/2011",17:46:15,5/10/2011 5:46:15 PM,"","Water","Salt/Marine Water",4.5,"m","Temperature, water","9.1168","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,10/7/2025 8:35:50 PM,257180955
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","09/06/2011",18:58:50,9/6/2011 6:58:50 PM,"","Water","Salt/Marine Water",15,"m","Temperature, water","10.7568","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,10/7/2025 8:35:50 PM,257195872
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","11/03/2011",16:55:18,11/3/2011 4:55:18 PM,"","Water","Salt/Marine Water",5.5,"m","Temperature, water","11.8210","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",47.0920388567478,-122.918214865058,,10/7/2025 8:35:50 PM,257205510
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","07/31/2012",16:17:08,7/31/2012 4:17:08 PM,"","Water","Salt/Marine Water",20.5,"m","Temperature, water","10.1278","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,10/8/2025 8:01:19 PM,257876245
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","05/09/2017",17:04:15.3600000,5/9/2017 5:04:15 PM,"","Water","Salt/Marine Water",16,"m","Temperature, water","9.96","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,8/30/2025 8:01:09 PM,247691052
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","06/15/2015",17:05:46.2300000,6/15/2015 5:05:46 PM,"","Water","Salt/Marine Water",13.5,"m","Temperature, water","11.7806","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,8/31/2025 8:01:08 PM,248727363
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","07/01/2015",16:30:00.4166667,7/1/2015 4:30:00 PM,"","Water","Salt/Marine Water",8.5,"m","Temperature, water","15.008","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,8/31/2025 8:01:08 PM,248290520
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","01/21/2015",18:49:56.3966667,1/21/2015 6:49:56 PM,"","Water","Salt/Marine Water",22.5,"m","Temperature, water","8.9486","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,8/31/2025 8:01:08 PM,248450553
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","02/17/2015",18:22:58.6366667,2/17/2015 6:22:58 PM,"","Water","Salt/Marine Water",7,"m","Temperature, water","9.3015","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,8/31/2025 8:01:08 PM,248512973
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","11/21/2016",20:17:33.2666667,11/21/2016 8:17:33 PM,"","Water","Salt/Marine Water",8.5,"m","Temperature, water","10.6666","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,8/29/2025 8:01:08 PM,247375044
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","02/03/2005",17:37:13,2/3/2005 5:37:13 PM,"","Water","Salt/Marine Water",4,"m","Temperature, water","8.14620018005371","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,5/21/2019 8:01:35 PM,138489071
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","04/05/2005",17:13:27,4/5/2005 5:13:27 PM,"","Water","Salt/Marine Water",8,"m","Temperature, water","9.23120021820068","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",47.0920388567478,-122.918214865058,,5/21/2019 8:01:35 PM,138495516
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","06/07/2005",16:14:18,6/7/2005 4:14:18 PM,"","Water","Salt/Marine Water",5.5,"m","Temperature, water","11.5045003890991","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,5/21/2019 8:01:35 PM,138503340
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","07/11/2007",18:36:00,7/11/2007 6:36:00 PM,"","Water","Salt/Marine Water",18,"m","Temperature, water","11.165599822998","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,5/22/2019 8:02:21 PM,139685415
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","07/09/2007",18:38:23,7/9/2007 6:38:23 PM,"","Water","Salt/Marine Water",7,"m","Temperature, water","13.7125997543335","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",47.0920388567478,-122.918214865058,,5/22/2019 8:02:21 PM,139685058
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","12/06/2007",18:25:27,12/6/2007 6:25:27 PM,"","Water","Salt/Marine Water",8,"m","Temperature, water","8.48509979248047","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,5/22/2019 8:02:21 PM,139704522
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","04/07/2016",16:35:59.8266667,4/7/2016 4:35:59 PM,"","Water","Salt/Marine Water",11,"m","Temperature, water","10.0176","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",47.0920388567478,-122.918214865058,,8/29/2025 8:01:08 PM,247001832
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","06/15/2015",17:06:07.1533333,6/15/2015 5:06:07 PM,"","Water","Salt/Marine Water",20,"m","Temperature, water","11.1437","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,8/31/2025 8:01:08 PM,248727376
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","11/10/2017",19:11:51.5800000,11/10/2017 7:11:51 PM,"","Water","Salt/Marine Water",17,"m","Temperature, water","9.3095","deg C","","TEMP-THERMISTOR","Temperature by thermistor","","Final",48.0833355941599,-122.763315078905,,8/30/2025 8:01:09 PM,248168161
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD005","BUD005","BUD005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","05/04/2011",16:36:05,5/4/2011 4:36:05 PM,"","Water","Salt/Marine Water",1.5,"m","Temperature, water","10.0323","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",47.0920388567478,-122.918214865058,,10/7/2025 8:35:50 PM,257179570
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","05/10/2011",17:47:00,5/10/2011 5:47:00 PM,"","Water","Salt/Marine Water",18,"m","Temperature, water","8.6084","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,10/7/2025 8:35:50 PM,257181900
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 3","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","06/08/2011",17:54:55,6/8/2011 5:54:55 PM,"","Water","Salt/Marine Water",16.5,"m","Temperature, water","9.6540","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,10/7/2025 8:35:50 PM,257185662
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","BUD002","BUD002","BUD002","SBE 19","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","03/15/1999",23:24:07,3/15/1999 11:24:07 PM,"","Water","Salt/Marine Water",2,"m","Temperature, water","8.47029972076416","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",47.0514905259256,-122.906264853786,,6/4/2019 8:01:32 PM,143002916
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 19","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","07/12/1999",19:07:08,7/12/1999 7:07:08 PM,"","Water","Salt/Marine Water",2.5,"m","Temperature, water","11.7814998626709","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,6/4/2019 8:01:32 PM,143014192
"MarineWater","Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).","PTH005","PTH005","PTH005","SBE 19","Measurement","WA Dept of Ecology","UTC - Coordinated Universal Time","09/28/1999",20:14:03,9/28/1999 8:14:03 PM,"","Water","Salt/Marine Water",19,"m","Temperature, water","10.3274002075195","deg C","","TEMP-THERMISTOR","Temperature by thermistor","Loaded by stba, 4/4/2016 4:26:57 PM","Final",48.0833355941599,-122.763315078905,,6/4/2019 8:01:32 PM,143020150
