RecordIDNumber,RecDateTime,AirTemp_C_Avg,AirTemp_C_Min,AirTemp_C_TMn,AirTemp_C_Max,AirTemp_C_TMx,RH_Avg,Barometer_kPa,BatVolt_V,BatVolt_V_Min,ETo,RainYearly_mm,SnowYearly_mm,Solar_Avg,WindSpeed_ms_Avg,WindSpeed_ms_Max,WindSpeed_ms_TMx,WindSpeed_ms_WVc1,WindSpeed_ms_WVc2
-1,2018-08-08 09:31:28,12.1,12.1,2018-08-08 09:31:28,12.1,2018-08-08 09:31:28,100,101.54,13.58,13.58,0,24536,0,0,391,0.7,0.7,2018-08-08 09:31:28,0.7,91
-1,2018-08-08 09:36:24,12.4,12.4,2018-08-08 09:36:24,12.4,2018-08-08 09:36:24,100,101.55,13.57,13.57,0,24536,0,0,332,0,0,2018-08-08 09:36:24,0,0
-1,2018-08-08 09:41:24,12.3,12.3,2018-08-08 09:41:24,12.3,2018-08-08 09:41:24,100,101.55,13.55,13.55,0,24536,0,0,368,0,0,2018-08-08 09:41:24,0,0
-1,2018-08-08 09:46:24,12,12,2018-08-08 09:46:24,12,2018-08-08 09:46:24,100,101.56,13.57,13.57,0,24536,0,0,357,0.9,0.9,2018-08-08 09:46:24,0.9,136
-1,2018-08-08 09:51:24,12.1,12.1,2018-08-08 09:51:24,12.1,2018-08-08 09:51:24,100,101.56,13.55,13.55,0,24536,0,0,363,2.7,2.7,2018-08-08 09:51:24,2.7,140
-1,2018-08-08 09:56:24,12.3,12.3,2018-08-08 09:56:24,12.3,2018-08-08 09:56:24,100,101.57,13.56,13.56,0,24536,0,0,437,1,1,2018-08-08 09:56:24,1,190
11053,2018-08-08 10:00:00,12,11.6,1904-01-01 00:00:00,12.5,1904-01-01 00:00:00,100,101.56,0,13.53,0.27,24536,0,0,337,1.09,2.7,2018-08-08 09:52:30,1.09,101
-1,2018-08-08 10:01:13,12.4,12.4,2018-08-08 10:01:13,12.4,2018-08-08 10:01:13,100,101.56,13.53,13.53,0.16,24536,0,0,392,0.7,0.7,2018-08-08 10:01:13,0.7,123
-1,2018-08-08 10:06:39,12.4,12.4,2018-08-08 10:06:39,12.4,2018-08-08 10:06:39,100,101.55,13.55,13.55,0.16,24536,0,0,489,1.6,1.6,2018-08-08 10:06:39,1.6,154
-1,2018-08-08 10:11:34,12.7,12.7,2018-08-08 10:11:34,12.7,2018-08-08 10:11:34,100,101.56,13.54,13.54,0.16,24536,0,0,585,0.7,0.7,2018-08-08 10:11:34,0.7,194
-1,2018-08-08 10:16:34,12.7,12.7,2018-08-08 10:16:34,12.7,2018-08-08 10:16:34,100,101.55,13.54,13.54,0.16,24536,0,0,622,2.8,2.8,2018-08-08 10:16:34,2.8,167
-1,2018-08-08 10:21:34,12.9,12.9,2018-08-08 10:21:34,12.9,2018-08-08 10:21:34,100,101.54,13.51,13.51,0.16,24536,0,0,632,1.5,1.5,2018-08-08 10:21:34,1.5,160
-1,2018-08-08 10:26:35,13.1,13.1,2018-08-08 10:26:35,13.1,2018-08-08 10:26:35,100,101.52,13.51,13.51,0.16,24536,0,0,638,2.1,2.1,2018-08-08 10:26:35,2.1,160
-1,2018-08-08 10:31:35,13.3,13.3,2018-08-08 10:31:35,13.3,2018-08-08 10:31:35,100,101.53,13.51,13.51,0.16,24536,0,0,647,1.8,1.8,2018-08-08 10:31:35,1.8,174
-1,2018-08-08 10:36:35,14.4,14.4,2018-08-08 10:36:35,14.4,2018-08-08 10:36:35,100,101.53,13.52,13.52,0.16,24536,0,0,666,2,2,2018-08-08 10:36:35,2,159
-1,2018-08-08 10:41:35,14.8,14.8,2018-08-08 10:41:35,14.8,2018-08-08 10:41:35,99,101.51,13.51,13.51,0.16,24536,0,0,681,2,2,2018-08-08 10:41:35,2,174
-1,2018-08-08 10:46:35,15.3,15.3,2018-08-08 10:46:35,15.3,2018-08-08 10:46:35,87,101.51,13.51,13.51,0.16,24536,0,0,689,3,3,2018-08-08 10:46:35,3,180
-1,2018-08-08 10:51:35,15.7,15.7,2018-08-08 10:51:35,15.7,2018-08-08 10:51:35,85,101.52,13.51,13.51,0.16,24536,0,0,705,2.4,2.4,2018-08-08 10:51:35,2.4,161
-1,2018-08-08 10:56:35,16.3,16.3,2018-08-08 10:56:35,16.3,2018-08-08 10:56:35,83,101.52,13.49,13.49,0.16,24536,0,0,713,1.5,1.5,2018-08-08 10:56:35,1.5,159
11054,2018-08-08 11:00:00,13.9,12.2,1904-01-01 00:00:00,16.3,1904-01-01 00:00:00,95,101.52,0,13.46,0.58,24536,0,0,628,1.77,4.4,2018-08-08 10:46:10,1.77,171
-1,2018-08-08 11:01:13,15.5,15.5,2018-08-08 11:01:13,15.5,2018-08-08 11:01:13,85,101.53,13.49,13.49,0.46,24536,0,0,717,3.4,3.4,2018-08-08 11:01:13,3.4,157
-1,2018-08-08 11:06:39,14.7,14.7,2018-08-08 11:06:39,14.7,2018-08-08 11:06:39,87,101.53,13.48,13.48,0.46,24536,0,0,726,2.4,2.4,2018-08-08 11:06:39,2.4,173
-1,2018-08-08 11:11:35,14.7,14.7,2018-08-08 11:11:35,14.7,2018-08-08 11:11:35,87,101.52,13.47,13.47,0.46,24536,0,0,737,3,3,2018-08-08 11:11:35,3,152
-1,2018-08-08 11:16:35,15.5,15.5,2018-08-08 11:16:35,15.5,2018-08-08 11:16:35,85,101.53,13.48,13.48,0.46,24536,0,0,746,1.3,1.3,2018-08-08 11:16:35,1.3,166
-1,2018-08-08 11:21:35,16.4,16.4,2018-08-08 11:21:35,16.4,2018-08-08 11:21:35,82,101.53,13.49,13.49,0.46,24536,0,0,751,0,0,2018-08-08 11:21:35,0,0
-1,2018-08-08 11:26:35,16.5,16.5,2018-08-08 11:26:35,16.5,2018-08-08 11:26:35,82,101.53,13.45,13.45,0.46,24536,0,0,754,0.5,0.5,2018-08-08 11:26:35,0.5,59
-1,2018-08-08 11:31:35,17.5,17.5,2018-08-08 11:31:35,17.5,2018-08-08 11:31:35,77,101.53,13.47,13.47,0.46,24536,0,0,764,0.9,0.9,2018-08-08 11:31:35,0.9,81
-1,2018-08-08 11:36:35,18,18,2018-08-08 11:36:35,18,2018-08-08 11:36:35,76,101.53,13.43,13.43,0.46,24536,0,0,775,0.7,0.7,2018-08-08 11:36:35,0.7,0
-1,2018-08-08 11:41:35,18,18,2018-08-08 11:41:35,18,2018-08-08 11:41:35,76,101.54,13.44,13.44,0.46,24536,0,0,779,0,0,2018-08-08 11:41:35,0,0
-1,2018-08-08 11:46:35,18,18,2018-08-08 11:46:35,18,2018-08-08 11:46:35,76,101.55,13.42,13.42,0.46,24536,0,0,784,1.7,1.7,2018-08-08 11:46:35,1.7,85
-1,2018-08-08 11:51:41,18.2,18.2,2018-08-08 11:51:41,18.2,2018-08-08 11:51:41,76,101.55,13.41,13.41,0.46,24536,0,0,794,0.7,0.7,2018-08-08 11:51:41,0.7,332
-1,2018-08-08 11:56:35,18.8,18.8,2018-08-08 11:56:35,18.8,2018-08-08 11:56:35,72,101.55,13.39,13.39,0.46,24536,0,0,798,0.8,0.8,2018-08-08 11:56:35,0.8,164
11055,2018-08-08 12:00:00,16.9,14.7,1904-01-01 00:00:00,19,1904-01-01 00:00:00,80,101.57,0,13.39,1.01,24536,0,0,762,1.2,4.3,2018-08-08 11:00:10,1.2,122
-1,2018-08-08 12:01:20,18.8,18.8,2018-08-08 12:01:20,18.8,2018-08-08 12:01:20,73,101.56,13.39,13.39,0.9,24536,0,0,803,2,2,2018-08-08 12:01:20,2,152
-1,2018-08-08 12:06:46,18.8,18.8,2018-08-08 12:06:46,18.8,2018-08-08 12:06:46,73,101.56,13.41,13.41,0.9,24536,0,0,811,1.1,1.1,2018-08-08 12:06:46,1.1,180
-1,2018-08-08 12:11:43,18.8,18.8,2018-08-08 12:11:43,18.8,2018-08-08 12:11:43,72,101.56,13.41,13.41,0.9,24536,0,0,818,1.6,1.6,2018-08-08 12:11:43,1.6,147
-1,2018-08-08 12:16:42,18.9,18.9,2018-08-08 12:16:42,18.9,2018-08-08 12:16:42,72,101.56,13.4,13.4,0.9,24536,0,0,824,0.9,0.9,2018-08-08 12:16:42,0.9,171
-1,2018-08-08 12:21:42,19.3,19.3,2018-08-08 12:21:42,19.3,2018-08-08 12:21:42,69,101.56,13.39,13.39,0.9,24536,0,0,829,1.9,1.9,2018-08-08 12:21:42,1.9,150
-1,2018-08-08 12:26:42,19.4,19.4,2018-08-08 12:26:42,19.4,2018-08-08 12:26:42,67,101.56,13.38,13.38,0.9,24536,0,0,830,1,1,2018-08-08 12:26:42,1,125
-1,2018-08-08 12:31:42,19.5,19.5,2018-08-08 12:31:42,19.5,2018-08-08 12:31:42,66,101.56,13.36,13.36,0.9,24536,0,0,835,0,0,2018-08-08 12:31:42,0,0
-1,2018-08-08 12:36:43,20.3,20.3,2018-08-08 12:36:43,20.3,2018-08-08 12:36:43,63,101.56,13.37,13.37,0.9,24536,0,0,842,0.8,0.8,2018-08-08 12:36:43,0.8,119
-1,2018-08-08 12:41:43,19.7,19.7,2018-08-08 12:41:43,19.7,2018-08-08 12:41:43,65,101.55,13.36,13.36,0.9,24536,0,0,849,0.9,0.9,2018-08-08 12:41:43,0.9,115
-1,2018-08-08 12:46:42,19.7,19.7,2018-08-08 12:46:42,19.7,2018-08-08 12:46:42,67,101.55,13.37,13.37,0.9,24536,0,0,852,0,0,2018-08-08 12:46:42,0,0
-1,2018-08-08 12:51:42,19.8,19.8,2018-08-08 12:51:42,19.8,2018-08-08 12:51:42,66,101.56,13.37,13.37,0.9,24536,0,0,857,0,0,2018-08-08 12:51:42,0,0
-1,2018-08-08 12:56:43,19.8,19.8,2018-08-08 12:56:43,19.8,2018-08-08 12:56:43,66,101.56,13.36,13.36,0.9,24536,0,0,859,0,0,2018-08-08 12:56:43,0,0
11056,2018-08-08 13:00:00,19.4,18.6,1904-01-01 00:00:00,20.3,1904-01-01 00:00:00,68,101.56,0,13.34,1.52,24536,0,0,834,0.8,2.5,2018-08-08 12:12:30,0.8,142
-1,2018-08-08 13:01:21,19.7,19.7,2018-08-08 13:01:21,19.7,2018-08-08 13:01:21,64,101.56,13.35,13.35,1.41,24536,0,0,861,0.6,0.6,2018-08-08 13:01:21,0.6,171
-1,2018-08-08 13:06:47,19.8,19.8,2018-08-08 13:06:47,19.8,2018-08-08 13:06:47,65,101.55,13.35,13.35,1.41,24536,0,0,858,0,0,2018-08-08 13:06:47,0,0
-1,2018-08-08 13:11:43,20,20,2018-08-08 13:11:43,20,2018-08-08 13:11:43,64,101.55,13.38,13.38,1.41,24536,0,0,860,0.4,0.4,2018-08-08 13:11:43,0.4,131
-1,2018-08-08 13:16:43,19.5,19.5,2018-08-08 13:16:43,19.5,2018-08-08 13:16:43,67,101.55,13.36,13.36,1.41,24536,0,0,864,0,0,2018-08-08 13:16:43,0,0
-1,2018-08-08 13:21:43,20,20,2018-08-08 13:21:43,20,2018-08-08 13:21:43,64,101.54,13.36,13.36,1.41,24536,0,0,863,0,0,2018-08-08 13:21:43,0,0
-1,2018-08-08 13:26:43,20.1,20.1,2018-08-08 13:26:43,20.1,2018-08-08 13:26:43,62,101.54,13.36,13.36,1.41,24536,0,0,874,0.6,0.6,2018-08-08 13:26:43,0.6,121
-1,2018-08-08 13:31:43,19.2,19.2,2018-08-08 13:31:43,19.2,2018-08-08 13:31:43,66,101.53,13.36,13.36,1.41,24536,0,0,870,0.7,0.7,2018-08-08 13:31:43,0.7,101
-1,2018-08-08 13:36:43,18.8,18.8,2018-08-08 13:36:43,18.8,2018-08-08 13:36:43,65,101.54,13.36,13.36,1.41,24536,0,0,865,0.6,0.6,2018-08-08 13:36:43,0.6,76
-1,2018-08-08 13:41:43,18.7,18.7,2018-08-08 13:41:43,18.7,2018-08-08 13:41:43,69,101.53,13.37,13.37,1.41,24536,0,0,867,0.6,0.6,2018-08-08 13:41:43,0.6,127
-1,2018-08-08 13:46:43,18.7,18.7,2018-08-08 13:46:43,18.7,2018-08-08 13:46:43,64,101.52,13.37,13.37,1.41,24536,0,0,864,1.5,1.5,2018-08-08 13:46:43,1.5,90
-1,2018-08-08 13:51:43,19,19,2018-08-08 13:51:43,19,2018-08-08 13:51:43,64,101.52,13.35,13.35,1.41,24536,0,0,865,2,2,2018-08-08 13:51:43,2,18
-1,2018-08-08 13:56:43,18.8,18.8,2018-08-08 13:56:43,18.8,2018-08-08 13:56:43,66,101.51,13.37,13.37,1.41,24536,0,0,861,1.3,1.3,2018-08-08 13:56:43,1.3,14
11057,2018-08-08 14:00:00,19.4,18.6,1904-01-01 00:00:00,20.2,1904-01-01 00:00:00,65,101.5,0,13.33,2.05,24536,0,0,865,0.87,2.2,2018-08-08 13:57:30,0.87,79
-1,2018-08-08 14:01:21,19.1,19.1,2018-08-08 14:01:21,19.1,2018-08-08 14:01:21,64,101.49,13.35,13.35,1.94,24536,0,0,861,1.3,1.3,2018-08-08 14:01:21,1.3,6
-1,2018-08-08 14:06:47,18.8,18.8,2018-08-08 14:06:47,18.8,2018-08-08 14:06:47,66,101.49,13.35,13.35,1.94,24536,0,0,855,1.7,1.7,2018-08-08 14:06:47,1.7,359
-1,2018-08-08 14:11:44,18.8,18.8,2018-08-08 14:11:44,18.8,2018-08-08 14:11:44,68,101.49,13.36,13.36,1.94,24536,0,0,854,2,2,2018-08-08 14:11:44,2,2
-1,2018-08-08 14:16:43,19.1,19.1,2018-08-08 14:16:43,19.1,2018-08-08 14:16:43,67,101.49,13.35,13.35,1.94,24536,0,0,846,1.4,1.4,2018-08-08 14:16:43,1.4,82
-1,2018-08-08 14:21:44,19,19,2018-08-08 14:21:44,19,2018-08-08 14:21:44,68,101.5,13.39,13.39,1.94,24536,0,0,841,1.2,1.2,2018-08-08 14:21:44,1.2,73
-1,2018-08-08 14:26:43,19.4,19.4,2018-08-08 14:26:43,19.4,2018-08-08 14:26:43,66,101.5,13.34,13.34,1.94,24536,0,0,834,0.9,0.9,2018-08-08 14:26:43,0.9,83
-1,2018-08-08 14:31:44,19.8,19.8,2018-08-08 14:31:44,19.8,2018-08-08 14:31:44,62,101.49,13.39,13.39,1.94,24536,0,0,819,0.7,0.7,2018-08-08 14:31:44,0.7,58
-1,2018-08-08 14:36:44,20.2,20.2,2018-08-08 14:36:44,20.2,2018-08-08 14:36:44,61,101.5,13.33,13.33,1.94,24536,0,0,820,0.9,0.9,2018-08-08 14:36:44,0.9,108
-1,2018-08-08 14:41:44,20.5,20.5,2018-08-08 14:41:44,20.5,2018-08-08 14:41:44,61,101.49,13.32,13.32,1.94,24536,0,0,815,0,0,2018-08-08 14:41:44,0,0
-1,2018-08-08 14:46:44,20.3,20.3,2018-08-08 14:46:44,20.3,2018-08-08 14:46:44,63,101.5,13.33,13.33,1.94,24536,0,0,806,1.1,1.1,2018-08-08 14:46:44,1.1,90
-1,2018-08-08 14:51:44,20,20,2018-08-08 14:51:44,20,2018-08-08 14:51:44,64,101.49,13.32,13.32,1.94,24536,0,0,803,1.2,1.2,2018-08-08 14:51:44,1.2,95
-1,2018-08-08 14:56:44,19.9,19.9,2018-08-08 14:56:44,19.9,2018-08-08 14:56:44,65,101.48,13.32,13.32,1.94,24536,0,0,800,1.5,1.5,2018-08-08 14:56:44,1.5,90
11058,2018-08-08 15:00:00,19.6,18.5,1904-01-01 00:00:00,20.5,1904-01-01 00:00:00,65,101.49,0,13.32,2.55,24536,0,0,828,1.16,2.8,2018-08-08 14:09:10,1.16,70
-1,2018-08-08 15:01:22,20.2,20.2,2018-08-08 15:01:22,20.2,2018-08-08 15:01:22,63,101.5,13.36,13.36,2.44,24536,0,0,788,1.7,1.7,2018-08-08 15:01:22,1.7,82
-1,2018-08-08 15:06:47,20,20,2018-08-08 15:06:47,20,2018-08-08 15:06:47,63,101.49,13.35,13.35,2.44,24536,0,0,777,1.1,1.1,2018-08-08 15:06:47,1.1,63
-1,2018-08-08 15:11:45,20.2,20.2,2018-08-08 15:11:45,20.2,2018-08-08 15:11:45,61,101.48,13.34,13.34,2.44,24536,0,0,774,1.8,1.8,2018-08-08 15:11:45,1.8,345
-1,2018-08-08 15:16:44,20.1,20.1,2018-08-08 15:16:44,20.1,2018-08-08 15:16:44,62,101.47,13.36,13.36,2.44,24536,0,0,763,1.9,1.9,2018-08-08 15:16:44,1.9,343
-1,2018-08-08 15:21:44,20,20,2018-08-08 15:21:44,20,2018-08-08 15:21:44,63,101.47,13.33,13.33,2.44,24536,0,0,753,2,2,2018-08-08 15:21:44,2,20
-1,2018-08-08 15:26:44,19.8,19.8,2018-08-08 15:26:44,19.8,2018-08-08 15:26:44,62,101.48,13.35,13.35,2.44,24536,0,0,741,1.6,1.6,2018-08-08 15:26:44,1.6,8
-1,2018-08-08 15:31:44,20,20,2018-08-08 15:31:44,20,2018-08-08 15:31:44,63,101.49,13.33,13.33,2.44,24536,0,0,735,1.2,1.2,2018-08-08 15:31:44,1.2,61
-1,2018-08-08 15:36:44,19.5,19.5,2018-08-08 15:36:44,19.5,2018-08-08 15:36:44,63,101.47,13.33,13.33,2.44,24536,0,0,728,1.3,1.3,2018-08-08 15:36:44,1.3,64
-1,2018-08-08 15:41:44,20.2,20.2,2018-08-08 15:41:44,20.2,2018-08-08 15:41:44,62,101.48,13.34,13.34,2.44,24536,0,0,715,0,0,2018-08-08 15:41:44,0,0
-1,2018-08-08 15:46:44,20.6,20.6,2018-08-08 15:46:44,20.6,2018-08-08 15:46:44,61,101.47,13.33,13.33,2.44,24536,0,0,707,0.9,0.9,2018-08-08 15:46:44,0.9,59
-1,2018-08-08 15:51:44,20.3,20.3,2018-08-08 15:51:44,20.3,2018-08-08 15:51:44,66,101.47,13.33,13.33,2.44,24536,0,0,695,0.9,0.9,2018-08-08 15:51:44,0.9,334
-1,2018-08-08 15:56:44,20,20,2018-08-08 15:56:44,20,2018-08-08 15:56:44,66,101.45,13.32,13.32,2.44,24536,0,0,684,1.9,1.9,2018-08-08 15:56:44,1.9,6
11059,2018-08-08 16:00:00,20.1,19.5,1904-01-01 00:00:00,20.6,1904-01-01 00:00:00,63,101.45,0,13.31,3,24536,0,0,737,1.32,2.6,2018-08-08 15:26:10,1.32,27
-1,2018-08-08 16:01:22,19.7,19.7,2018-08-08 16:01:22,19.7,2018-08-08 16:01:22,65,101.45,13.31,13.31,2.89,24536,0,0,672,1.8,1.8,2018-08-08 16:01:22,1.8,347
-1,2018-08-08 16:06:52,19.5,19.5,2018-08-08 16:06:52,19.5,2018-08-08 16:06:52,67,101.44,13.33,13.33,2.89,24536,0,0,664,1.5,1.5,2018-08-08 16:06:52,1.5,355
-1,2018-08-08 16:11:44,19.4,19.4,2018-08-08 16:11:44,19.4,2018-08-08 16:11:44,64,101.43,13.35,13.35,2.89,24536,0,0,644,1.7,1.7,2018-08-08 16:11:44,1.7,342
-1,2018-08-08 16:16:44,19.5,19.5,2018-08-08 16:16:44,19.5,2018-08-08 16:16:44,65,101.43,13.35,13.35,2.89,24536,0,0,636,2.3,2.3,2018-08-08 16:16:44,2.3,354
-1,2018-08-08 16:21:44,19.6,19.6,2018-08-08 16:21:44,19.6,2018-08-08 16:21:44,65,101.42,13.35,13.35,2.89,24536,0,0,619,1.8,1.8,2018-08-08 16:21:44,1.8,347
-1,2018-08-08 16:26:44,19.4,19.4,2018-08-08 16:26:44,19.4,2018-08-08 16:26:44,65,101.42,13.36,13.36,2.89,24536,0,0,607,3.4,3.4,2018-08-08 16:26:44,3.4,13
-1,2018-08-08 16:31:44,19,19,2018-08-08 16:31:44,19,2018-08-08 16:31:44,69,101.4,13.37,13.37,2.89,24536,0,0,593,2.8,2.8,2018-08-08 16:31:44,2.8,348
-1,2018-08-08 16:36:44,18.7,18.7,2018-08-08 16:36:44,18.7,2018-08-08 16:36:44,70,101.41,13.38,13.38,2.89,24536,0,0,579,2.2,2.2,2018-08-08 16:36:44,2.2,19
-1,2018-08-08 16:41:44,18.9,18.9,2018-08-08 16:41:44,18.9,2018-08-08 16:41:44,68,101.4,13.34,13.34,2.89,24536,0,0,568,2.6,2.6,2018-08-08 16:41:44,2.6,10
-1,2018-08-08 16:46:44,18.3,18.3,2018-08-08 16:46:44,18.3,2018-08-08 16:46:44,72,101.4,13.38,13.38,2.89,24536,0,0,557,2.2,2.2,2018-08-08 16:46:44,2.2,3
-1,2018-08-08 16:51:44,18.6,18.6,2018-08-08 16:51:44,18.6,2018-08-08 16:51:44,71,101.39,13.38,13.38,2.89,24536,0,0,547,2.4,2.4,2018-08-08 16:51:44,2.4,18
-1,2018-08-08 16:56:44,18.3,18.3,2018-08-08 16:56:44,18.3,2018-08-08 16:56:44,72,101.39,13.38,13.38,2.89,24536,0,0,528,1.1,1.1,2018-08-08 16:56:44,1.1,37
11060,2018-08-08 17:00:00,19,18.2,1904-01-01 00:00:00,20,1904-01-01 00:00:00,68,101.39,0,13.31,3.35,24536,0,0,600,2.13,3.5,2018-08-08 16:38:30,2.13,3
-1,2018-08-08 17:01:22,18.1,18.1,2018-08-08 17:01:22,18.1,2018-08-08 17:01:22,71,101.39,13.37,13.37,3.24,24536,0,0,517,2.5,2.5,2018-08-08 17:01:22,2.5,358
-1,2018-08-08 17:06:48,17.4,17.4,2018-08-08 17:06:48,17.4,2018-08-08 17:06:48,76,101.39,13.38,13.38,3.24,24536,0,0,496,2.5,2.5,2018-08-08 17:06:48,2.5,0
-1,2018-08-08 17:11:44,17.5,17.5,2018-08-08 17:11:44,17.5,2018-08-08 17:11:44,76,101.38,13.4,13.4,3.24,24536,0,0,482,2.9,2.9,2018-08-08 17:11:44,2.9,356
-1,2018-08-08 17:16:44,17.3,17.3,2018-08-08 17:16:44,17.3,2018-08-08 17:16:44,77,101.36,13.38,13.38,3.24,24536,0,0,463,2.4,2.4,2018-08-08 17:16:44,2.4,5
-1,2018-08-08 17:21:44,17.1,17.1,2018-08-08 17:21:44,17.1,2018-08-08 17:21:44,79,101.37,13.41,13.41,3.24,24536,0,0,449,3,3,2018-08-08 17:21:44,3,26
-1,2018-08-08 17:26:44,17.3,17.3,2018-08-08 17:26:44,17.3,2018-08-08 17:26:44,77,101.39,13.42,13.42,3.24,24536,0,0,447,2.2,2.2,2018-08-08 17:26:44,2.2,4
-1,2018-08-08 17:31:44,17.9,17.9,2018-08-08 17:31:44,17.9,2018-08-08 17:31:44,75,101.39,13.4,13.4,3.24,24536,0,0,422,2.1,2.1,2018-08-08 17:31:44,2.1,3
-1,2018-08-08 17:36:44,17.7,17.7,2018-08-08 17:36:44,17.7,2018-08-08 17:36:44,76,101.38,13.42,13.42,3.24,24536,0,0,408,2.2,2.2,2018-08-08 17:36:44,2.2,349
-1,2018-08-08 17:41:44,17.3,17.3,2018-08-08 17:41:44,17.3,2018-08-08 17:41:44,76,101.37,13.41,13.41,3.24,24536,0,0,381,4,4,2018-08-08 17:41:44,4,348
-1,2018-08-08 17:46:44,17.4,17.4,2018-08-08 17:46:44,17.4,2018-08-08 17:46:44,77,101.37,13.42,13.42,3.24,24536,0,0,376,3.7,3.7,2018-08-08 17:46:44,3.7,1
-1,2018-08-08 17:51:44,17.3,17.3,2018-08-08 17:51:44,17.3,2018-08-08 17:51:44,76,101.37,13.44,13.44,3.24,24536,0,0,356,3.2,3.2,2018-08-08 17:51:44,3.2,2
-1,2018-08-08 17:56:44,17.4,17.4,2018-08-08 17:56:44,17.4,2018-08-08 17:56:44,77,101.37,13.44,13.44,3.24,24536,0,0,333,3.6,3.6,2018-08-08 17:56:44,3.6,19
11061,2018-08-08 18:00:00,17.5,17,1904-01-01 00:00:00,18.3,1904-01-01 00:00:00,76,101.36,0,13.35,3.58,24536,0,0,425,2.78,4.1,2018-08-08 17:53:10,2.78,4
-1,2018-08-08 18:01:23,17.1,17.1,2018-08-08 18:01:23,17.1,2018-08-08 18:01:23,82,101.36,13.43,13.43,3.47,24536,0,0,317,3.3,3.3,2018-08-08 18:01:23,3.3,18
-1,2018-08-08 18:06:48,17.8,17.8,2018-08-08 18:06:48,17.8,2018-08-08 18:06:48,76,101.35,13.42,13.42,3.47,24536,0,0,310,3.3,3.3,2018-08-08 18:06:48,3.3,19
-1,2018-08-08 18:11:45,18.2,18.2,2018-08-08 18:11:45,18.2,2018-08-08 18:11:45,73,101.36,13.42,13.42,3.47,24536,0,0,291,2.5,2.5,2018-08-08 18:11:45,2.5,7
-1,2018-08-08 18:16:45,18,18,2018-08-08 18:16:45,18,2018-08-08 18:16:45,75,101.35,13.44,13.44,3.47,24536,0,0,274,2.5,2.5,2018-08-08 18:16:45,2.5,358
-1,2018-08-08 18:21:45,18,18,2018-08-08 18:21:45,18,2018-08-08 18:21:45,76,101.34,13.42,13.42,3.47,24536,0,0,252,2.4,2.4,2018-08-08 18:21:45,2.4,19
-1,2018-08-08 18:26:45,18.3,18.3,2018-08-08 18:26:45,18.3,2018-08-08 18:26:45,75,101.35,13.43,13.43,3.47,24536,0,0,239,3,3,2018-08-08 18:26:45,3,46
-1,2018-08-08 18:31:45,18,18,2018-08-08 18:31:45,18,2018-08-08 18:31:45,77,101.35,13.44,13.44,3.47,24536,0,0,218,3.3,3.3,2018-08-08 18:31:45,3.3,46
-1,2018-08-08 18:36:45,18,18,2018-08-08 18:36:45,18,2018-08-08 18:36:45,77,101.34,13.44,13.44,3.47,24536,0,0,201,1.4,1.4,2018-08-08 18:36:45,1.4,33
-1,2018-08-08 18:41:45,17.6,17.6,2018-08-08 18:41:45,17.6,2018-08-08 18:41:45,78,101.35,13.43,13.43,3.47,24536,0,0,188,3.2,3.2,2018-08-08 18:41:45,3.2,36
-1,2018-08-08 18:46:45,17.1,17.1,2018-08-08 18:46:45,17.1,2018-08-08 18:46:45,82,101.35,13.45,13.45,3.47,24536,0,0,170,3.5,3.5,2018-08-08 18:46:45,3.5,32
-1,2018-08-08 18:51:45,16.8,16.8,2018-08-08 18:51:45,16.8,2018-08-08 18:51:45,84,101.34,13.46,13.46,3.47,24536,0,0,156,2.6,2.6,2018-08-08 18:51:45,2.6,41
-1,2018-08-08 18:56:45,16.2,16.2,2018-08-08 18:56:45,16.2,2018-08-08 18:56:45,86,101.36,13.47,13.47,3.47,24536,0,0,142,3.1,3.1,2018-08-08 18:56:45,3.1,20
11062,2018-08-08 19:00:00,17.5,16,1904-01-01 00:00:00,18.3,1904-01-01 00:00:00,78,101.35,0,13.41,3.63,24536,0,0,227,2.69,4,2018-08-08 18:49:10,2.69,24
-1,2018-08-08 19:01:23,16.1,16.1,2018-08-08 19:01:23,16.1,2018-08-08 19:01:23,86,101.34,13.46,13.46,3.52,24536,0,0,120,3.5,3.5,2018-08-08 19:01:23,3.5,26
-1,2018-08-08 19:06:50,16.6,16.6,2018-08-08 19:06:50,16.6,2018-08-08 19:06:50,83,101.36,13.49,13.49,3.52,24536,0,0,112,2.5,2.5,2018-08-08 19:06:50,2.5,21
-1,2018-08-08 19:11:45,16.4,16.4,2018-08-08 19:11:45,16.4,2018-08-08 19:11:45,84,101.36,13.45,13.45,3.52,24536,0,0,103,1.3,1.3,2018-08-08 19:11:45,1.3,35
-1,2018-08-08 19:16:45,16,16,2018-08-08 19:16:45,16,2018-08-08 19:16:45,84,101.36,13.47,13.47,3.52,24536,0,0,90,3,3,2018-08-08 19:16:45,3,27
-1,2018-08-08 19:21:45,15.7,15.7,2018-08-08 19:21:45,15.7,2018-08-08 19:21:45,86,101.36,13.47,13.47,3.52,24536,0,0,78,3.5,3.5,2018-08-08 19:21:45,3.5,22
-1,2018-08-08 19:26:45,15.7,15.7,2018-08-08 19:26:45,15.7,2018-08-08 19:26:45,88,101.39,13.47,13.47,3.52,24536,0,0,66,3.6,3.6,2018-08-08 19:26:45,3.6,20
