RecordIDNumber,RecDateTime,AirTemp_C_Avg,AirTemp_C_Min,AirTemp_C_TMn,AirTemp_C_Max,AirTemp_C_TMx,RH_Avg,Barometer_kPa,BatVolt_V,BatVolt_V_Min,ETo,RainYearly_mm,SnowYearly_mm,Solar_Avg,WindSpeed_ms_Avg,WindSpeed_ms_Max,WindSpeed_ms_TMx,WindSpeed_ms_WVc1,WindSpeed_ms_WVc2
-1,2018-10-06 06:07:10,11.8,11.8,2018-10-06 06:07:10,11.8,2018-10-06 06:07:10,88,101.49,13.66,13.66,0,24570,0,0,0,1.3,1.3,2018-10-06 06:07:10,1.3,274
-1,2018-10-06 06:12:10,12.1,12.1,2018-10-06 06:12:10,12.1,2018-10-06 06:12:10,88,101.49,13.66,13.66,0,24570,0,0,0,1.5,1.5,2018-10-06 06:12:10,1.5,280
-1,2018-10-06 06:17:10,12.1,12.1,2018-10-06 06:17:10,12.1,2018-10-06 06:17:10,88,101.5,13.66,13.66,0,24570,0,0,0,1.9,1.9,2018-10-06 06:17:10,1.9,272
-1,2018-10-06 06:22:10,12,12,2018-10-06 06:22:10,12,2018-10-06 06:22:10,88,101.49,13.64,13.64,0,24570,0,0,0,1.6,1.6,2018-10-06 06:22:10,1.6,283
-1,2018-10-06 06:27:10,12,12,2018-10-06 06:27:10,12,2018-10-06 06:27:10,88,101.5,13.65,13.65,0,24570,0,0,0,1.5,1.5,2018-10-06 06:27:10,1.5,272
-1,2018-10-06 06:32:10,11.9,11.9,2018-10-06 06:32:10,11.9,2018-10-06 06:32:10,88,101.5,13.66,13.66,0,24570,0,0,0,1.2,1.2,2018-10-06 06:32:10,1.2,290
-1,2018-10-06 06:37:10,11.8,11.8,2018-10-06 06:37:10,11.8,2018-10-06 06:37:10,88,101.5,13.65,13.65,0,24570,0,0,0,0.6,0.6,2018-10-06 06:37:10,0.6,274
-1,2018-10-06 06:42:10,11.6,11.6,2018-10-06 06:42:10,11.6,2018-10-06 06:42:10,88,101.5,13.63,13.63,0,24570,0,0,0,1.8,1.8,2018-10-06 06:42:10,1.8,268
-1,2018-10-06 06:47:10,11.8,11.8,2018-10-06 06:47:10,11.8,2018-10-06 06:47:10,88,101.5,13.65,13.65,0,24570,0,0,0,1.7,1.7,2018-10-06 06:47:10,1.7,300
-1,2018-10-06 06:52:11,11.8,11.8,2018-10-06 06:52:11,11.8,2018-10-06 06:52:11,88,101.5,13.66,13.66,0,24570,0,0,0,1.5,1.5,2018-10-06 06:52:11,1.5,286
-1,2018-10-06 06:57:10,11.7,11.7,2018-10-06 06:57:10,11.7,2018-10-06 06:57:10,88,101.51,13.64,13.64,0,24570,0,0,0,1.1,1.1,2018-10-06 06:57:10,1.1,292
12466,2018-10-06 07:00:00,11.9,11.6,1904-01-01 00:00:00,12.2,1904-01-01 00:00:00,88,101.51,0,13.62,0.01,24570,0,0,0,1.49,2.7,2018-10-06 06:19:30,1.49,282
-1,2018-10-06 07:01:48,11.7,11.7,2018-10-06 07:01:48,11.7,2018-10-06 07:01:48,88,101.52,13.68,13.68,0,24570,0,0,7,1.7,1.7,2018-10-06 07:01:48,1.7,287
-1,2018-10-06 07:07:10,11.7,11.7,2018-10-06 07:07:10,11.7,2018-10-06 07:07:10,89,101.53,13.65,13.65,0,24570,0,0,7,1.5,1.5,2018-10-06 07:07:10,1.5,288
-1,2018-10-06 07:12:10,11.7,11.7,2018-10-06 07:12:10,11.7,2018-10-06 07:12:10,89,101.53,13.66,13.66,0,24570,0,0,7,2.4,2.4,2018-10-06 07:12:10,2.4,286
-1,2018-10-06 07:17:10,11.8,11.8,2018-10-06 07:17:10,11.8,2018-10-06 07:17:10,89,101.53,13.64,13.64,0,24570,0,0,9,1.3,1.3,2018-10-06 07:17:10,1.3,292
-1,2018-10-06 07:22:10,11.8,11.8,2018-10-06 07:22:10,11.8,2018-10-06 07:22:10,90,101.54,13.65,13.65,0,24570,0,0,13,1.8,1.8,2018-10-06 07:22:10,1.8,296
-1,2018-10-06 07:27:11,11.9,11.9,2018-10-06 07:27:11,11.9,2018-10-06 07:27:11,89,101.54,13.64,13.64,0,24570,0,0,17,1.1,1.1,2018-10-06 07:27:11,1.1,287
-1,2018-10-06 07:32:11,11.9,11.9,2018-10-06 07:32:11,11.9,2018-10-06 07:32:11,89,101.54,13.66,13.66,0,24570,0,0,18,1.6,1.6,2018-10-06 07:32:11,1.6,286
-1,2018-10-06 07:37:11,12.2,12.2,2018-10-06 07:37:11,12.2,2018-10-06 07:37:11,89,101.54,13.65,13.65,0,24570,0,0,23,1.2,1.2,2018-10-06 07:37:11,1.2,290
-1,2018-10-06 07:42:11,12.3,12.3,2018-10-06 07:42:11,12.3,2018-10-06 07:42:11,88,101.54,13.61,13.61,0,24570,0,0,34,2.2,2.2,2018-10-06 07:42:11,2.2,291
-1,2018-10-06 07:47:11,12.5,12.5,2018-10-06 07:47:11,12.5,2018-10-06 07:47:11,87,101.55,13.62,13.62,0,24570,0,0,60,2,2,2018-10-06 07:47:11,2,310
-1,2018-10-06 07:52:11,12.6,12.6,2018-10-06 07:52:11,12.6,2018-10-06 07:52:11,87,101.55,13.59,13.59,0,24570,0,0,80,0.9,0.9,2018-10-06 07:52:11,0.9,281
-1,2018-10-06 07:57:11,12.6,12.6,2018-10-06 07:57:11,12.6,2018-10-06 07:57:11,86,101.54,13.61,13.61,0,24570,0,0,70,2.3,2.3,2018-10-06 07:57:11,2.3,291
12467,2018-10-06 08:00:00,12.1,11.6,1904-01-01 00:00:00,12.7,1904-01-01 00:00:00,88,101.53,0,13.58,0.04,24570,0,0,29,1.6,2.7,2018-10-06 07:43:30,1.6,288
-1,2018-10-06 08:01:48,12.5,12.5,2018-10-06 08:01:48,12.5,2018-10-06 08:01:48,87,101.54,13.6,13.6,0,24570,0,0,98,1.3,1.3,2018-10-06 08:01:48,1.3,279
-1,2018-10-06 08:07:11,12.8,12.8,2018-10-06 08:07:11,12.8,2018-10-06 08:07:11,86,101.54,13.59,13.59,0,24570,0,0,135,1.3,1.3,2018-10-06 08:07:11,1.3,254
-1,2018-10-06 08:12:11,13.2,13.2,2018-10-06 08:12:11,13.2,2018-10-06 08:12:11,84,101.54,13.6,13.6,0,24570,0,0,146,1.6,1.6,2018-10-06 08:12:11,1.6,253
-1,2018-10-06 08:17:11,13.3,13.3,2018-10-06 08:17:11,13.3,2018-10-06 08:17:11,84,101.55,13.59,13.59,0,24570,0,0,160,1.5,1.5,2018-10-06 08:17:11,1.5,276
-1,2018-10-06 08:22:11,13.6,13.6,2018-10-06 08:22:11,13.6,2018-10-06 08:22:11,84,101.54,13.55,13.55,0,24570,0,0,173,0.5,0.5,2018-10-06 08:22:11,0.5,215
-1,2018-10-06 08:27:11,14,14,2018-10-06 08:27:11,14,2018-10-06 08:27:11,82,101.55,13.55,13.55,0,24570,0,0,186,1,1,2018-10-06 08:27:11,1,274
-1,2018-10-06 08:32:11,14.2,14.2,2018-10-06 08:32:11,14.2,2018-10-06 08:32:11,82,101.56,13.55,13.55,0,24570,0,0,203,1.7,1.7,2018-10-06 08:32:11,1.7,288
-1,2018-10-06 08:37:11,14.3,14.3,2018-10-06 08:37:11,14.3,2018-10-06 08:37:11,82,101.55,13.54,13.54,0,24570,0,0,216,0.9,0.9,2018-10-06 08:37:11,0.9,300
-1,2018-10-06 08:42:11,14.5,14.5,2018-10-06 08:42:11,14.5,2018-10-06 08:42:11,82,101.55,13.53,13.53,0,24570,0,0,227,1.2,1.2,2018-10-06 08:42:11,1.2,332
-1,2018-10-06 08:47:11,14.5,14.5,2018-10-06 08:47:11,14.5,2018-10-06 08:47:11,81,101.56,13.52,13.52,0,24570,0,0,244,1.6,1.6,2018-10-06 08:47:11,1.6,322
-1,2018-10-06 08:52:11,14.6,14.6,2018-10-06 08:52:11,14.6,2018-10-06 08:52:11,82,101.55,13.52,13.52,0,24570,0,0,257,1.6,1.6,2018-10-06 08:52:11,1.6,355
-1,2018-10-06 08:57:11,14.6,14.6,2018-10-06 08:57:11,14.6,2018-10-06 08:57:11,83,101.57,13.51,13.51,0,24570,0,0,271,1.8,1.8,2018-10-06 08:57:11,1.8,350
12468,2018-10-06 09:00:00,13.9,12.5,1904-01-01 00:00:00,14.7,1904-01-01 00:00:00,83,101.56,0,13.49,0.16,24570,0,0,192,1.26,2.3,2018-10-06 08:58:10,1.26,297
-1,2018-10-06 09:01:48,14.7,14.7,2018-10-06 09:01:48,14.7,2018-10-06 09:01:48,84,101.56,13.51,13.51,0.1,24570,0,0,287,0.9,0.9,2018-10-06 09:01:48,0.9,21
-1,2018-10-06 09:07:11,14.8,14.8,2018-10-06 09:07:11,14.8,2018-10-06 09:07:11,84,101.56,13.5,13.5,0.1,24570,0,0,304,1.4,1.4,2018-10-06 09:07:11,1.4,11
-1,2018-10-06 09:12:11,15.2,15.2,2018-10-06 09:12:11,15.2,2018-10-06 09:12:11,84,101.55,13.47,13.47,0.1,24570,0,0,315,0.5,0.5,2018-10-06 09:12:11,0.5,32
-1,2018-10-06 09:17:11,15.5,15.5,2018-10-06 09:17:11,15.5,2018-10-06 09:17:11,84,101.56,13.49,13.49,0.1,24570,0,0,331,1,1,2018-10-06 09:17:11,1,81
-1,2018-10-06 09:22:11,15.4,15.4,2018-10-06 09:22:11,15.4,2018-10-06 09:22:11,84,101.56,13.45,13.45,0.1,24570,0,0,349,0.6,0.6,2018-10-06 09:22:11,0.6,61
-1,2018-10-06 09:27:11,15.2,15.2,2018-10-06 09:27:11,15.2,2018-10-06 09:27:11,85,101.55,13.48,13.48,0.1,24570,0,0,362,0.9,0.9,2018-10-06 09:27:11,0.9,79
-1,2018-10-06 09:32:11,15.3,15.3,2018-10-06 09:32:11,15.3,2018-10-06 09:32:11,85,101.54,13.47,13.47,0.1,24570,0,0,375,1.3,1.3,2018-10-06 09:32:11,1.3,92
-1,2018-10-06 09:37:11,15.3,15.3,2018-10-06 09:37:11,15.3,2018-10-06 09:37:11,86,101.56,13.47,13.47,0.1,24570,0,0,388,1.2,1.2,2018-10-06 09:37:11,1.2,77
-1,2018-10-06 09:42:11,15.3,15.3,2018-10-06 09:42:11,15.3,2018-10-06 09:42:11,86,101.57,13.48,13.48,0.1,24570,0,0,404,0.8,0.8,2018-10-06 09:42:11,0.8,68
-1,2018-10-06 09:47:11,15.3,15.3,2018-10-06 09:47:11,15.3,2018-10-06 09:47:11,86,101.57,13.43,13.43,0.1,24570,0,0,419,1.2,1.2,2018-10-06 09:47:11,1.2,66
-1,2018-10-06 09:52:11,15.2,15.2,2018-10-06 09:52:11,15.2,2018-10-06 09:52:11,86,101.56,13.46,13.46,0.1,24570,0,0,434,1.2,1.2,2018-10-06 09:52:11,1.2,104
-1,2018-10-06 09:57:11,15.4,15.4,2018-10-06 09:57:11,15.4,2018-10-06 09:57:11,86,101.57,13.45,13.45,0.1,24570,0,0,443,1.3,1.3,2018-10-06 09:57:11,1.3,95
12469,2018-10-06 10:00:00,15.2,14.7,1904-01-01 00:00:00,15.6,1904-01-01 00:00:00,85,101.56,0,13.43,0.37,24570,0,0,369,1.05,2.3,2018-10-06 09:00:10,1.05,68
-1,2018-10-06 10:01:48,15.5,15.5,2018-10-06 10:01:48,15.5,2018-10-06 10:01:48,86,101.57,13.45,13.45,0.31,24570,0,0,458,1.3,1.3,2018-10-06 10:01:48,1.3,83
-1,2018-10-06 10:07:11,15.4,15.4,2018-10-06 10:07:11,15.4,2018-10-06 10:07:11,87,101.55,13.44,13.44,0.31,24570,0,0,470,1.1,1.1,2018-10-06 10:07:11,1.1,79
-1,2018-10-06 10:12:11,15.4,15.4,2018-10-06 10:12:11,15.4,2018-10-06 10:12:11,88,101.55,13.45,13.45,0.31,24570,0,0,485,1.4,1.4,2018-10-06 10:12:11,1.4,83
-1,2018-10-06 10:17:11,15.4,15.4,2018-10-06 10:17:11,15.4,2018-10-06 10:17:11,88,101.54,13.45,13.45,0.31,24570,0,0,494,1.2,1.2,2018-10-06 10:17:11,1.2,79
-1,2018-10-06 10:22:11,15.4,15.4,2018-10-06 10:22:11,15.4,2018-10-06 10:22:11,87,101.54,13.45,13.45,0.31,24570,0,0,506,1.4,1.4,2018-10-06 10:22:11,1.4,94
-1,2018-10-06 10:27:11,15.5,15.5,2018-10-06 10:27:11,15.5,2018-10-06 10:27:11,88,101.54,13.43,13.43,0.31,24570,0,0,518,1.2,1.2,2018-10-06 10:27:11,1.2,77
-1,2018-10-06 10:32:11,15.5,15.5,2018-10-06 10:32:11,15.5,2018-10-06 10:32:11,88,101.54,13.42,13.42,0.31,24570,0,0,534,1.3,1.3,2018-10-06 10:32:11,1.3,85
-1,2018-10-06 10:37:11,15.5,15.5,2018-10-06 10:37:11,15.5,2018-10-06 10:37:11,87,101.52,13.44,13.44,0.31,24570,0,0,547,1.8,1.8,2018-10-06 10:37:11,1.8,85
-1,2018-10-06 10:42:11,15.5,15.5,2018-10-06 10:42:11,15.5,2018-10-06 10:42:11,87,101.52,13.45,13.45,0.31,24570,0,0,556,1.5,1.5,2018-10-06 10:42:11,1.5,95
-1,2018-10-06 10:47:11,15.5,15.5,2018-10-06 10:47:11,15.5,2018-10-06 10:47:11,88,101.52,13.43,13.43,0.31,24570,0,0,569,0.8,0.8,2018-10-06 10:47:11,0.8,122
-1,2018-10-06 10:52:12,15.5,15.5,2018-10-06 10:52:12,15.5,2018-10-06 10:52:12,88,101.52,13.43,13.43,0.31,24570,0,0,580,1.2,1.2,2018-10-06 10:52:12,1.2,104
-1,2018-10-06 10:57:11,15.7,15.7,2018-10-06 10:57:11,15.7,2018-10-06 10:57:11,88,101.52,13.42,13.42,0.31,24570,0,0,532,1.7,1.7,2018-10-06 10:57:11,1.7,94
12470,2018-10-06 11:00:00,15.5,15.4,1904-01-01 00:00:00,15.7,1904-01-01 00:00:00,87,101.51,0,13.42,0.66,24570,0,0,525,1.53,2.9,2018-10-06 10:59:30,1.53,89
-1,2018-10-06 11:01:49,15.6,15.6,2018-10-06 11:01:49,15.6,2018-10-06 11:01:49,89,101.51,13.43,13.43,0.6,24570,0,0,573,1.3,1.3,2018-10-06 11:01:49,1.3,77
-1,2018-10-06 11:07:17,15.9,15.9,2018-10-06 11:07:17,15.9,2018-10-06 11:07:17,88,101.49,13.44,13.44,0.6,24570,0,0,577,2.5,2.5,2018-10-06 11:07:17,2.5,73
-1,2018-10-06 11:12:11,16,16,2018-10-06 11:12:11,16,2018-10-06 11:12:11,88,101.48,13.44,13.44,0.6,24570,0,0,583,1.8,1.8,2018-10-06 11:12:11,1.8,135
-1,2018-10-06 11:17:12,15.7,15.7,2018-10-06 11:17:12,15.7,2018-10-06 11:17:12,89,101.48,13.44,13.44,0.6,24570,0,0,471,1.9,1.9,2018-10-06 11:17:12,1.9,62
-1,2018-10-06 11:22:12,15.7,15.7,2018-10-06 11:22:12,15.7,2018-10-06 11:22:12,89,101.47,13.44,13.44,0.6,24570,0,0,411,0.9,0.9,2018-10-06 11:22:12,0.9,62
-1,2018-10-06 11:27:12,16,16,2018-10-06 11:27:12,16,2018-10-06 11:27:12,89,101.47,13.42,13.42,0.6,24570,0,0,652,2,2,2018-10-06 11:27:12,2,25
-1,2018-10-06 11:32:12,15.7,15.7,2018-10-06 11:32:12,15.7,2018-10-06 11:32:12,88,101.47,13.44,13.44,0.6,24570,0,0,649,0.9,0.9,2018-10-06 11:32:12,0.9,357
-1,2018-10-06 11:37:12,16.2,16.2,2018-10-06 11:37:12,16.2,2018-10-06 11:37:12,86,101.46,13.42,13.42,0.6,24570,0,0,654,2.1,2.1,2018-10-06 11:37:12,2.1,21
-1,2018-10-06 11:42:12,15.8,15.8,2018-10-06 11:42:12,15.8,2018-10-06 11:42:12,88,101.44,13.43,13.43,0.6,24570,0,0,665,1.7,1.7,2018-10-06 11:42:12,1.7,352
-1,2018-10-06 11:47:12,15.7,15.7,2018-10-06 11:47:12,15.7,2018-10-06 11:47:12,89,101.43,13.45,13.45,0.6,24570,0,0,668,2.5,2.5,2018-10-06 11:47:12,2.5,14
-1,2018-10-06 11:52:16,15.8,15.8,2018-10-06 11:52:16,15.8,2018-10-06 11:52:16,90,101.41,13.41,13.41,0.6,24570,0,0,675,2.3,2.3,2018-10-06 11:52:16,2.3,8
-1,2018-10-06 11:57:12,16.2,16.2,2018-10-06 11:57:12,16.2,2018-10-06 11:57:12,88,101.42,13.43,13.43,0.6,24570,0,0,679,1.8,1.8,2018-10-06 11:57:12,1.8,360
12471,2018-10-06 12:00:00,15.9,15.6,1904-01-01 00:00:00,16.4,1904-01-01 00:00:00,88,101.39,0,13.4,0.99,24570,0,0,615,1.76,2.9,2018-10-06 11:00:10,1.76,42
-1,2018-10-06 12:01:49,16.5,16.5,2018-10-06 12:01:49,16.5,2018-10-06 12:01:49,86,101.41,13.42,13.42,0.93,24570,0,0,685,0.4,0.4,2018-10-06 12:01:49,0.4,8
-1,2018-10-06 12:07:16,16.4,16.4,2018-10-06 12:07:16,16.4,2018-10-06 12:07:16,86,101.39,13.41,13.41,0.93,24570,0,0,686,2,2,2018-10-06 12:07:16,2,63
-1,2018-10-06 12:12:12,16.4,16.4,2018-10-06 12:12:12,16.4,2018-10-06 12:12:12,85,101.41,13.42,13.42,0.93,24570,0,0,691,1.5,1.5,2018-10-06 12:12:12,1.5,28
-1,2018-10-06 12:12:27,16.4,16.4,2018-10-06 12:12:27,16.4,2018-10-06 12:12:27,85,101.41,13.43,13.43,0.93,24570,0,0,693,1.2,1.2,2018-10-06 12:12:27,1.2,19
-1,2018-10-06 12:17:12,16.4,16.4,2018-10-06 12:17:12,16.4,2018-10-06 12:17:12,86,101.39,13.41,13.41,0.93,24570,0,0,698,1.6,1.6,2018-10-06 12:17:12,1.6,44
-1,2018-10-06 12:22:12,16.8,16.8,2018-10-06 12:22:12,16.8,2018-10-06 12:22:12,86,101.39,13.42,13.42,0.93,24570,0,0,700,1.8,1.8,2018-10-06 12:22:12,1.8,70
-1,2018-10-06 12:27:12,16.7,16.7,2018-10-06 12:27:12,16.7,2018-10-06 12:27:12,87,101.38,13.43,13.43,0.93,24570,0,0,705,2.8,2.8,2018-10-06 12:27:12,2.8,24
-1,2018-10-06 12:32:12,16.6,16.6,2018-10-06 12:32:12,16.6,2018-10-06 12:32:12,87,101.36,13.43,13.43,0.93,24570,0,0,706,1.7,1.7,2018-10-06 12:32:12,1.7,76
-1,2018-10-06 12:37:12,16.9,16.9,2018-10-06 12:37:12,16.9,2018-10-06 12:37:12,88,101.33,13.41,13.41,0.93,24570,0,0,706,3.3,3.3,2018-10-06 12:37:12,3.3,34
-1,2018-10-06 12:42:12,17.1,17.1,2018-10-06 12:42:12,17.1,2018-10-06 12:42:12,87,101.34,13.43,13.43,0.93,24570,0,0,709,2.6,2.6,2018-10-06 12:42:12,2.6,23
-1,2018-10-06 12:47:12,16.5,16.5,2018-10-06 12:47:12,16.5,2018-10-06 12:47:12,89,101.34,13.44,13.44,0.93,24570,0,0,712,1.9,1.9,2018-10-06 12:47:12,1.9,48
-1,2018-10-06 12:52:12,16.6,16.6,2018-10-06 12:52:12,16.6,2018-10-06 12:52:12,87,101.33,13.44,13.44,0.93,24570,0,0,713,3.4,3.4,2018-10-06 12:52:12,3.4,30
-1,2018-10-06 12:57:12,16.3,16.3,2018-10-06 12:57:12,16.3,2018-10-06 12:57:12,89,101.33,13.42,13.42,0.93,24570,0,0,713,1.8,1.8,2018-10-06 12:57:12,1.8,32
12472,2018-10-06 13:00:00,16.6,16.3,1904-01-01 00:00:00,17.1,1904-01-01 00:00:00,87,101.33,0,13.39,1.37,24570,0,0,703,2.34,4.2,2018-10-06 12:39:50,2.34,36
-1,2018-10-06 13:01:49,16.7,16.7,2018-10-06 13:01:49,16.7,2018-10-06 13:01:49,87,101.31,13.44,13.44,1.31,24570,0,0,716,1.2,1.2,2018-10-06 13:01:49,1.2,51
-1,2018-10-06 13:07:12,17.4,17.4,2018-10-06 13:07:12,17.4,2018-10-06 13:07:12,84,101.3,13.45,13.45,1.31,24570,0,0,712,2.7,2.7,2018-10-06 13:07:12,2.7,25
-1,2018-10-06 13:12:12,17.3,17.3,2018-10-06 13:12:12,17.3,2018-10-06 13:12:12,86,101.29,13.44,13.44,1.31,24570,0,0,715,3.1,3.1,2018-10-06 13:12:12,3.1,71
-1,2018-10-06 13:17:12,17.5,17.5,2018-10-06 13:17:12,17.5,2018-10-06 13:17:12,84,101.26,13.44,13.44,1.31,24570,0,0,714,3.4,3.4,2018-10-06 13:17:12,3.4,35
-1,2018-10-06 13:22:12,17.2,17.2,2018-10-06 13:22:12,17.2,2018-10-06 13:22:12,85,101.27,13.43,13.43,1.31,24570,0,0,712,3.8,3.8,2018-10-06 13:22:12,3.8,10
-1,2018-10-06 13:27:12,17.4,17.4,2018-10-06 13:27:12,17.4,2018-10-06 13:27:12,86,101.26,13.44,13.44,1.31,24570,0,0,716,1.1,1.1,2018-10-06 13:27:12,1.1,23
-1,2018-10-06 13:32:12,17.3,17.3,2018-10-06 13:32:12,17.3,2018-10-06 13:32:12,86,101.23,13.41,13.41,1.31,24570,0,0,714,1.6,1.6,2018-10-06 13:32:12,1.6,47
-1,2018-10-06 13:37:12,17,17,2018-10-06 13:37:12,17,2018-10-06 13:37:12,86,101.23,13.42,13.42,1.31,24570,0,0,715,2.8,2.8,2018-10-06 13:37:12,2.8,14
-1,2018-10-06 13:42:12,17.1,17.1,2018-10-06 13:42:12,17.1,2018-10-06 13:42:12,87,101.22,13.42,13.42,1.31,24570,0,0,711,2.9,2.9,2018-10-06 13:42:12,2.9,14
-1,2018-10-06 13:47:12,17.3,17.3,2018-10-06 13:47:12,17.3,2018-10-06 13:47:12,86,101.2,13.41,13.41,1.31,24570,0,0,710,2.5,2.5,2018-10-06 13:47:12,2.5,17
-1,2018-10-06 13:52:12,17,17,2018-10-06 13:52:12,17,2018-10-06 13:52:12,89,101.21,13.44,13.44,1.31,24570,0,0,704,3.9,3.9,2018-10-06 13:52:12,3.9,356
-1,2018-10-06 13:57:13,17,17,2018-10-06 13:57:13,17,2018-10-06 13:57:13,88,101.2,13.44,13.44,1.31,24570,0,0,699,3.8,3.8,2018-10-06 13:57:13,3.8,18
12473,2018-10-06 14:00:00,17.2,16.7,1904-01-01 00:00:00,17.8,1904-01-01 00:00:00,86,101.19,0,13.4,1.74,24570,0,0,711,2.81,5,2018-10-06 13:54:30,2.81,22
-1,2018-10-06 14:01:49,17,17,2018-10-06 14:01:49,17,2018-10-06 14:01:49,88,101.19,13.45,13.45,1.68,24570,0,0,690,3.1,3.1,2018-10-06 14:01:49,3.1,7
-1,2018-10-06 14:07:12,18,18,2018-10-06 14:07:12,18,2018-10-06 14:07:12,80,101.18,13.43,13.43,1.68,24570,0,0,687,1.4,1.4,2018-10-06 14:07:12,1.4,20
-1,2018-10-06 14:12:12,19.8,19.8,2018-10-06 14:12:12,19.8,2018-10-06 14:12:12,72,101.18,13.43,13.43,1.68,24570,0,0,681,2.1,2.1,2018-10-06 14:12:12,2.1,78
-1,2018-10-06 14:17:12,19.6,19.6,2018-10-06 14:17:12,19.6,2018-10-06 14:17:12,73,101.16,13.42,13.42,1.68,24570,0,0,677,2,2,2018-10-06 14:17:12,2,31
-1,2018-10-06 14:22:12,19.6,19.6,2018-10-06 14:22:12,19.6,2018-10-06 14:22:12,71,101.16,13.4,13.4,1.68,24570,0,0,669,1.1,1.1,2018-10-06 14:22:12,1.1,114
-1,2018-10-06 14:27:13,19.7,19.7,2018-10-06 14:27:13,19.7,2018-10-06 14:27:13,72,101.14,13.41,13.41,1.68,24570,0,0,663,1.6,1.6,2018-10-06 14:27:13,1.6,67
-1,2018-10-06 14:32:12,20.3,20.3,2018-10-06 14:32:12,20.3,2018-10-06 14:32:12,66,101.14,13.37,13.37,1.68,24570,0,0,654,1.4,1.4,2018-10-06 14:32:12,1.4,178
-1,2018-10-06 14:37:13,21.7,21.7,2018-10-06 14:37:13,21.7,2018-10-06 14:37:13,59,101.12,13.37,13.37,1.68,24570,0,0,648,2.7,2.7,2018-10-06 14:37:13,2.7,192
-1,2018-10-06 14:42:13,22,22,2018-10-06 14:42:13,22,2018-10-06 14:42:13,58,101.12,13.38,13.38,1.68,24570,0,0,639,2.3,2.3,2018-10-06 14:42:13,2.3,164
-1,2018-10-06 14:47:13,22.1,22.1,2018-10-06 14:47:13,22.1,2018-10-06 14:47:13,56,101.1,13.38,13.38,1.68,24570,0,0,626,3.2,3.2,2018-10-06 14:47:13,3.2,182
-1,2018-10-06 14:52:13,22.3,22.3,2018-10-06 14:52:13,22.3,2018-10-06 14:52:13,56,101.1,13.37,13.37,1.68,24570,0,0,624,3.3,3.3,2018-10-06 14:52:13,3.3,190
-1,2018-10-06 14:57:13,22.2,22.2,2018-10-06 14:57:13,22.2,2018-10-06 14:57:13,56,101.09,13.36,13.36,1.68,24570,0,0,613,4.6,4.6,2018-10-06 14:57:13,4.6,180
12474,2018-10-06 15:00:00,20.4,17,1904-01-01 00:00:00,22.5,1904-01-01 00:00:00,67,101.09,0,13.35,2.15,24570,0,0,656,2.5,5.2,2018-10-06 14:59:50,2.5,123
-1,2018-10-06 15:01:50,22.5,22.5,2018-10-06 15:01:50,22.5,2018-10-06 15:01:50,54,101.08,13.36,13.36,2.09,24570,0,0,611,3,3,2018-10-06 15:01:50,3,179
-1,2018-10-06 15:07:13,22.5,22.5,2018-10-06 15:07:13,22.5,2018-10-06 15:07:13,56,101.1,13.37,13.37,2.09,24570,0,0,596,1.4,1.4,2018-10-06 15:07:13,1.4,206
-1,2018-10-06 15:12:13,23.2,23.2,2018-10-06 15:12:13,23.2,2018-10-06 15:12:13,50,101.11,13.36,13.36,2.09,24570,0,0,583,0.7,0.7,2018-10-06 15:12:13,0.7,125
-1,2018-10-06 15:17:13,23.1,23.1,2018-10-06 15:17:13,23.1,2018-10-06 15:17:13,53,101.09,13.34,13.34,2.09,24570,0,0,584,1.8,1.8,2018-10-06 15:17:13,1.8,81
-1,2018-10-06 15:22:13,22.9,22.9,2018-10-06 15:22:13,22.9,2018-10-06 15:22:13,53,101.1,13.35,13.35,2.09,24570,0,0,553,3,3,2018-10-06 15:22:13,3,152
-1,2018-10-06 15:27:13,22.2,22.2,2018-10-06 15:27:13,22.2,2018-10-06 15:27:13,58,101.09,13.36,13.36,2.09,24570,0,0,548,3.5,3.5,2018-10-06 15:27:13,3.5,171
-1,2018-10-06 15:32:13,22.1,22.1,2018-10-06 15:32:13,22.1,2018-10-06 15:32:13,58,101.1,13.33,13.33,2.09,24570,0,0,70,3.3,3.3,2018-10-06 15:32:13,3.3,176
-1,2018-10-06 15:37:13,21.8,21.8,2018-10-06 15:37:13,21.8,2018-10-06 15:37:13,60,101.09,13.36,13.36,2.09,24570,0,0,536,2.9,2.9,2018-10-06 15:37:13,2.9,183
-1,2018-10-06 15:42:13,22.3,22.3,2018-10-06 15:42:13,22.3,2018-10-06 15:42:13,58,101.09,13.33,13.33,2.09,24570,0,0,514,1.4,1.4,2018-10-06 15:42:13,1.4,167
-1,2018-10-06 15:47:13,22.9,22.9,2018-10-06 15:47:13,22.9,2018-10-06 15:47:13,40,101.08,13.36,13.36,2.09,24570,0,0,506,3.9,3.9,2018-10-06 15:47:13,3.9,294
-1,2018-10-06 15:52:13,23.6,23.6,2018-10-06 15:52:13,23.6,2018-10-06 15:52:13,34,101.07,13.35,13.35,2.09,24570,0,0,497,4.2,4.2,2018-10-06 15:52:13,4.2,286
-1,2018-10-06 15:57:13,24.4,24.4,2018-10-06 15:57:13,24.4,2018-10-06 15:57:13,34,101.07,13.32,13.32,2.09,24570,0,0,480,4.2,4.2,2018-10-06 15:57:13,4.2,253
