dt,AirTemp,atmCond,AtmPressure,CO2aW,CO2bW,CO2Umm,condTemp,drip1,dryBoxTemp,dryDruck,equCond,equPress,equPump,equTemp,error,FETExtV,FETIntV,H2OaW,H2ObW,H2OFlow,H2OMmm,IntakeTemp,licorFlow,licorPress,licorTemp,O2Sat,O2Temp,O2Umm,pHTemp,Salinity,stdVal,type,ventFlow,LAT,LON,TSG45_T
2019-07-21 00:05:00,NaN,9.95,NaN,14956273,12377907,584.49,4.87,9.93,24.44,1014.02,9.95,-0.22,70,10.99,0,0.048667,1.491559,13866950,13373443,2.66,1.32,NaN,102.09,1008.88,28.35,296.838,86.122,10.933,10.971,NaN,NaN,EQU,36.36,41.8961766666667,-124.874938333333,10.7711
2019-07-21 00:08:00,NaN,9.95,NaN,15047965,12476469,575.16,4.81,9.94,24.37,1014.3,9.96,-0.93,70,11.1,0,0.048893,1.486871,13970053,13473266,2.62,1.32,NaN,104.27,1009,28.36,298.152,86.795,11.099,11.116,NaN,NaN,EQU,21.87,41.8959833333333,-124.885223333333,10.9029166666667
2019-07-21 00:11:00,NaN,9.98,NaN,15035317,12512380,556.45,4.87,9.95,24.37,1014.15,9.98,-0.21,70,11.22,0,0.049394,1.482685,14009697,13511612,2.62,1.32,NaN,104.15,1009.02,28.35,292.475,85.339,11.19,11.217,NaN,NaN,EQU,17.76,41.895855,-124.895533333333,10.9013166666667
2019-07-21 00:14:00,NaN,9.97,NaN,15014975,12504283,552.87,4.56,9.94,24.31,1014.5,9.96,-0.37,70,11.03,0,0.049559,1.487926,14078191,13578479,2.63,1.31,NaN,102.85,1009.09,28.35,283.008,82.161,10.956,10.998,NaN,NaN,EQU,-7.41,41.89594,-124.905776666667,10.8713166666667
2019-07-21 00:17:00,NaN,9.88,NaN,15074946,12560801,550.31,4.69,9.87,24.25,1014.46,9.87,-0.26,70,11.16,0,0.049525,1.486491,14098953,13597330,2.62,1.32,NaN,92.19,1009.02,28.35,285.666,83.065,10.982,11.067,NaN,NaN,EQU,1.42,41.8962133333333,-124.915938333333,10.7344333333333
2019-07-21 00:20:00,NaN,9.88,NaN,14944558,12441858,554.35,4.62,9.87,24.19,1014.51,9.88,-0.52,70,11.11,0,0.049635,1.479261,14008135,13509436,2.6,1.32,NaN,91.26,1009.11,28.34,289.54,84.733,11.493,11.345,NaN,NaN,EQU,29.01,41.89639,-124.926131666667,11.60175
2019-07-21 00:23:00,NaN,9.88,NaN,14956730,12600041,496.66,4.69,9.87,24.25,1014.35,9.87,-0.35,70,11.95,0,0.051188,1.456046,13996432,13498273,2.63,1.32,NaN,89.8,1009.09,28.33,300.721,89.241,11.933,11.953,NaN,NaN,EQU,29.93,41.89653,-124.936258333333,11.8438
2019-07-21 00:26:00,NaN,9.96,NaN,14917572,12617161,477.73,4.81,9.94,24.19,1014.54,9.96,-0.33,70,12.16,0,0.052169,1.447481,14055128,13556063,2.62,1.31,NaN,102.62,1009.18,28.33,301.587,89.77,11.994,12.087,NaN,NaN,EQU,3.6,41.8967366666667,-124.946455,11.64575
2019-07-21 00:29:00,NaN,9.97,NaN,14844967,12557735,476.97,4.75,9.95,24.25,1014.33,9.97,-0.22,70,12.05,0,0.05257,1.448624,13966760,13471277,2.64,1.31,NaN,103.86,1009.19,28.32,300.066,89.38,12.121,12.118,NaN,NaN,EQU,22.4,41.8969,-124.956846666667,12.0205333333333
2019-07-21 00:32:00,NaN,9.95,NaN,14951151,12680066,464.97,4.81,9.93,24.19,1014.61,9.94,-0.13,70,12.29,0,0.053071,1.4406,14078294,13578745,2.66,1.31,NaN,100.81,1009.19,28.32,322.269,96.294,12.205,12.255,NaN,NaN,EQU,28.15,41.897085,-124.967176666667,12.0697666666667
2019-07-21 00:34:00,NaN,9.97,NaN,14916369,12652768,464.06,4.87,9.95,24.25,1014.64,9.97,-0.32,70,12.29,0,0.052954,1.436282,14100391,13599501,2.64,1.31,NaN,103.97,1009.35,28.33,302.713,90.677,12.374,12.365,NaN,NaN,EQU,-4.41,41.8970333333333,-124.974105,12.39475
2019-07-21 00:37:00,NaN,9.97,NaN,14830171,12625981,447.08,4.87,9.95,24.31,1014.64,9.97,-0.26,70,12.98,0,0.053715,1.413169,13962582,13465766,2.65,1.32,NaN,104.8,1009.37,28.32,311.282,94.685,13.019,13.048,NaN,NaN,EQU,5.05,41.89662,-124.985288333333,12.9093166666667
2019-07-21 00:40:00,NaN,9.98,NaN,14754409,12592476,435.95,4.87,9.95,24.31,1014.34,9.98,-0.13,70,13.24,0,0.054055,1.403154,13957741,13461414,2.65,1.32,NaN,104.39,1009.2,28.33,312.129,95.379,13.228,13.253,NaN,NaN,EQU,3.03,41.8962783333333,-124.996226666667,13.0732333333333
2019-07-21 00:43:00,NaN,9.98,NaN,14843006,12676471,432.94,4.81,9.96,24.37,1014.49,9.98,-0.31,70,13.33,0,0.05463,1.399171,14055891,13555326,2.63,1.32,NaN,104.63,1009.25,28.35,312.795,95.703,13.272,13.31,NaN,NaN,EQU,4.44,41.89624,-125.007316666667,13.1013666666667
2019-07-21 00:46:00,NaN,9.96,NaN,14803869,12649451,430.67,4.87,9.94,24.31,1014.54,9.96,-0.47,70,13.35,0,0.054746,1.398037,13968488,13471100,2.61,1.32,NaN,99.65,1009.23,28.35,313.385,95.899,13.271,13.317,NaN,NaN,EQU,8.44,41.8964483333333,-125.018131666667,13.0980166666667
2019-07-21 00:49:00,NaN,9.94,NaN,14877118,12715059,429.59,4.87,9.92,24.31,1014.67,9.94,-0.27,70,13.33,0,0.054894,1.399073,14089151,13587599,2.62,1.32,NaN,99.42,1009.26,28.36,313.506,95.85,13.221,13.277,NaN,NaN,EQU,11.96,41.8967566666667,-125.028808333333,13.0177833333333
2019-07-21 00:52:00,NaN,9.92,NaN,14886653,12719320,430.97,4.75,9.9,24.31,1014.62,9.92,-0.37,70,13.07,0,0.055462,1.416213,14071031,13569703,2.68,1.32,NaN,96.8,1009.29,28.36,326.884,98.73,12.556,12.732,NaN,NaN,EQU-DRAIN,-0.64,41.8972366666667,-125.039305,12.2729166666667
2019-07-21 00:56:00,NaN,9.97,NaN,14751945,12830094,353.45,4.56,9.95,24.31,1014.53,9.98,0.26,70,12.64,0,0.056916,1.423407,14037563,13537684,2.65,1.32,NaN,104.03,1009.3,28.37,338.963,102.162,12.605,12.638,NaN,NaN,EQU,-9.91,41.8974916666667,-125.053006666667,12.4793333333333
2019-07-21 00:59:00,NaN,9.98,NaN,14706509,12877178,325.55,4.87,9.96,24.31,1014.38,9.99,0.14,70,12.78,0,0.058804,1.419085,13964765,13467952,2.66,1.32,NaN,107.14,1009.09,28.37,348.222,105.264,12.736,12.77,NaN,NaN,EQU,-21.6,41.8974833333333,-125.063101666667,12.6405333333333
2019-07-21 01:02:00,NaN,9.97,NaN,13963342,13481109,-0.74,4.87,9.95,24.31,1014.5,9.97,0.1,70,12.94,0,0.058709,1.413314,13955954,13643545,2.63,-0.15,NaN,67.79,1009.15,28.38,338.124,102.597,12.909,12.938,NaN,0,STD5,-26.09,41.8975316666667,-125.073616666667,12.8090666666667
2019-07-21 01:05:00,NaN,9.94,NaN,14627058,12888274,300.25,4.87,9.93,24.31,1014.42,9.94,-0.09,70,13.07,0,0.058583,1.408813,13903274,13597547,2.66,-0.19,NaN,62.64,1009.16,28.38,339.413,103.252,13.008,13.052,NaN,301.13,STD1,16.53,41.897525,-125.087486666667,12.8645333333333
2019-07-21 01:07:00,NaN,9.97,NaN,14757549,12706294,396.93,4.87,9.95,24.31,1014.58,9.97,0.28,70,13.12,0,0.058435,1.40695,13911064,13606952,2.66,-0.2,NaN,63.03,1009.21,28.38,340.521,103.671,13.034,13.087,NaN,397.67,STD2,-27.47,41.8975083333333,-125.091011666667,12.8631333333333
2019-07-21 01:10:00,NaN,9.96,NaN,15074033,12446777,596.22,4.87,9.94,24.25,1014.75,9.96,-0.18,70,13.13,0,0.058625,1.406821,13903621,13601237,2.63,-0.21,NaN,58.55,1009.26,28.39,342.667,104.31,13.017,13.081,NaN,597.45,STD3,-27.25,41.8975216666667,-125.101688333333,12.8223333333333
2019-07-21 01:13:00,NaN,9.98,NaN,14580976,11390387,908.26,4.81,9.95,24.25,1014.81,9.98,0.18,70,13.03,0,0.058728,1.410091,13916470,13616252,2.67,-0.23,NaN,84.99,1009.36,28.38,347.096,105.404,12.921,12.974,NaN,908.02,STD4,-25.91,41.8975033333333,-125.112181666667,12.6943833333333
2019-07-21 01:16:00,NaN,9.96,NaN,14868037,12777276,405.07,4.87,9.94,24.19,1014.73,9.96,-0.02,70,12.88,0,0.059163,1.415889,14057707,13566979,2.65,1.24,NaN,94.95,1009.31,28.38,349.114,105.608,12.738,12.801,NaN,NaN,ATM,-26.92,41.897585,-125.123001666667,12.5484
2019-07-21 01:18:00,NaN,9.99,NaN,14917538,12825139,404.84,4.81,9.97,24.25,1011.73,9.99,0.14,70,12.81,0,0.059551,1.417825,14074878,13586728,2.67,1.21,NaN,95.12,1006.34,28.38,349.701,105.69,12.702,12.761,NaN,NaN,ATM,-16.84,41.8975883333333,-125.13016,12.51225
2019-07-21 01:20:00,NaN,9.88,NaN,14792687,12713193,404.8,4.56,9.87,24.31,1014.66,9.88,0.05,70,12.76,0,0.059408,1.43128,13928342,13447937,2.66,1.19,NaN,94.34,1009.39,28.38,348.393,104.287,12.071,12.335,NaN,NaN,ATM,-16.85,41.8975133333333,-125.136958333333,11.7962833333333
2019-07-21 01:22:00,NaN,9.95,NaN,14825423,12741368,404.71,4.81,9.93,24.31,1014.85,9.95,0.32,70,12.13,0,0.058742,1.442091,14048343,13566545,2.66,1.16,NaN,94.06,1009.52,28.37,346.283,103.035,12.009,12.07,NaN,NaN,ATM,-16.85,41.900515,-125.140626666667,11.8088333333333
2019-07-21 01:24:00,NaN,9.98,NaN,14855497,12767444,404.66,4.87,9.96,24.31,1014.87,9.99,0.18,70,12.1,0,0.05825,1.44547,14050366,13570966,2.65,1.14,NaN,94.95,1009.49,28.38,346.18,102.96,11.994,12.051,NaN,NaN,ATM,-27.46,41.90514,-125.141916666667,11.7941
2019-07-21 01:26:00,NaN,9.88,NaN,14804351,12723661,404.62,4.56,9.87,24.25,1014.69,9.88,0.24,70,12.07,0,0.05809,1.447233,13983952,13508378,2.62,1.13,NaN,96.3,1009.43,28.37,389.066,115.629,11.957,12.018,NaN,NaN,ATM,-27.47,41.9098816666667,-125.14295,11.72265
2019-07-21 01:33:00,NaN,10.02,NaN,14689728,12869667,323.08,4.62,9.99,25,1014.86,10.02,0.13,70,13.13,0,0.05895,1.408653,14049225,13546467,2.68,1.34,NaN,104.27,1009.57,28.39,348.565,106.229,13.113,13.133,NaN,NaN,EQU,-27.47,41.9275433333333,-125.146413333333,12.9569
2019-07-21 01:36:00,NaN,10,NaN,14670333,12836805,328.21,4.62,9.97,25,1014.71,9.99,-0.12,70,13.33,0,0.058698,1.40008,13988223,13489107,2.7,1.33,NaN,107.93,1009.45,28.4,348.545,106.679,13.291,13.326,NaN,NaN,EQU,-27.47,41.937265,-125.148203333333,13.1499833333333
2019-07-21 01:39:00,NaN,10,NaN,14756982,12888983,335.72,4.75,9.97,25,1015,10,0.16,70,13.48,0,0.058691,1.393688,14103802,13600513,2.66,1.33,NaN,108.3,1009.59,28.41,342.079,105.035,13.44,13.469,NaN,NaN,EQU,-14.02,41.94229,-125.149226666667,13.2765
2019-07-21 01:42:00,NaN,9.95,NaN,14717185,12841537,339.85,4.94,9.93,24.94,1014.89,9.95,0.25,70,13.6,0,0.058708,1.388499,14058072,13555944,2.68,1.34,NaN,103.44,1009.5,28.42,345.1,106.263,13.559,13.597,NaN,NaN,EQU,-13.9,41.9520516666667,-125.151233333333,13.4144
2019-07-21 01:45:00,NaN,9.9,NaN,14653130,12779998,341.69,4.62,9.88,24.94,1014.68,9.9,0.06,70,13.72,0,0.05853,1.384036,13921957,13424243,2.67,1.34,NaN,92.57,1009.51,28.42,339.255,104.709,13.667,13.703,NaN,NaN,EQU,-27.47,41.9569316666667,-125.152195,13.50585
2019-07-21 01:48:00,NaN,9.94,NaN,14729351,12837798,344.46,4.75,9.92,24.94,1014.88,9.94,0.17,69,13.81,0,0.058529,1.379973,14013126,13513205,2.68,1.33,NaN,95.57,1009.6,28.42,336.679,104.099,13.752,13.784,NaN,NaN,EQU,-27.47,41.9644483333333,-125.153715,13.59765
2019-07-21 01:51:00,NaN,9.9,NaN,14762587,12846048,351.21,4.69,9.88,24.94,1015.01,9.89,0.18,69,13.89,0,0.058258,1.376944,14084656,13582241,2.67,1.33,NaN,92.79,1009.59,28.42,332.121,102.872,13.824,13.864,NaN,NaN,EQU-DRAIN,-26.5,41.9720166666667,-125.15524,13.6640166666667
2019-07-21 01:55:00,NaN,9.92,NaN,14752640,12803117,362.5,5,9.9,24.94,1014.92,9.92,-0.35,69,13.95,0,0.05787,1.374585,14019062,13518805,2.68,1.33,NaN,93.12,1009.56,28.41,328.205,101.792,13.882,13.923,NaN,NaN,EQU,-5.35,41.9817966666667,-125.157123333333,13.7304166666667
2019-07-21 01:58:00,NaN,9.88,NaN,14767968,12778306,375.22,4.69,9.86,24.94,1014.96,9.87,-0.22,69,13.98,0,0.057458,1.372704,14079888,13577396,2.68,1.33,NaN,87.56,1009.57,28.42,325.214,100.947,13.93,13.961,NaN,NaN,EQU,-2.39,41.989305,-125.15863,13.7705166666667
2019-07-21 02:01:00,NaN,10.04,NaN,14738631,12731092,382.6,4.62,10.01,24.94,1014.85,10.05,-0.39,69,14.02,0,0.057171,1.371367,13958168,13460371,2.66,1.33,NaN,111.06,1009.57,28.41,329.5,102.361,13.959,13.998,NaN,NaN,EQU,-2.29,41.9964866666667,-125.160143333333,13.7919
2019-07-21 02:04:00,NaN,9.88,NaN,14790750,12768047,385.33,4.56,9.86,24.94,1014.91,9.87,-0.19,69,14.04,0,0.057185,1.370534,13989288,13491335,2.67,1.32,NaN,88.89,1009.58,28.41,325.736,101.233,13.978,14.016,NaN,NaN,EQU,-4.9,42.0039616666667,-125.16179,13.8335833333333
2019-07-21 02:07:00,NaN,10.03,NaN,14762870,12754184,381.83,4.56,10,24.87,1014.87,10.03,-0.32,69,14.09,0,0.057364,1.369137,13958571,13462514,2.63,1.31,NaN,112.11,1009.63,28.4,329.362,102.445,14.013,14.054,NaN,NaN,EQU,-13.54,42.01148,-125.16346,13.8385666666667
2019-07-21 02:10:00,NaN,10.02,NaN,14768036,12774547,376.42,4.56,10,24.87,1015.06,10.03,-0.31,69,14.08,0,0.057387,1.369347,14055397,13557301,2.68,1.3,NaN,108.72,1009.67,28.4,331.135,102.943,13.977,14.03,NaN,NaN,EQU,1.5,42.018995,-125.165135,13.7039833333333
2019-07-21 02:12:00,NaN,10,NaN,14744571,12824059,353.19,4.69,9.97,24.87,1015.02,10,-0.23,69,13.9,0,0.058374,1.375208,14006707,13510003,2.7,1.3,NaN,107.02,1009.68,28.39,344.323,106.554,13.75,13.823,NaN,NaN,EQU,12.12,42.0239433333333,-125.166263333333,13.52355
2019-07-21 02:15:00,NaN,9.98,NaN,14688895,12904189,311.94,4.87,9.96,24.87,1014.98,9.98,-0.19,69,13.54,0,0.059983,1.394069,14053946,13556088,2.66,1.3,NaN,105.52,1009.69,28.39,351.439,107.63,13.2,13.353,NaN,NaN,EQU,-13.72,42.0313333333333,-125.16792,12.7171833333333
2019-07-21 02:18:00,NaN,9.92,NaN,14753110,12811043,359.9,4.81,9.91,24.87,1015.18,9.92,-0.5,69,12.37,0,0.05776,1.43135,14102339,13602564,2.64,1.3,NaN,92.52,1009.68,28.38,329.669,98.551,12.195,12.276,NaN,NaN,EQU,-2.96,42.0387433333333,-125.169406666667,11.9806666666667
2019-07-21 02:21:00,NaN,10.05,NaN,14781796,12768631,382.43,4.69,10.02,24.87,1014.79,10.05,-0.17,69,12.24,0,0.05658,1.438817,14019988,13522373,2.63,1.31,NaN,92.13,1009.62,28.37,331.717,98.969,12.128,12.19,NaN,NaN,EQU,21.19,42.0459633333333,-125.17071,11.9287166666667
2019-07-21 02:24:00,NaN,10.03,NaN,14754773,12731109,387.33,4.62,10,24.87,1014.78,10.03,-0.32,69,12.19,0,0.056052,1.442405,14015154,13518229,2.66,1.3,NaN,109.76,1009.46,28.37,328.807,97.979,12.073,12.135,NaN,NaN,EQU,4.19,42.0536083333333,-125.170653333333,11.8756333333333
2019-07-21 02:27:00,NaN,10.05,NaN,14770999,12736187,390.35,4.56,9.86,24.87,1014.65,10.05,-0.15,69,12.13,0,0.055599,1.44533,13948479,13454260,2.65,1.3,NaN,90.39,1009.5,28.37,328.654,97.784,12.002,12.068,NaN,NaN,EQU,-4.45,42.0616616666667,-125.170415,11.8035333333333
2019-07-21 02:30:00,NaN,9.97,NaN,14768409,12724073,393.54,4.87,9.94,24.87,1015.18,9.97,-0.21,70,12.08,0,0.055717,1.447038,13961882,13468144,2.67,1.29,NaN,103.74,1009.9,28.37,328.173,97.601,12.001,12.05,NaN,NaN,EQU,19.56,42.0637933333333,-125.161368333333,11.8361833333333
2019-07-21 02:33:00,NaN,9.95,NaN,14758321,12723004,390.91,4.81,9.94,24.94,1015.14,9.96,-0.52,69,12.17,0,0.055846,1.443984,13971310,13477603,2.66,1.29,NaN,102.09,1009.93,28.37,328.016,97.768,12.1,12.146,NaN,NaN,EQU,6.06,42.06269,-125.151618333333,11.9182333333333
2019-07-21 02:36:00,NaN,9.94,NaN,14791763,12759847,388.2,4.81,9.92,24.87,1015.23,9.94,-0.51,69,12.19,0,0.056157,1.443563,14114664,13615936,2.64,1.29,NaN,96.69,1009.88,28.37,328.314,97.867,12.099,12.151,NaN,NaN,EQU,11.56,42.0640633333333,-125.151643333333,11.9103666666667
2019-07-21 02:39:00,NaN,9.91,NaN,14771747,12738749,389.56,4.69,9.89,24.81,1015.02,9.91,-0.21,69,12.14,0,0.055727,1.445694,13969817,13475411,2.66,1.29,NaN,94.56,1009.75,28.36,327.509,97.467,12.013,12.078,NaN,NaN,EQU,-4.98,42.0641066666667,-125.160925,11.8180166666667
2019-07-21 02:42:00,NaN,9.89,NaN,14872636,12815622,393.13,4.62,9.87,24.87,1014.86,9.89,-0.21,69,12.09,0,0.056109,1.447751,14137053,13636258,2.69,1.3,NaN,90.18,1009.49,28.36,328.587,97.665,11.959,12.023,NaN,NaN,EQU,25.15,42.0642166666667,-125.17144,11.7672333333333
2019-07-21 02:45:00,NaN,10.04,NaN,14769188,12716913,396.24,4.5,10.01,24.87,1015.03,10.05,-0.18,69,12.02,0,0.055019,1.449933,13980288,13484997,2.64,1.3,NaN,110.13,1009.82,28.36,328.781,97.606,11.92,11.971,NaN,NaN,EQU,5.83,42.0643883333333,-125.181828333333,11.7308833333333
2019-07-21 02:48:00,NaN,10.04,NaN,14788076,12733547,396.13,4.62,10,24.81,1015.08,10.04,-0.3,69,12.05,0,0.055217,1.448973,13982688,13487648,2.67,1.3,NaN,110.56,1009.77,28.35,328.948,97.76,11.965,12.017,NaN,NaN,EQU,0.81,42.064505,-125.192211666667,11.7807333333333
2019-07-21 02:51:00,NaN,9.97,NaN,14779124,12742379,390.41,4.81,9.95,24.87,1015.08,9.97,-0.84,69,12.04,0,0.056381,1.449063,14008494,13513620,2.64,1.29,NaN,102.21,1009.85,28.34,339.939,100.999,11.956,12.005,NaN,NaN,EQU-DRAIN,13.03,42.0646183333333,-125.20278,11.7544666666667
2019-07-21 02:55:00,NaN,10.02,NaN,14708356,12725055,375.55,4.81,9.99,24.87,1015.07,10.02,-0.22,69,12.05,0,0.056489,1.448994,13951507,13458551,2.66,1.29,NaN,109.39,1009.81,28.35,348.805,103.659,11.971,12.017,NaN,NaN,EQU,4.16,42.0646616666667,-125.21682,11.7730166666667
2019-07-21 02:58:00,NaN,9.99,NaN,14764160,12781745,372.67,4.94,9.96,24.94,1015.4,9.98,-0.28,69,12.03,0,0.056655,1.449528,14012286,13516612,2.65,1.29,NaN,105.58,1009.94,28.35,341.489,101.412,11.929,11.985,NaN,NaN,EQU,-7.73,42.0646633333333,-125.227525,11.7305833333333
2019-07-21 03:01:00,NaN,9.97,NaN,14818139,12782889,387.96,5.12,9.94,24.94,1015.39,9.96,-0.31,69,11.99,0,0.055444,1.451302,14036880,13539849,2.65,1.3,NaN,101.33,1010.09,28.36,334.34,99.186,11.885,11.939,NaN,NaN,EQU,-6.54,42.06466,-125.238081666667,11.7014166666667
2019-07-21 03:04:00,NaN,9.94,NaN,14793709,12726023,400.33,4.94,9.92,24.94,1015.2,9.93,-0.44,69,11.99,0,0.055319,1.451251,13960224,13465752,2.68,1.3,NaN,96.69,1009.95,28.36,331.459,98.356,11.901,11.95,NaN,NaN,EQU,1.68,42.0646583333333,-125.24854,11.7143333333333
2019-07-21 03:06:00,NaN,9.91,NaN,14896171,12807698,402.52,4.87,9.89,24.94,1015.46,9.91,-0.28,69,11.99,0,0.055482,1.450868,14060192,13562086,2.65,1.3,NaN,92.3,1010.01,28.37,332.308,98.642,11.918,11.966,NaN,NaN,EQU,31.41,42.0646783333333,-125.255576666667,11.7339666666667
2019-07-21 03:09:00,NaN,9.89,NaN,14848433,12771259,400.94,4.75,9.87,24.94,1015.38,9.88,-0.41,69,12.02,0,0.054425,1.450203,14015420,13518606,2.66,1.3,NaN,90.67,1010.03,28.37,332.998,98.882,11.93,11.981,NaN,NaN,EQU,17.62,42.06456,-125.265903333333,11.7418833333333
2019-07-21 03:12:00,NaN,10.04,NaN,14792951,12727672,399.45,4.62,10.01,24.94,1015.4,10.04,-0.17,69,12.02,0,0.055634,1.450294,13985834,13489515,2.66,1.31,NaN,110.44,1010.16,28.38,332.667,98.772,11.925,11.976,NaN,NaN,EQU,-11,42.0644066666667,-125.276295,11.74135
2019-07-21 03:15:00,NaN,10.04,NaN,14813344,12743815,399.93,4.69,10.01,24.94,1015.46,10.04,-0.32,69,12.02,0,0.054911,1.45039,13997150,13500483,2.65,1.31,NaN,103.32,1010.17,28.38,332.659,98.752,11.916,11.968,NaN,NaN,EQU,26.59,42.0642116666667,-125.28698,11.7262333333333
2019-07-21 03:18:00,NaN,10.03,NaN,14852740,12771107,402.13,4.56,10,24.87,1015.78,10.03,-0.18,69,11.99,0,0.055326,1.450987,14044473,13546811,2.65,1.3,NaN,110.01,1010.3,28.38,332.825,98.772,11.905,11.955,NaN,NaN,EQU,0.57,42.064,-125.297693333333,11.7224166666667
2019-07-21 03:21:00,NaN,10.04,NaN,14879347,12807996,397.29,4.56,10.01,24.87,1015.8,10.04,-1.11,70,12.02,0,0.055871,1.450044,14069958,13572252,2.66,1.29,NaN,71.95,1010.36,28.38,335.47,99.627,11.941,11.986,NaN,NaN,EQU,32.29,42.06377,-125.308453333333,11.7664
2019-07-21 03:24:00,NaN,9.96,NaN,14779268,12742849,390.1,4.81,9.94,24.87,1015.86,9.96,-0.23,70,12.08,0,0.056005,1.447667,14039283,13543067,2.67,1.29,NaN,104.33,1010.33,28.38,337.169,100.296,12.017,12.058,NaN,NaN,EQU,18.55,42.0636116666667,-125.319356666667,11.8565
2019-07-21 03:27:00,NaN,9.94,NaN,14833650,12812296,382.44,4.81,9.92,24.87,1015.69,9.94,-0.26,69,12.18,0,0.055908,1.44395,14029528,13533536,2.67,1.29,NaN,97.82,1010.35,28.37,337.906,100.758,12.128,12.164,NaN,NaN,EQU,10.83,42.0634183333333,-125.33036,11.96845
2019-07-21 03:30:00,NaN,9.92,NaN,14727611,12736826,377.02,4.69,9.9,24.87,1015.51,9.91,-0.38,69,12.28,0,0.056216,1.440087,13947714,13454168,2.66,1.29,NaN,93.29,1010.25,28.37,339.566,101.486,12.228,12.266,NaN,NaN,EQU,16.79,42.06314,-125.341381666667,12.0650166666667
2019-07-21 03:33:00,NaN,9.89,NaN,14781181,12794763,373.07,4.69,9.87,24.94,1015.65,9.89,-0.27,69,12.39,0,0.056331,1.436147,14027210,13530328,2.68,1.3,NaN,89.16,1010.36,28.37,339.968,101.849,12.333,12.371,NaN,NaN,EQU,18.66,42.0628066666667,-125.352448333333,12.1784666666667
2019-07-21 03:36:00,NaN,9.88,NaN,14835717,12842118,372.95,4.69,9.87,24.94,1015.81,9.88,-0.37,69,12.49,0,0.056566,1.431526,14026966,13529618,2.66,1.3,NaN,89.48,1010.51,28.37,337.989,101.485,12.432,12.471,NaN,NaN,EQU,3.66,42.0625383333333,-125.363708333333,12.26575
2019-07-21 03:39:00,NaN,10.03,NaN,14727723,12760945,368.85,4.56,10.01,24.94,1015.75,10.04,-0.29,69,12.56,0,0.056616,1.429452,14017233,13520442,2.66,1.3,NaN,103.68,1010.49,28.38,340.232,102.269,12.461,12.519,NaN,NaN,EQU,-0.3,42.0623166666667,-125.37489,12.2622666666667
2019-07-21 03:42:00,NaN,9.89,NaN,14758406,12802707,363.82,4.56,9.88,24.94,1015.75,9.88,-0.26,69,12.53,0,0.05691,1.429952,14038300,13540476,2.65,1.3,NaN,92.02,1010.46,28.38,344.956,103.628,12.44,12.493,NaN,NaN,EQU,-11.76,42.06201,-125.386135,12.23295
2019-07-21 03:45:00,NaN,9.97,NaN,14744148,12798229,361.17,4.87,9.94,25,1015.98,9.96,-0.94,69,12.48,0,0.057132,1.431893,14008115,13512856,2.64,1.29,NaN,105.04,1010.54,28.39,346.368,103.9,12.366,12.428,NaN,NaN,EQU,17.06,42.0616633333333,-125.397486666667,12.1762833333333
2019-07-21 03:48:00,NaN,9.97,NaN,14733005,12784206,362.35,4.56,9.94,25,1016.52,9.97,-0.29,69,12.38,0,0.056938,1.434425,13999965,13504908,2.66,1.29,NaN,102.15,1011.13,28.39,346.68,103.846,12.335,12.365,NaN,NaN,EQU,22.33,42.0621883333333,-125.406238333333,12.1445333333333
2019-07-21 03:51:00,NaN,9.88,NaN,14766913,12810872,363.35,4.69,9.86,25,1016.22,9.87,-0.24,69,12.44,0,0.056987,1.433452,13995379,13499262,2.67,1.3,NaN,88.57,1010.98,28.4,346.72,103.97,12.369,12.413,NaN,NaN,EQU-DRAIN,-3.2,42.0617416666667,-125.399645,12.1802333333333
2019-07-21 03:55:00,NaN,9.99,NaN,14753651,12804898,361.55,4.5,9.97,25,1016.19,9.99,-0.01,69,12.45,0,0.057049,1.432945,13982700,13488621,2.66,1.29,NaN,104.69,1010.94,28.41,344.571,103.338,12.386,12.418,NaN,NaN,EQU,-22.26,42.061205,-125.387615,12.2425166666667
2019-07-21 03:58:00,NaN,9.97,NaN,14781658,12828346,361.84,4.5,9.95,25,1016.14,9.97,0.27,69,12.51,0,0.05733,1.431225,13992180,13497990,2.65,1.29,NaN,103.56,1010.95,28.42,342.896,102.929,12.407,12.458,NaN,NaN,EQU,-24.26,42.06101,-125.376516666667,12.2500166666667
2019-07-21 04:01:00,NaN,9.89,NaN,14730703,12768053,367.27,4.69,9.87,25.06,1015.98,9.88,-0.81,69,12.53,0,0.056677,1.430353,13997576,13502279,2.68,1.29,NaN,90.39,1010.79,28.42,338.761,101.754,12.433,12.487,NaN,NaN,EQU,-16.48,42.0611416666667,-125.364751666667,12.2284666666667
2019-07-21 04:04:00,NaN,9.88,NaN,14740517,12762313,372.01,4.69,9.86,25.06,1016.17,9.87,-0.02,69,12.48,0,0.056561,1.432024,14008670,13512690,2.64,1.3,NaN,88.2,1010.87,28.44,338.137,101.444,12.373,12.434,NaN,NaN,EQU,10.73,42.0613383333333,-125.352898333333,12.1269333333333
2019-07-21 04:07:00,NaN,10.03,NaN,14730100,12749096,373.44,4.56,10,25.06,1016.09,10.04,-0.21,69,12.37,0,0.056603,1.435952,13959804,13465578,2.65,1.3,NaN,111.8,1010.87,28.45,338.709,101.342,12.252,12.315,NaN,NaN,EQU,7.97,42.0617133333333,-125.340845,12.0150166666667
