#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2018 06 09 05 04 320  7.2 99.0 99.00 99.00 99.00 999 1017.8  12.6  11.0 999.0 99.0 99.00
2018 06 09 06 04 320  5.7 99.0 99.00 99.00 99.00 999 1018.1  12.3  10.9 999.0 99.0 99.00
2018 06 09 07 04 320  5.1 99.0 99.00 99.00 99.00 999 1018.0  12.1  10.9 999.0 99.0 99.00
2018 06 09 08 04 310  6.7 99.0 99.00 99.00 99.00 999 1017.7  12.1  10.9 999.0 99.0 99.00
2018 06 09 09 04 340  5.1 99.0 99.00 99.00 99.00 999 1017.7  12.1  10.9 999.0 99.0 99.00
2018 06 09 10 04 330  4.6 99.0 99.00 99.00 99.00 999 1017.4  11.8  10.9 999.0 99.0 99.00
2018 06 09 11 04 350  2.6 99.0 99.00 99.00 99.00 999 1017.4  12.0  10.9 999.0 99.0 99.00
2018 06 09 12 04 340  3.1 99.0 99.00 99.00 99.00 999 1017.3  11.9  10.9 999.0 99.0 99.00
2018 06 09 13 04  80  1.5 99.0 99.00 99.00 99.00 999 1017.9  11.4  10.9 999.0 99.0 99.00
2018 06 09 14 04   0  0.0 99.0 99.00 99.00 99.00 999 1018.5  11.5  10.9 999.0 99.0 99.00
2018 06 09 15 04 300  4.1 99.0 99.00 99.00 99.00 999 1019.1  12.1  11.0 999.0 99.0 99.00
2018 06 09 16 04 300  7.7 99.0 99.00 99.00 99.00 999 1019.2  12.0  11.1 999.0 99.0 99.00
2018 06 09 17 04 300  9.3 99.0 99.00 99.00 99.00 999 1019.5  12.0  11.1 999.0 99.0 99.00
2018 06 09 18 04 290  9.3 99.0 99.00 99.00 99.00 999 1019.7  12.6  11.1 999.0 99.0 99.00
2018 06 09 19 24 290 10.8 99.0 99.00 99.00 99.00 999 1019.2  12.6  11.0 999.0 99.0 99.00
2018 06 09 20 24 300 12.4 99.0 99.00 99.00 99.00 999 1019.2  12.7  11.0 999.0 99.0 99.00
2018 06 09 21 24 300 12.9 99.0 99.00 99.00 99.00 999 1018.9  12.7  10.9 999.0 99.0 99.00
2018 06 09 22 24 300 11.3 99.0 99.00 99.00 99.00 999 1019.0  12.7  11.0 999.0 99.0 99.00
2018 06 09 23 24 300 11.8 99.0 99.00 99.00 99.00 999 1018.6  12.6  11.0 999.0 99.0 99.00
2018 06 10 00 24 300  9.8 99.0 99.00 99.00 99.00 999 1018.4  12.6  10.9 999.0 99.0 99.00
2018 06 10 01 24 310  9.8 99.0 99.00 99.00 99.00 999 1018.3  12.4  10.9 999.0 99.0 99.00
2018 06 10 02 24 300 10.3 99.0 99.00 99.00 99.00 999 1017.8  12.4  10.8 999.0 99.0 99.00
2018 06 10 03 24 310 10.8 99.0 99.00 99.00 99.00 999 1018.1  12.3  10.6 999.0 99.0 99.00
2018 06 10 04 24 310  9.8 99.0 99.00 99.00 99.00 999 1018.0  12.0  10.5 999.0 99.0 99.00
2018 06 10 05 24 310 10.8 99.0 99.00 99.00 99.00 999 1018.4  12.1  10.5 999.0 99.0 99.00
2018 06 10 06 24 320 10.3 99.0 99.00 99.00 99.00 999 1018.4  12.0  10.4 999.0 99.0 99.00
2018 06 10 07 04 320  9.3 99.0 99.00 99.00 99.00 999 1018.3  11.9  10.4 999.0 99.0 99.00
2018 06 10 08 04 330  7.7 99.0 99.00 99.00 99.00 999 1018.5  11.6  10.3 999.0 99.0 99.00
2018 06 10 09 04 330  7.7 99.0 99.00 99.00 99.00 999 1018.6  11.4  10.3 999.0 99.0 99.00
